projectId,projectAcronym,fundingScheme,organizationId,title,firstName,lastName
794700,NLR_NLR-ID power,MSCA-IF,998398982,DR,Zhenchuan,MA
794705,MICROCRACK,MSCA-IF,999977172,DR,Emilio,MARTÍNEZ PAÑEDA
794711,MarginScapes,MSCA-IF,999977172,DR,Francesc,CECILIA
794726,EFHHBBBMS,MSCA-IF,999997833,DR,candice,CHAPOULY
794733,Radio-NP,MSCA-IF,93762402,DR,Alexey,VERKHOVTSEV
794744,IRONAGE,MSCA-IF,999541836,DR,Mate,MAUS
794750,ThermOutOfEq,MSCA-IF,99998435,DR,Andrea,DE LUCA
794760,SpaceUseDrivers,MSCA-IF,999974165,DR,Louise,RIOTTE-LAMBERT
794761,HI_IM_NEUROSOCIETY,MSCA-IF,95317603,DR,Stefano,Sandrone
794766,DYNOS,MSCA-IF,999984156,DR,William,SEVIOUR
794771,PREMNEC,MSCA-IF,999985417,DR,Christopher,STEWART
794780,US-E AntiRacism,MSCA-IF,950031581,DR,Matteo,CAPONI
794780,US-E AntiRacism,MSCA-IF,999895789,DR,Matteo,CAPONI
794780,US-E AntiRacism,MSCA-IF,999976687,DR,Matteo,CAPONI
794800,LaFS,MSCA-IF,999978045,DR,Cassie,SMITH-CHRISTMAS
794802,FORWARD,MSCA-IF,999977172,DR,Isabelle,MARÉCHAUX
794803,VIAR,MSCA-IF,999882209,DR,Konstantin,SPARRER
794815,CF3-DIAZOMETHYLATOR,MSCA-IF,999548044,DR,jiang,LIYIN
794823,MapDung,MSCA-IF,999867077,DR,Shira,Gur-Arieh
794825,SPECADIS,MSCA-IF,955518483,DR,Marie-Laure,PONS
794827,SkinTrmDeep,MSCA-IF,99997853,DR,Beatrice,ZITTI
794830,CL_Exocytosis,MSCA-IF,99997853,DR,Donatella,GALGANO
794831,AHEAD,MSCA-IF,993250028,DR,Ioannis,Karathanassis
794831,AHEAD,MSCA-IF,99984273,DR,Ioannis,Karathanassis
794832,VirtualSync,MSCA-IF,999600909,DR,Silvia,SERINO
794837,CoPEC,MSCA-IF,94973544,DR,Jean-Christophe,LOUDET
794837,CoPEC,MSCA-IF,998804636,DR,Jean-Christophe,LOUDET
794837,CoPEC,MSCA-IF,99999793,DR,Jean-Christophe,LOUDET
794842,QQT,MSCA-IF,999619436,DR,Matteo,LOSTAGLIO
794852,TCRabX,MSCA-IF,999880269,DR,Karin,SCHMIDT
794852,TCRabX,MSCA-IF,999992692,DR,Karin,SCHMIDT
794861,GABASSEMBLY,MSCA-IF,999997833,DR,Marco,BOCCHIO
794868,CoMoRoC,MSCA-IF,999898214,DR,Federica,Zoppi
794885,SELFSENS,MSCA-IF,999882015,DR,Almudena,RIVADENEYRA TORRES
794891,ArchFarm,MSCA-IF,94973544,DR,Eline,SCHOTSMANS
794891,ArchFarm,MSCA-IF,998216913,DR,Eline,SCHOTSMANS
794913,PS,MSCA-IF,992204077,DR,Brian,O'SHEA
794913,PS,MSCA-IF,999985708,DR,Brian,O'SHEA
794925,EmorphProject,MSCA-IF,999902773,DR,Ana Belén,GALÁN LÓPEZ
794925,EmorphProject,MSCA-IF,99999793,DR,Ana Belén,GALÁN LÓPEZ
794926,CRASCI,MSCA-IF,97301447,DR,Juliana,MARTINS DA ROSA
794938,MOVEMED,MSCA-IF,999864555,DR,David,MARCH
794947,HECAN,MSCA-IF,999976493,DR,Bernardus,SCHIMMEL
794950,MoCRIV,MSCA-IF,999981149,DR,Stanislav,Tyaginov
794954,FERHAZ,MSCA-IF,999989782,DR,Pavan,NUKALA
794957,RESTREIG,MSCA-IF,99998435,DR,Fatih,UZUN
794958,SufiVisual,MSCA-IF,99999793,DR,Sara Susanne,KUEHN
794962,SinMolTermination,MSCA-IF,999907526,DR,Neville,Gilhooly
794973,E FUNDIA,MSCA-IF,950098317,DR,Frederick,DRAPER
794973,E FUNDIA,MSCA-IF,987798046,DR,Frederick,DRAPER
794973,E FUNDIA,MSCA-IF,999975426,DR,Frederick,DRAPER
794979,scTRYPseq,MSCA-IF,99999308,DR,Sebastian,HUTCHINSON
794981,DYNaMIC,MSCA-IF,999991334,DR,Erwin,ISTA
794982,2DSTOP,MSCA-IF,99947316,DR,Safeer,CHENATTUKUZHIYIL
794986,NeuroLSD,MSCA-IF,999989976,DR,Alena,SVATKOVA
794999,rSAMs-NANO,MSCA-IF,999847192,DR,Yulia,SERGEEVA
795018,GENOMINT,MSCA-IF,999991043,DR,Jill,OLOFSSON
795025,COMFECTION,MSCA-IF,999437561,DR,Simona,STANO
795025,COMFECTION,MSCA-IF,999861936,DR,Simona,STANO
795043,PVB-ASD,MSCA-IF,999991334,DR,THIAGO,LEIROS COSTA
795044,DYNAVOLC,MSCA-IF,998826946,DR,Stephan,KOLZENBURG
795044,DYNAVOLC,MSCA-IF,999978433,DR,Stephan,KOLZENBURG
795051,BAHCI,MSCA-IF,906160809,DR,Marie,DELNORD
795051,BAHCI,MSCA-IF,99871074,DR,Marie,DELNORD
795053,EPISODE,MSCA-IF,999979015,DR,Luz María,MEJÍA RAMÍREZ
795060,GrowthControl,MSCA-IF,93642607,DR,Ana,FERREIRA
795064,O6-alkylguanines,MSCA-IF,999976881,DR,Rajen,Kundu
795070,PHOTO-CY-APPs,MSCA-IF,999864458,DR,Maria Agustina,DOMINGUEZ MARTIN
795070,PHOTO-CY-APPs,MSCA-IF,999872703,DR,Maria Agustina,DOMINGUEZ MARTIN
795079,PhotSol,MSCA-IF,999978433,DR,Wolfgang,TRESS
795082,PolyBact,MSCA-IF,999907526,MR,Andrey,Romanyuk
795091,ZEOCATALYST,MSCA-IF,910186018,DR,Manjunatha Reddy,Gollapalli Narayana
795107,COMAMOC,MSCA-IF,999997736,DR,Cyrille,Solaro
795109,RNAfate,MSCA-IF,999896759,DR,Dominika,FORETEK
795111,TopoGraph,MSCA-IF,999904228,DR,Peter,MAKK
795114,THREAT,MSCA-IF,999603043,MR,Renato Augusto,FERREIRA DE LIMA
795116,UBioRec,MSCA-IF,99997562,DR,Carolina,ESTARELLAS
795117,CRAFT,MSCA-IF,999873188,DR,Bilge,YABANCI
795117,CRAFT,MSCA-IF,999897341,DR,Bilge,YABANCI
795119,CARBS,MSCA-IF,99997562,DR,Jurriaan,ROT
795121,photonicIons,MSCA-IF,998096827,DR,Diana,PRADO LOPES AUDE CRAIK
795121,photonicIons,MSCA-IF,999979015,DR,Diana,PRADO LOPES AUDE CRAIK
795132,ArcticLabourTime,MSCA-IF,999842245,DR,Kori,ALLAN
795151,beyondRCFT,MSCA-IF,997971503,DR,Luca,GIORGETTI
795151,beyondRCFT,MSCA-IF,999844864,DR,Luca,GIORGETTI
795154,BRISDOM,MSCA-IF,99946734,DR,Maurizio,VIANO
795154,BRISDOM,MSCA-IF,999861936,DR,Maurizio,VIANO
795158,MRI-Turbulent-Disk,MSCA-IF,999991043,DR,George,Mamatsashvili
795159,NEQC,MSCA-IF,991256096,DR,Jan,GOETZ
795161,PhotoCuRiOT,MSCA-IF,999868629,DR,Aditya,BHATTACHARYYA
795175,NMRSIGN,MSCA-IF,999894528,DR,Georgios,DALKAS
795179,CROSSGRASS,MSCA-IF,999514288,DR,lijuan,MIAO
795180,ComplexSignal,MSCA-IF,99998435,DR,Metin,Aksu
795189,SYNFOS,MSCA-IF,999975426,DR,Alexandre,Fonseca Trindade
795192,WET MARS,MSCA-IF,999985805,DR,Francesco,SALESE
795206,MolDesign,MSCA-IF,990797674,DR,Pascal,FRIEDERICH
795206,MolDesign,MSCA-IF,992204077,DR,Pascal,FRIEDERICH
795206,MolDesign,MSCA-IF,999845252,DR,Pascal,FRIEDERICH
795209,PREMEDiCARE,MSCA-IF,997997208,DR,Luca,SALA
795214,RAE 2017,MSCA-IF,999854758,PROF,Gabriele,CIFANI
795218,VeSPA,MSCA-IF,999993468,DR,Emanuele,D'OSUALDO
795222,HORUS,MSCA-IF,99656995,DR,Florent,SCHAFFHAUSER
795224,PHANTOM,MSCA-IF,99952845,DR,Loris,Rizzello
795242,SNANeB,MSCA-IF,997927853,DR,Rosa,RUGANI
795242,SNANeB,MSCA-IF,999995602,DR,Rosa,RUGANI
795244,FANC,MSCA-IF,996383904,DR,Victor,Valls Delgado
795244,FANC,MSCA-IF,999845446,DR,Victor,Valls Delgado
795246,StrongLights,MSCA-IF,999990267,DR,Joaquim,JORNET-SOMOZA
795249,Metabeyond,MSCA-IF,999981052,MRS,Georgia Theano,PAPADAKIS
795250,SiPoMorph,MSCA-IF,999977172,DR,Lothar,KALMBACH
795271,CommGenRwa,MSCA-IF,999986096,DR,Catherine,GILBERT
795272,ONCOTHERANOSTICS,MSCA-IF,998267741,DR,Jesús,PACHECO TORRES
795272,ONCOTHERANOSTICS,MSCA-IF,999991722,DR,Jesús,PACHECO TORRES
795275,MSP,MSCA-IF,999977366,DR,Sonja,VIDOJKOVIC
795286,MolNanoTribology,MSCA-IF,999907914,DR,Jose Guilherme,Vilhena Albuquerque Dorey
795289,InDyMag,MSCA-IF,99999793,DR,Marine,LASBLEIS
795292,SCOUT,MSCA-IF,999989976,DR,Susanne,Strohmaier
795299,ReSPEc,MSCA-IF,99990287,MR,Sebastian,WIENEKE
795302,ReCurse,MSCA-IF,999991043,DR,Xaquin,PEREZ-SINDIN LOPEZ
795309,IDCLOTHING,MSCA-IF,999975038,DR,Svenja,BETHKE
795310,CliRSnow,MSCA-IF,999887253,DR,Michael,Matiu
795315,FOREPAST,MSCA-IF,999986387,DR,Jordi,PAGÈS
795318,MATRIX-B,MSCA-IF,999882015,DR,Stefania,Nardecchia
795329,DYCODE,MSCA-IF,999849908,DR,Frederik,VAN DE PUTTE
795347,UGMNanoSens,MSCA-IF,999867853,DR,Carmen Lorena,MANZANARES PALENZUELA
795348,WoodJam,MSCA-IF,999979694,DR,Elizabeth,FOLLETT
795356,MOFUS,MSCA-IF,999896953,DR,Raghavan,CHINNAMBEDU MURUGESAN
795369,FUNDra,MSCA-IF,999974553,DR,Rosaleen,March
795374,CULTRAMACY,MSCA-IF,999873188,DR,Ana,LJUBOJEVIC
795377,TCDL,MSCA-IF,99992324,DR,Jeffrey,EVERTS
795380,INDECRUST,MSCA-IF,999886283,DR,Laura,CONCOSTRINA ZUBIRI
795390,ROCKSOFT,MSCA-IF,999991043,DR,Kate Møller,HERUM
795393,PhiloMagic,MSCA-IF,99990287,PROF,Jason,LEDDINGTON
795396,COLOSSEO,MSCA-IF,987798046,DR,Federica,Ferrarini
795396,COLOSSEO,MSCA-IF,999866786,DR,Federica,Ferrarini
795415,GLYCANLIPO,MSCA-IF,999907526,DR,Seyed,Tabaei
795417,TherGelFas,MSCA-IF,911620551,DR,Virginia,Saez
795423,BOLD-NMR,MSCA-IF,999992401,DR,Adam,SMITH
795428,SMARTOURISM,MSCA-IF,989739404,MRS,Estrella,Diaz
795428,SMARTOURISM,MSCA-IF,999840208,MRS,Estrella,Diaz
795441,Proteasome in cancer,MSCA-IF,99985049,DR,Dawid,WALERYCH
795442,MEDLAND_HORN.AFRICA,MSCA-IF,999991722,DR,Jorge,DE TORRES
795444,ADAPT,MSCA-IF,999874546,DR,Alvaro,SANCHEZ LOPEZ
795450,CHEMPUFF,MSCA-IF,99999793,DR,Dharmendra,Singh
795465,OttMed,MSCA-IF,999901512,DR,C. Ceyhun,ARSLAN
795471,INTSYS,MSCA-IF,999975426,DR,Tamás F.,Görbe
795475,SQuHadron,MSCA-IF,90694777,DR,Andrea,SIGNORI
795475,SQuHadron,MSCA-IF,999893752,DR,Andrea,SIGNORI
795514,SPACES,MSCA-IF,999573458,DR,Umberto,GRASSI
795514,SPACES,MSCA-IF,999838074,DR,Umberto,GRASSI
795536,GLASNOST,MSCA-IF,999900833,DR,Stéphanie,GAUTTIER
795537,TransWNV,MSCA-IF,999991722,DR,Maria Jose,RUIZ LOPEZ
795539,HTS-STABTHERAPRO,MSCA-IF,99997562,DR,Arka,Mukhopadhyay
795552,WPMF,MSCA-IF,999985417,DR,Einat,GEDALYA-LAVY
795557,EARNEST,MSCA-IF,999923337,DR,Charuta,Kulkarni
795567,CRISPR-GQ,MSCA-IF,999977366,PROF,Hamza,BALCI
795568,InsectMigration,MSCA-IF,999990267,DR,Myles,MENZ
795569,HOPE,MSCA-IF,999991043,DR,Frido,WELKER
795574,Primer,MSCA-IF,999862906,DR,Zhiqiang,Guo
795580,SOCELL,MSCA-IF,909875521,DR,Marc,VAN DER HOFSTADT SERRANO
795605,CaLecLig,MSCA-IF,99999793,DR,Martin,Lepsik
795611,MATISSE,MSCA-IF,999975426,DR,Georgia,ALEXANDRI
795614,SPECTRE,MSCA-IF,986179795,DR,Emmanuel,DOELSCH
795614,SPECTRE,MSCA-IF,999993565,DR,Emmanuel,DOELSCH
795615,STELLAR,MSCA-IF,99656995,DR,Yuda,ZHAO
795625,GLOMODAT,MSCA-IF,999895013,DR,Alexander,KMOCH
795630,LasInPOP,MSCA-IF,999897729,DR,Daniel,SOLA
795633,MaltaPot,MSCA-IF,999887059,DR,Catriona,BROGAN
795635,PREMOTHER,MSCA-IF,999606923,DR,claudio,PAROLO
795641,ACElab,MSCA-IF,999887253,DR,Bianca,Elzenbaumer
795655,DUX4,MSCA-IF,999990849,DR,Jessica,DE GREEF
795658,MAFMA,MSCA-IF,996395641,DR,Anxin,Ma
795670,DIM,MSCA-IF,999985417,DR,Frederic,LAMOLIATTE
795681,INTIMIZ,MSCA-IF,993760054,DR,Altaïr,DESPRES
795681,INTIMIZ,MSCA-IF,99999793,DR,Altaïr,DESPRES
795695,Gal3-BrainMets,MSCA-IF,999862518,DR,Manuel,SARMIENTO SOTO
795707,Cosmo-Blow-Up,MSCA-IF,99999793,DR,Cornelius,RAMPF
795714,Predict-Plan-Control,MSCA-IF,999975426,DR,Luis F C,FIGUEREDO
795716,HYBRICYL,MSCA-IF,999995408,DR,Ignacio,MINGUEZ BACHO
795722,EnvironMetal,MSCA-IF,999979015,DR,Matthew,CLARKSON
795732,SPLICEOSACT,MSCA-IF,906446474,DR,Clément,CHARENTON
795732,SPLICEOSACT,MSCA-IF,99999017,DR,Clément,CHARENTON
795744,ASArt-DATA,MSCA-IF,99946734,DR,Marina,GALLINARO
795744,ASArt-DATA,MSCA-IF,999987745,DR,Marina,GALLINARO
795747,LowD-CT,MSCA-IF,917363727,DR,Mats,PERSSON
795747,LowD-CT,MSCA-IF,999990946,DR,Mats,PERSSON
795753,VOLIV,MSCA-IF,999990461,DR,Sandy,Blin
795754,MTOAC,MSCA-IF,954636462,DR,Subia,Bano
795765,COGBIAS,MSCA-IF,998888056,DR,Felipe,ESPIGARES
795765,COGBIAS,MSCA-IF,999455894,DR,Felipe,ESPIGARES
795782,pERFEcTO,MSCA-IF,999992013,DR,Alessio,BELENCHIA
795792,LAAA,MSCA-IF,999845252,DR,Anna,CORRIAS
795792,LAAA,MSCA-IF,999977172,DR,Anna,CORRIAS
795793,PHOTO ORGANO-Ir CAT,MSCA-IF,999548044,DR,Giacomo,CRISENZA
795797,DaPhNIs,MSCA-IF,999785015,DR,Silvia,GIUGLIANO
795806,T-REX,MSCA-IF,999991043,DR,Shichao,Ren
795807,ReCiModel,MSCA-IF,996120064,DR,Garikoitz,LERMA USABIAGA
795807,ReCiModel,MSCA-IF,999466467,DR,Garikoitz,LERMA USABIAGA
795823,OilandEmp,MSCA-IF,999976784,DR,Guillemette,CROUZET
795833,InTheMLLrBALL,MSCA-IF,951078308,DR,Samanta,Zanetti
795838,LIGHTMATT-EXPLORER,MSCA-IF,999596447,DR,Xavier,ZAMBRANA-PUYALTO
795845,REMEDHY,MSCA-IF,951414122,DR,Jill,Litt
795846,CORVISDEC,MSCA-IF,99997562,DR,Lauren,WOOL
795865,MACRAME,MSCA-IF,998706666,MRS,Paola,TREVISAN
795866,BrainBehaviourModel,MSCA-IF,999985708,DR,Bernadette,VAN WIJK
795867,NovoFold,MSCA-IF,999974262,DR,Richard,OBEXER
795877,PAMpeR,MSCA-IF,95317603,DR,Francesco,TECILAZICH
795890,EXTINCT,MSCA-IF,999984156,DR,Yolanda,MELERO
795891,FATarget,MSCA-IF,99998435,DR,Noelia,MARTÍNEZ-SÁNCHEZ
795892,Entero3D,MSCA-IF,999881821,DR,Selma,DAHMANE
795904,EvISC,MSCA-IF,999991043,DR,Christina,MUELLER
795905,NEWCPLECS,MSCA-IF,996395641,DR,Julio,FERNANDEZ CESTAU
795906,SUBTOL,MSCA-IF,999907526,DR,Vishal,Gupta
795912,NACHO,MSCA-IF,999901318,DR,Luis Rodrigo,Cataldo
795916,NEO,MSCA-IF,999851169,DR,Andaine,SEGUIN-ORLANDO
795917,SiMAero,MSCA-IF,999979015,DR,Konstantinos,AGATHOS
795919,MetaBot,MSCA-IF,9999795,DR,Massimo,SILVETTI
795921,urbanbird,MSCA-IF,99999211,DR,Lyanne,BROUWER
795923,ShaMROCk,MSCA-IF,9999795,DR,Francesco,MARTINI
795924,iCHEMGENODRUGS_TB,MSCA-IF,960782479,DR,Liliana,RODRIGUES
795925,EmpowerMarginalized,MSCA-IF,999641746,DR,Luca,MONGELLI
795930,rDNAstress,MSCA-IF,999510408,DR,Daniel,GÓMEZ-CABELLO
795936,InfCSP,MSCA-IF,999977172,DR,Joanna,OCHREMIAK
795937,WONT-HATE,MSCA-IF,999641746,DR,Eleonora,Esposito
795942,OTmeetsDFT,MSCA-IF,954530344,DR,Augusto,Gerolin
795946,HAZARDOmics,MSCA-IF,986014022,DR,Maykel,HERNÁNDEZ-MESA
795947,HoBi,MSCA-IF,996836312,DR,Andrea,GAMBAROTTO
795947,HoBi,MSCA-IF,999980664,DR,Andrea,GAMBAROTTO
795948,NEUROGUIDE,MSCA-IF,999988424,DR,Ilaria,TONAZZINI
795956,Methodology,MSCA-IF,99998435,MR,Daniel,SCHUMANN
795958,DEBT,MSCA-IF,999975911,DR,Thomas,MEISSNER
795961,ET-PHOTOX,MSCA-IF,999548044,DR,Basudev,Sahoo
795970,CabaKarst,MSCA-IF,999991043,DR,Xiaowei,TONG
795974,Treat2ReUse,MSCA-IF,999991043,DR,Iria,REGUEIRO CARRERA
795980,VitC,MSCA-IF,999975814,DR,Eva,CUNHA
795992,RE-HOUSING,MSCA-IF,999985708,DR,Charalampos,TSAVDAROGLOU
795994,PFC-AMY,MSCA-IF,999989976,DR,Carmen,MORAWETZ
795998,TeSP,MSCA-IF,999437561,DR,Thomas Johannes,BAUMGARTEN
795998,TeSP,MSCA-IF,999856116,DR,Thomas Johannes,BAUMGARTEN
795999,DMSWet,MSCA-IF,999847677,DR,Emine,Ertekin
796004,BIF-SCV,MSCA-IF,999993468,DR,Fabrizio,BIANCHI
796007,HYPTEMPCELL,MSCA-IF,999991722,DR,Guillaume,Maurin-Pasturel
796009,skILL,MSCA-IF,998886601,PROF,Sukumar,Saha
796010,ChemRAS,MSCA-IF,999530293,MS,Cristina,MAYOR
796011,DeepSym,MSCA-IF,999642037,DR,Cristina,DIEZ-VIVES
796013,CAYMAN,MSCA-IF,986090458,DR,Laura,GÓMEZ DE LA PEÑA
796020,SupraCopCat,MSCA-IF,909875521,DR,Weiwei,FANG
796024,CYMEIT,MSCA-IF,999993468,DR,Florian,Glöcklhofer
796025,Mesophotic,MSCA-IF,999881724,MR,Gal,EYAL
796025,Mesophotic,MSCA-IF,999886574,MR,Gal,EYAL
796045,SIKB,MSCA-IF,968246435,DR,Yotam,HOD
796045,SIKB,MSCA-IF,999897826,DR,Yotam,HOD
796048,PRESS-CHESS-KHS,MSCA-IF,999544746,DR,Gael,BASTIEN
796050,INBETWEEN,MSCA-IF,999823912,DR,Aaron,DE SOUZA
796053,YOUPEACEBUILDER,MSCA-IF,999612161,DR,Cihan,DIZDAROGLU
796084,qMAR,MSCA-IF,99615576,DR,Elias,Dahdouh
796086,FIRE,MSCA-IF,999901318,DR,Pinar,Dinc
796089,NovInDXS,MSCA-IF,999470347,DR,Ravindra P.,Jumde
796098,Gender identity,MSCA-IF,999975426,DR,Raúl,MÍNGUEZ
796102,FeaGatSu,MSCA-IF,999651931,DR,Norma,KÜHN
796120,NORMAL-LOAD,MSCA-IF,999991334,DR,Hans,KAINZ
796135,INTENSS,MSCA-IF,9999795,MR,Federico,DA ROLD
796142,SEARCh,MSCA-IF,999466467,DR,Christoph,BAEUMER
796142,SEARCh,MSCA-IF,999983962,DR,Christoph,BAEUMER
796143,Child-MHO,MSCA-IF,999991043,DR,Anna,Viitasalo
796177,GRACE,MSCA-IF,961606494,DR,Claudia,Cecchetto
796177,GRACE,MSCA-IF,999995602,DR,Claudia,Cecchetto
796193,TRANSIMAMS,MSCA-IF,996383904,DR,Mehmet,KURT
796193,TRANSIMAMS,MSCA-IF,999861063,DR,Mehmet,KURT
796194,THALLMORPHAL,MSCA-IF,999868726,DR,Seema,Rani
796197,Governmigration,MSCA-IF,999629718,MS,ANA,BALLESTEROS PENA
796197,Governmigration,MSCA-IF,999845252,MS,ANA,BALLESTEROS PENA
796206,CERVINO,MSCA-IF,95317603,DR,Sofia,Makieva
796215,MediterraneanGypsies,MSCA-IF,999975426,DR,Massimo,ARESU
796216,MECoCaM,MSCA-IF,999600618,DR,Robert,Carreras Torres
796220,MIONIÑO,MSCA-IF,99997562,DR,Anna Joy,DRURY
796244,SOCIALBRAINCIRCUITS,MSCA-IF,999596447,DR,Celine,Devroye
796245,SquaMem,MSCA-IF,9998631,DR,Semen,YESYLEVSKYY
796247,BREFMC2017,MSCA-IF,99999793,DR,Benjamin,RAYMOND
796272,LOWCOST-PBI-HTPEMFC,MSCA-IF,999990655,DR,Santiago,MARTIN
796280,CADOACCFAP,MSCA-IF,991256096,DR,Bo,PENG
796282,REHEAL,MSCA-IF,998306153,DR,Bonnie,Pang
796283,CRoSh,MSCA-IF,999841469,DR,Alessandra,BOCCACCINI
796287,Spectro-Metrics,MSCA-IF,903964729,DR,David,PEREZ GUAITA
796287,Spectro-Metrics,MSCA-IF,999902288,DR,David,PEREZ GUAITA
796289,E-SCENT,MSCA-IF,999892588,DR,Emer,Duffy
796291,INTERFACE,MSCA-IF,9999795,DR,Monica,ALBINI
796292,4D-POLYSENSE,MSCA-IF,999976202,DR,Sonia,LANZALACO
796307,LYMPHVECs,MSCA-IF,989536092,DR,Alba,GIGANTE
796315,InvestorCliques,MSCA-IF,902999288,DR,Hung,LE
796315,InvestorCliques,MSCA-IF,990343811,DR,Hung,LE
796320,MAGDEx,MSCA-IF,999645238,MR,Guillermo,Pozo Zamora
796322,PolymersForSolarFuel,MSCA-IF,999980567,DR,Anastasia,Vogel
796327,LEUKEYOLK,MSCA-IF,95317603,DR,Sara Martina,Maffioletti
796329,STRIAVISE,MSCA-IF,999881724,DR,Kelly,GARNER
796329,STRIAVISE,MSCA-IF,999907526,DR,Kelly,GARNER
796330,REMES,MSCA-IF,996395641,DR,Jianfang,CUI
796332,SEMSUBSET,MSCA-IF,997785748,DR,Michelangelo,FALCO
796341,TET2rec,MSCA-IF,999991043,DR,Lucia,Simon-Carrasco
796345,DynaTweezers,MSCA-IF,999845252,DR,Emilius Willem Adriaan,VISSER
796345,DynaTweezers,MSCA-IF,999977269,DR,Emilius Willem Adriaan,VISSER
796365,COAGULANT,MSCA-IF,984564454,DR,Patrick,MÜNZER
796365,COAGULANT,MSCA-IF,999991916,DR,Patrick,MÜNZER
796366,NeMESIS,MSCA-IF,999975329,DR,Ioulia,TZOUVADAKI
796378,MAPNET,MSCA-IF,99999793,DR,Kishor,CHANDRA
796388,ECOMAT,MSCA-IF,999796558,DR,Barbara,Canto dos Santos
796401,ADAM5,MSCA-IF,999645529,DR,ZAYANI,Rafik
796405,MetaBioMec,MSCA-IF,999734284,DR,Olga,Barrera
796405,MetaBioMec,MSCA-IF,99987862,DR,Olga,Barrera
796426,RISE,MSCA-IF,999990946,DR,Zheng,Ma
796438,RainForest-GHG,MSCA-IF,99990287,DR,Laetitia,BRECHET
796443,Flat_Leaf,MSCA-IF,999841469,DR,Martina,LEGRIS
796450,EATing more,MSCA-IF,999651931,DR,Caitlin,GILLIS
796451,FFSize,MSCA-IF,998804636,DR,Christian,Levers
796451,FFSize,MSCA-IF,999994632,DR,Christian,Levers
796460,PHOTO-FLUOR,MSCA-IF,999548044,DR,Sudipta,RAHA ROY
796461,PERSEUS,MSCA-IF,999864555,DR,Marion,WIENEN
796487,COINE,MSCA-IF,999907526,MS,Katherine,Smoak
796490,AvINFLUENZA,MSCA-IF,99999793,DR,Aldo Roman,CAMACHO ZARCO
796491,IGpath,MSCA-IF,998802502,DR,Maria,Gounari
796499,REDUCTeeth,MSCA-IF,999841275,DR,Mona,Le Luyer
796502,TiPS-DNA,MSCA-IF,999977366,MS,Eugene,KIM
796507,SPArKLE,MSCA-IF,999845446,DR,Stefano,ANGIARI
796514,AutoDropProd,MSCA-IF,954636462,DR,Remigijus,VASILIAUSKAS
796520,PEPPER,MSCA-IF,954982461,DR,Go,Yoshizawa
796535,MECEDGE,MSCA-IF,999977851,DR,Dina,JUAREZ-SALINAS
796539,CONDENSATION,MSCA-IF,999882015,DR,María José,GRANADOS MUÑOZ
796541,RaftsStruc,MSCA-IF,999991722,MS,Marta,UKLEJA
796547,MechanoSpectrin,MSCA-IF,999534367,DR,Andrea,GHISLENI
796557,INMARE,MSCA-IF,999466467,DR,Eneko,AXPE
796557,INMARE,MSCA-IF,999865234,DR,Eneko,AXPE
796559,SWP,MSCA-IF,998693959,DR,Carlotta,MINNELLA
796559,SWP,MSCA-IF,999897341,DR,Carlotta,MINNELLA
796577,PredOpt,MSCA-IF,999988424,DR,Devika,NARAIN
796581,MEsHH,MSCA-IF,999600618,DR,Helen,Kelly
796590,EPIORGABOLISM,MSCA-IF,99952845,DR,Carmen,Hurtado Del Pozo
796599,COHEMEX,MSCA-IF,999901512,DR,Ayse,KOCA CAYDASI
796600,EpiBarrier,MSCA-IF,999867368,DR,Laura,De Diego Garcia
796601,PISA,MSCA-IF,999974359,DR,Yiannis,KOKOSALAKIS
796603,EuSuper,MSCA-IF,998096827,DR,Mirko,ROCCI
796603,EuSuper,MSCA-IF,9999795,DR,Mirko,ROCCI
796606,SRIMEM,MSCA-IF,999990267,DR,Mahipal,GANJI
796612,Ring-STORM,MSCA-IF,99999793,DR,Vicente,Martí Centelles
796619,IDPOQ,MSCA-IF,999662892,DR,Thomas,CAMUS
796636,FluPRINT,MSCA-IF,999466467,DR,Adriana,TOMIC
796636,FluPRINT,MSCA-IF,99998435,DR,Adriana,TOMIC
796640,GFSMART,MSCA-IF,986206373,DR,Elif,OZDEN YENIGUN
796648,URCHIN,MSCA-IF,999977172,DR,Changshin,JO
796650,CHANCE,MSCA-IF,998096827,DR,Xaquín,Garcia-Muros
796650,CHANCE,MSCA-IF,998253579,DR,Xaquín,Garcia-Muros
796652,EPRAC,MSCA-IF,99997562,DR,Maja,MISE
796662,UVSIGNAL,MSCA-IF,909875521,MR,Arnaud,BADIANE
796672,CellularNanoMachines,MSCA-IF,988105924,DR,Javier,HERNANDEZ GIL
796672,CellularNanoMachines,MSCA-IF,999991334,DR,Javier,HERNANDEZ GIL
796679,GlycoPCs,MSCA-IF,999985611,DR,Enriqueta,Casal
796687,H2Gut,MSCA-IF,999866883,DR,Kerim,KITS
796700,QUANTUM HARVEST,MSCA-IF,999901318,DR,Patrick,Hofer
796706,IPACBIS,MSCA-IF,949035488,DR,Marta,MARQUIÉ SAYAGUÉS
796707,PALEOMADA,MSCA-IF,999991334,DR,Ny Riavo,VOARINTSOA
796712,HeLLo,MSCA-IF,999839626,MS,Luisa,DIAS PEREIRA
796718,Comedy and Politics,MSCA-IF,999856989,DR,Birte,LÖSCHENKOHL
796721,OPVANOX-ARDS,MSCA-IF,907774695,DR,Arnoldo de Jesus,SANTOS OVIEDO
