projectRcn,projectID,participationId,projectAcronym,role,id,name,shortName,activityType,endOfParticipation,ecContribution,country,street,city,postCode
198326,676338,676338952799379,Tendon Therapy Train,participant,952799379,STEMCELL TECHNOLOGIES SARL,SC,PRC,true,,FR,MINIPAR POLYTEC RUE DES BERGES 40,GRENOBLE,38000
198326,676338,676338999840790,Tendon Therapy Train,participant,999840790,THE ROYAL VETERINARY COLLEGE,RVC,HES,false,546575.76,UK,ROYAL COLLEGE STREET,LONDON,NW1 OTU
198326,676338,676338999984059,Tendon Therapy Train,partner,999984059,FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.,Fraunhofer,REC,false,,DE,HANSASTRASSE 27C,MUNCHEN,80686
198326,676338,676338996642409,Tendon Therapy Train,participant,996642409,PROXY BIOMEDICAL LIMITED,PROXY BIOMEDICAL LIMITED,PRC,false,265674.6,IE,COILLEACH SPIDDAL,Galway,H91
198326,676338,676338888891618,Tendon Therapy Train,partner,888891618,Galway Clinic,,PRC,false,,IE,,Galway,
198326,676338,676338928482061,Tendon Therapy Train,partner,928482061,Bose Ltd.,Bose ElectroForce Systems Group,PRC,false,,UK,Bose House Quayside Chatham Maritime,Chatham,ME4 4QZ
198326,676338,676338999975911,Tendon Therapy Train,participant,999975911,UNIVERSITEIT MAASTRICHT,MU-ICIS,HES,false,510748.56,NL,Minderbroedersberg 4-6,MAASTRICHT,6200 MD
198326,676338,676338997866064,Tendon Therapy Train,partner,997866064,NAMSA,BT,PRC,false,,FR,CHEMIN DE L ISLON 115,CHASSE SUR RHONE,38670
198326,676338,676338951152901,Tendon Therapy Train,participant,951152901,SOFRADIM PRODUCTION SASU,SOFRADIM,PRC,false,262875.6,FR,AVENUE DE FORMANS 116,TREVOUX,01600
198326,676338,676338888888943,Tendon Therapy Train,partner,888888943,Aristotle University,,HES,false,,EL,,Thessaloniki,
198326,676338,676338888889730,Tendon Therapy Train,partner,888889730,Cell Scale,,PRC,false,,CA,,Waterloo,
198326,676338,676338940156593,Tendon Therapy Train,participant,940156593,STEMCELL TECHNOLOGIES UK LTD,STEMCELL TECHNOLOGIES UK LTD,PRC,false,262875.6,UK,BUILDING 7100 CAMBRIDGDE RESEARCH PARK BEACH DRIVE WATERBEACH,CAMBRIDGE,CB25 9TL
198326,676338,676338999852818,Tendon Therapy Train,participant,999852818,PANEPISTIMIO IOANNINON,UOI,HES,false,727160.76,EL,PANEPISTEMIOYPOLE PANEPISTEMIO IOANNINON,IOANNINA,45110
198326,676338,676338986152150,Tendon Therapy Train,partner,986152150,PANEPISTIMIO THESSALIAS,UNIVERSITY OF THESSALY - UTH,HES,false,,EL,ARGONAFTON FILELLINON,VOLOS,38221
216110,783127,783127996335695,OCEAN12,participant,996335695,KALRAY SA,KALRAY,PRC,false,1400093.75,FR,180 AVENUE DE L' EUROPE IMMEUBLE LE SUN,MONTBONNOT,38330
216110,783127,783127999580248,OCEAN12,participant,999580248,INSTITUTO DE TELECOMUNICACOES,IT,REC,false,114843.75,PT,CAMPUS UNIVERSITARIO DE SANTIAGO UNIVERSIDADE DE AVEIRO,GLORIA E VERA CRUZ,3810 193
216110,783127,783127990341968,OCEAN12,participant,990341968,GLOBALFOUNDRIES Dresden Module One LLC & Co. KG,GF,PRC,false,,DE,Wilschdorfer Landstrasse 101,Dresden,01109
216110,783127,783127998156870,OCEAN12,participant,998156870,M3 SYSTEMS SAS,M3S,PRC,false,124976.25,FR,RUE DU SOLEIL LEVANT 26,Lavernose Lacasse,31410
216110,783127,783127999875225,OCEAN12,participant,999875225,INSTITUT POLYTECHNIQUE DE GRENOBLE,INP GRENOBLE,HES,false,262220.44,FR,AVENUE FELIX VIALLET 46,GRENOBLE CEDEX 1,38031
216110,783127,783127999908787,OCEAN12,participant,999908787,ROBERT BOSCH GMBH,BOSCH,PRC,false,2100631.75,DE,ROBERT-BOSCH-PLATZ 1,GERLINGEN-SCHILLERHOEHE,70839
216110,783127,783127999611676,OCEAN12,participant,999611676,EV GROUP E. THALLNER GMBH,EVG,PRC,false,408208,AT,DI ERICH THALLNER STRASSE 1,ST FLORIAN AM INN,4782
216110,783127,783127951590856,OCEAN12,participant,951590856,AED ENGINEERING GMBH,AED,PRC,false,354650,DE,TAUNUSSTRASSE 51,MUNCHEN,80807
216110,783127,783127999984059,OCEAN12,participant,999984059,FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.,Fraunhofer,REC,false,3455812.94,DE,HANSASTRASSE 27C,MUNCHEN,80686
216110,783127,783127999992401,OCEAN12,participant,999992401,COMMISSARIAT A L ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,CEA,REC,false,5603190.25,FR,RUE LEBLANC 25,PARIS 15,75015
216110,783127,783127950335094,OCEAN12,participant,950335094,HSEB DRESDEN GMBH,HSEB,PRC,false,238100,DE,MANFRED VON ARDENNE RING 4,DRESDEN,01099
216110,783127,783127993274084,OCEAN12,participant,993274084,DESIGN AND REUSE,D&R,PRC,false,60000,FR,RUE AMPERE 12,GRENOBLE,38000
216110,783127,783127999991819,OCEAN12,participant,999991819,AIRBUS DEFENCE AND SPACE GMBH,Astrium,PRC,false,24872,DE,WILLY-MESSERSCHMITT-STRASSE 1,TAUFKIRCHEN,82024
216110,783127,783127997607656,OCEAN12,participant,997607656,ISD LYSEIS OLOKRIROMENON SYSTIMATONANONYMOS ETAIREIA,ISD SA INTEGRATED SYSTEMS DEVELOPMENT,PRC,false,140625,EL,KIFISSIAS AVENUE 32 KTIPIO B ATRINA CENTER,MAROUSSI,15125
216110,783127,783127989581779,OCEAN12,participant,989581779,STMICROELECTRONICS ROUSSET SAS,ST ROUSSET,PRC,false,804341,FR,AVENUE COQ ZI PEYNIER ROUSSET,ROUSSET,13790
216110,783127,783127894232331,OCEAN12,participant,894232331,DOLPHIN DESIGN SAS,,PRC,false,351175,FR,1 BIS A CHEMIN DU PRE CARRE,MEYLAN,38240
216110,783127,783127999644171,OCEAN12,participant,999644171,AUDI AKTIENGESELLSCHAFT,AUDI,PRC,false,63960.25,DE,AUTO-UNION-STR. 1,INGOLSTADT,85057
216110,783127,783127949735440,OCEAN12,participant,949735440,UNIVERSITE DE BORDEAUX,UBx,HES,false,121537.5,FR,PLACE PEY BERLAND 35,BORDEAUX,33000
216110,783127,783127999884052,OCEAN12,participant,999884052,POLITECHNIKA WARSZAWSKA,WUT,HES,false,284375,PL,PLAC POLITECHNIKI 1,WARSZAWA,00 661
216110,783127,783127996850183,OCEAN12,participant,996850183,MUNEDA GMBH,MunEDA,PRC,false,354565,DE,INSELKAMMERSTRASSE 5,UNTERHACHING,82008
216110,783127,783127990360010,OCEAN12,coordinator,990360010,SOITEC SA,SOITEC SA,PRC,false,4231354.7,FR,CHEMIN DES FRANQUES - PARC TECHNOLOGIQUE DES FONTAINES,BERNIN,38190
216110,783127,783127999842342,OCEAN12,participant,999842342,UNIVERSITATEA POLITEHNICA DIN BUCURESTI,UNIVERSITATEA POLITEHNICA DIN BUCURESTI,HES,false,,RO,SPLAIUL INDEPENDENTEI 313 SECT 6,BUCHAREST,060042
216110,783127,783127999991916,OCEAN12,participant,999991916,EBERHARD KARLS UNIVERSITAET TUEBINGEN,UT,HES,false,270070.52,DE,GESCHWISTER-SCHOLL-PLATZ,TUEBINGEN,72074
216110,783127,783127916854574,OCEAN12,participant,916854574,EVOTEL INFORMATICA SL,EVOTEL,PRC,false,98750,ES,CALLE DOCTOR TEIJEIRO 20 3 MONFORTE DE LEMOS,LUGO,27400
216110,783127,783127985764441,OCEAN12,participant,985764441,ION BEAM SERVICES,IBS,PRC,false,125000,FR,RUE GASTON IMBERT PROLONGEE,ROUSSET,13790
216110,783127,783127999751938,OCEAN12,participant,999751938,THALES,THALES,PRC,false,153325,FR,TOUR CARPE DIEM PLACE DES COROLLES ESPLANADE NORD,COURBEVOIE,92400
216110,783127,783127997962094,OCEAN12,participant,997962094,STMICROELECTRONICS GRENOBLE 2 SAS,STGNB 2 SAS,PRC,false,1189025,FR,RUE JULES HOROWITZ 12,GRENOBLE,38000
216110,783127,783127999630009,OCEAN12,participant,999630009,UNIVERSITAET DER BUNDESWEHR MUENCHEN,UniBw M,HES,false,190093.75,DE,WERNER HEISENBERG WEG 39,NEUBIBERG,85579
216110,783127,783127999837492,OCEAN12,participant,999837492,UNIVERSITAET PADERBORN,UPB,HES,false,137375,DE,WARBURGER STRASSE 100,PADERBORN,33098
216110,783127,783127999897729,OCEAN12,participant,999897729,TECHNISCHE UNIVERSITAET DRESDEN,TUD,HES,false,414000.13,DE,HELMHOLTZSTRASSE 10,DRESDEN,01069
214400,787177,787177933435560,CHANGE,participant,933435560,BEIT BERL COLLEGE,BBC,HES,false,330125,IL,POB DOAR BEIT BERL,BEIT BERL,4490500
214400,787177,787177999983962,CHANGE,participant,999983962,RHEINISCHWESTFAELISCHE TECHNISCHE HOCHSCHULE AACHEN,RWTH AACHEN,HES,false,318400,DE,TEMPLERGRABEN 55,AACHEN,52062
214400,787177,787177999984059,CHANGE,participant,999984059,FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.,Fraunhofer,REC,false,290625,DE,HANSASTRASSE 27C,MUNCHEN,80686
214400,787177,787177999650476,CHANGE,participant,999650476,NACIONALNI INSTITUT ZA BIOLOGIJO,NIB,REC,false,216750,SI,VECNA POT 111,LJUBLJANA,1000
214400,787177,787177999865331,CHANGE,participant,999865331,UNIVERSIDADE DE AVEIRO,UAVR,HES,false,246000,PT,CAMPUS UNIVERSITÁRIO DE SANTIAGO,AVEIRO,3810-193
214400,787177,787177999969606,CHANGE,participant,999969606,ZILINSKA UNIVERZITA V ZILINE,UNIZA,HES,false,153625,SK,UNIVERZITNA 82151,ZILINA,010 26
214400,787177,787177999694320,CHANGE,coordinator,999694320,INTERDISZIPLINARES FORSCHUNGSZENTRUM FUR TECHNIK ARBEIT UND KULTUR,IFZ,REC,false,470856.25,AT,Schloegelgasse 2,GRAZ,8010
227787,861960,861960999984059,RECYCALYSE,participant,999984059,FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.,Fraunhofer,REC,false,432312.5,DE,HANSASTRASSE 27C,MUNCHEN,80686
227787,861960,861960999460356,RECYCALYSE,coordinator,999460356,TEKNOLOGISK INSTITUT,DANISH TECHNOLOGICAL INSTITUTE,REC,false,853000,DK,GREGERSENSVEJ 1,TAASTRUP,2630
227787,861960,861960984450188,RECYCALYSE,participant,984450188,ACCURECRECYCLING GMBH,AC,PRC,false,475000,DE,BATAVERSTR 21,KREFELD,47809
227787,861960,861960999976493,RECYCALYSE,participant,999976493,UNIVERSITAET BERN,UBern,HES,false,688125,CH,HOCHSCHULSTRASSE 6,BERN,3012
227787,861960,861960913305635,RECYCALYSE,participant,913305635,SUSTAINABLE INNOVATIONS EUROPE SL,SUSTAINABLE INNOVATIONS,PRC,false,294375,ES,CALLE PIAMONTE 23 OFICINA 303,MADRID,28004
227787,861960,861960958250294,RECYCALYSE,participant,958250294,VERTECH GROUP,VERTECH,PRC,false,358500,FR,11 RUE DEFLY,NICE,06000
227787,861960,861960953371291,RECYCALYSE,participant,953371291,HYCENTA RESEARCH GMBH,HCA,PRC,false,596500,AT,INFFELDGASSE 15,GRAZ,8010
227787,861960,861960999583934,RECYCALYSE,participant,999583934,TECHNISCHE UNIVERSITAET BERGAKADEMIE FREIBERG,TU BAF,HES,false,797625,DE,AKADEMIESTRASSE 6,FREIBERG,09599
227787,861960,861960999739522,RECYCALYSE,participant,999739522,DANISH POWER SYSTEMS APS,DPS,PRC,false,382500,DK,EGESKOVVEJ 6C,KVISTGARD,3490
227787,861960,861960902243755,RECYCALYSE,participant,902243755,PRUFREX INNOVATIVE POWER PRODUCTS GMBH,PX,PRC,false,371540,DE,EGERSDORFER STR. 36,CADOLZBURG,90556
227787,861960,861960999912764,RECYCALYSE,participant,999912764,TWI LIMITED,TWI,REC,false,311250,UK,GRANTA PARK GREAT ABINGTON,CAMBRIDGE,CB21 6AL
218529,815279,815279999910630,5G-VINNI,coordinator,999910630,TELENOR ASA,TELENOR ASA,PRC,false,1770781,NO,SNAROYVEIEN 30,FORNEBU,1331
218529,815279,815279908265224,5G-VINNI,participant,908265224,SIMULA METROPOLITAN CENTER FOR DIGITAL ENGINEERING AS,SRL,OTH,false,383100,NO,PILESTREDET 46 OSLO METROPOLITAN,OSLO,0167
218529,815279,815279999584419,5G-VINNI,participant,999584419,SES TECHCOM SA,SES,PRC,false,498125,LU,CHATEAU DE BETZDORF,BETZDORF,6815
218529,815279,815279999984059,5G-VINNI,participant,999984059,FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.,Fraunhofer,REC,false,747000,DE,HANSASTRASSE 27C,MUNCHEN,80686
218529,815279,815279996543275,5G-VINNI,participant,996543275,HUAWEI TECHNOLOGIES DUESSELDORF GMBH,HWDU,PRC,false,1053187.5,DE,HANSAALLEE 205,DUSSELDORF,40549
218529,815279,815279908159300,5G-VINNI,participant,908159300,CISCO NORWAY AS,CISCO,PRC,true,,NO,PHILIP PEDERSENS VEI 1,LYSAKER,1366
218529,815279,815279999969994,5G-VINNI,participant,999969994,INTRACOM SA TELECOM SOLUTIONS,INTRACOM TELECOM,PRC,false,623750,EL,NEW ROAD PEANIA MARKOPOULO 19 7KM,PEANIA,19002
218529,815279,815279995915976,5G-VINNI,participant,995915976,SIMULA RESEARCH LABORATORY AS,SRL,REC,true,,NO,MARTIN LINGES VEI 17,FORNEBU,1364
218529,815279,815279999911503,5G-VINNI,participant,999911503,ALTICE LABS SA,ALTICE LABS,PRC,false,505000,PT,RUA JOSE FERREIRA PINTO BASTO,AVEIRO,3810 106
218529,815279,815279937177723,5G-VINNI,participant,937177723,SOFTWARE RADIO SYSTEMS LIMITED,SRS,PRC,false,589375,IE,12A THE CEDERS CASTLEJANE WOODS,GLANMIRE,T45 AP3
218529,815279,815279999471026,5G-VINNI,participant,999471026,Ericsson AS,E,PRC,false,1998750,NO,Lensmannslia 4,Asker,1371
218529,815279,815279999910824,5G-VINNI,participant,999910824,TELEFONICA INVESTIGACION Y DESARROLLO SA,TID,PRC,false,916200,ES,RONDA DE LA COMUNICACION SN DISTRITO C EDIFICIO OESTE I,MADRID,28050
218529,815279,815279939084937,5G-VINNI,participant,939084937,KEYSIGHT TECHNOLOGIES DENMARK APS,KEYSIGHT TECHNOLOGIES DENMARK,PRC,false,1000000,DK,ALFRED NOBELS VEJ 27 3 B1,AALBORG OST,9220
218529,815279,815279909654555,5G-VINNI,participant,909654555,HUAWEI TECHNOLOGIES NORWAY AS,HWNO,PRC,false,785750,NO,ROLFSBUKTVEIEN 4A,FORNEBU,1364
218529,815279,815279999912279,5G-VINNI,participant,999912279,EURESCOMEUROPEAN INSTITUTE FOR RESEARCH AND STRATEGIC STUDIES IN TELECOMMUNICATIONS GMBH,EURESCOM,PRC,false,680500,DE,WIEBLINGER WEG 194,HEIDELBERG,69123
218529,815279,815279999925471,5G-VINNI,participant,999925471,NOKIA SOLUTIONS AND NETWORKS OY,NSNFINLAND,PRC,false,1798000,FI,KARAPORTTI 3,ESPOO,02610
218529,815279,815279943655868,5G-VINNI,participant,943655868,EANTC AKTIENGESELLSCHAFT,EANTC,PRC,false,1182500,DE,SALZUFER 14,BERLIN,10587
218529,815279,815279929967228,5G-VINNI,participant,929967228,LIME MICROSYSTEMS LTD,LIME MICROSYSTEMS LTD,PRC,false,625625,UK,SURREY TECH CENTRE OCCAM ROAD THE SURREY RESEARCH,GUILDFORD,GU2 7YG
218529,815279,815279999908593,5G-VINNI,participant,999908593,BRITISH TELECOMMUNICATIONS PUBLIC LIMITED COMPANY,BT,PRC,false,1059215,UK,Newgate street 81,LONDON,EC1A 7AJ
218529,815279,815279999896856,5G-VINNI,participant,999896856,ATHENS UNIVERSITY OF ECONOMICS AND BUSINESS RESEARCH CENTER,AUEB-RC,HES,false,425750,EL,KEFALLINIAS STREET 46,ATHENS,11251
218529,815279,815279999960488,5G-VINNI,participant,999960488,ENGINEERING INGEGNERIA INFORMATICA SPA,ENG,PRC,false,112500,IT,PIAZZALE DELL'AGRICOLTURA 24,ROMA,00144
218529,815279,815279999765712,5G-VINNI,participant,999765712,SAMSUNG ELECTRONICS (UK) LIMITED,SAMSUNG,PRC,false,1857500,UK,SAMSUNG HOUSE - 1000 HILLSWOOD DRIVE,CHERTSEY - SURREY,KT16 0PS
218529,815279,815279999894528,5G-VINNI,participant,999894528,PANEPISTIMIO PATRON,UNIVERSITY OF PATRAS,HES,false,607500,EL,UNIVERSITY CAMPUS RIO PATRAS,RIO PATRAS,265 04
218529,815279,815279999899572,5G-VINNI,participant,999899572,UNIVERSIDAD CARLOS III DE MADRID,UC3M,HES,false,599750,ES,CALLE MADRID 126,GETAFE (MADRID),28903
218529,815279,815279953703128,5G-VINNI,participant,953703128,CISCO SYSTEMS FRANCE SARL,CISCO SYSTEMS FRANCE SARL,PRC,false,177875,FR,RUE CAMILLE DESMOULINS 11,ISSY LES MOULINEAUX,92130
214910,788047,788047998927923,RiConfigure,participant,998927923,INSTITUT FUER HOEHERE STUDIEN INSTITUTE FOR ADVANCED STUDIES,IHS,HES,false,487625,AT,JOSEFSTAEDTER STRASSE 39,WIEN,1080
214910,788047,788047999867077,RiConfigure,participant,999867077,UNIVERSIDAD POMPEU FABRA,UPF,HES,false,252687.5,ES,PLACA DE LA MERCE 10-12,BARCELONA,08002
214910,788047,788047953358487,RiConfigure,participant,953358487,STICHTING SISPT,S-ISPT,OTH,false,176375,NL,GROEN VAN PRINSTERERLAAN 37,AMERSFOORT,3818 JN
214910,788047,788047999857086,RiConfigure,participant,999857086,BUDAPESTI CORVINUS EGYETEM,CORVINUS UNIVERSITY OF BUDAPEST,HES,false,132500,HU,FOVAM TER 8,BUDAPEST,1093
214910,788047,788047999984059,RiConfigure,participant,999984059,FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.,Fraunhofer,REC,false,495601.25,DE,HANSASTRASSE 27C,MUNCHEN,80686
214910,788047,788047911286774,RiConfigure,participant,911286774,ASOCIACION COLOMBIANA PARA EL AVANCE DE LA CIENCIA ACAC,Asociación Colombiana para el Avance de la Ciencia,OTH,false,153806.25,CO,CARRERA 16 NR 31 A-36,BOGOTA,111311
214910,788047,788047998399079,RiConfigure,participant,998399079,LUDWIG BOLTZMANN GESELLSCHAFT GMBH,LBG,REC,false,168016.25,AT,NUSSDORFER STRASSE 64 6 STOCK,WIEN,1090
214910,788047,788047953171083,RiConfigure,coordinator,953171083,FONDEN TEKNOLOGIRADET,DBT - DANISH BOARD OF TECHNOLOGY FOUNDATION,REC,false,766812.5,DK,ARNOLD NIELSENS BOULEVARD 68 E,HVIDOVRE,2650
214910,788047,788047999981634,RiConfigure,participant,999981634,WAGENINGEN UNIVERSITY,WU,HES,false,393646.25,NL,DROEVENDAALSESTEEG 4,WAGENINGEN,6708 PB
214910,788047,788047911232357,RiConfigure,participant,911232357,CORO COLAB ROSKILDE,CORO,OTH,false,180500,DK,JERNBANEGADE 3A,ROSKILDE,4000
214910,788047,788047917014818,RiConfigure,participant,917014818,FONDAZIONE ADRIANO OLIVETTI,ADRIANO OLIVETTI FOUNDATION,OTH,false,309562.5,IT,STRADA PRIVATA BIDASIO 2,IVREA,10015
199963,691876,691876983130309,SMARTER TOGETHER,participant,983130309,ENEDIS,ENEDIS,PRC,false,322161.88,FR,34 PLACE DES COROLLES TOUR ERDF,PARIS LA DEFENSE CEDEX,92079
199963,691876,691876999584128,SMARTER TOGETHER,participant,999584128,AIT AUSTRIAN INSTITUTE OF TECHNOLOGY GMBH,AIT,REC,false,941189.06,AT,GIEFINGGASSE 4,WIEN,1210
199963,691876,691876928729314,SMARTER TOGETHER,participant,928729314,SPECTRUM MOBIL GMBH,Spectrum Mobil,PRC,false,194687.5,DE,AIDENBACHSTRASTR. 36,MUNCHEN,81379
199963,691876,691876966036484,SMARTER TOGETHER,participant,966036484,ENERGY CITIESENERGIECITES ASSOCIATION,ENERGY CITIES,OTH,false,304062.5,FR,CHEMIN DE PALENTE 2,BESANCON,25000
199963,691876,691876999984059,SMARTER TOGETHER,participant,999984059,FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.,Fraunhofer,REC,false,1548692.5,DE,HANSASTRASSE 27C,MUNCHEN,80686
199963,691876,691876999977463,SMARTER TOGETHER,participant,999977463,TECHNISCHE UNIVERSITAET MUENCHEN,TUM,HES,false,474087.5,DE,Arcisstrasse 21,MUENCHEN,80333
199963,691876,691876990315875,SMARTER TOGETHER,participant,990315875,WAVESTONE ADVISORS,Wavestone,PRC,false,81406.25,FR,100-101 TERRASSE BOIELDIEU TOUR FRANKLIN,PARIS LA DEFENSE,92042
199963,691876,691876996316101,SMARTER TOGETHER,participant,996316101,COMUNE DI VENEZIA,VENEZIA,PUB,false,318000,IT,CA FARSETTI S MARCO 4136,VENEZIA,30124
199963,691876,691876999953601,SMARTER TOGETHER,participant,999953601,SIEMENS AKTIENGESELLSCHAFT OESTERREICH,SIEMENS,PRC,false,260450,AT,SIEMENSSTRASSE 90,WIEN,1210
199963,691876,691876905984657,SMARTER TOGETHER,participant,905984657,WOHNUNGSEIGENTUMERGEMEINSCHAFT RADOLFZELLER STRASSE 4046,RZL,PRC,false,125342,DE,RADOLFZELLER STRASSE 40-46,MUNCHEN,81243
199963,691876,691876999548917,SMARTER TOGETHER,participant,999548917,DIN DEUTSCHES INSTITUT FUER NORMUNG E.V.,DIN,OTH,false,175980,DE,BURGGRAFENSTRASSE 6,BERLIN,10787
199963,691876,691876924429401,SMARTER TOGETHER,participant,924429401,METROPOLE DE LYON,METROPOLE DE LYON,PUB,false,911148.88,FR,20 RUE DU LAC,LYON,69003
199963,691876,691876928578285,SMARTER TOGETHER,participant,928578285,SECURITAS ALERT SERVICES GMBH,Securitas Alert Services GmbH,PRC,false,575000,DE,BESSELSTR. 13,Mannheim,68219
199963,691876,691876996711570,SMARTER TOGETHER,participant,996711570,STOLICHNA OBSHTINA,MUNICIPALITY OF SOFIA,PUB,false,216312.5,BG,MOSKOVSKA STR 33,SOFIA,1000
199963,691876,691876928652393,SMARTER TOGETHER,participant,928652393,BWS GEMEINNUTZIGE ALLGEMEINE BAUWOHN UND SIEDLUNGSGENOSSENSCHAFT REGISTRIERTE GENOSSENSCHAFT MIT BESCHRANKTER HAFTUNG,BWSG,OTH,false,1882010,AT,MARGARETENGURTEL 36-40,WIEN,1050
199963,691876,691876984460470,SMARTER TOGETHER,participant,984460470,CONCELLO DE SANTIAGO DE COMPOSTELA,Concello de Santiago de Compostela,PUB,false,304375,ES,PAZO DE RAXOI. PRAZA DO OBRADOIRO,SANTIAGO DE COMPOSTELA,15705
199963,691876,691876999861742,SMARTER TOGETHER,participant,999861742,UNIVERSITAET ST. GALLEN,USG,HES,false,,CH,DUFOURSTRASSE 50,ST GALLEN,9000
199963,691876,691876997335959,SMARTER TOGETHER,participant,997335959,ALGOE SA,ALGOE,PRC,false,483973.88,FR,9 BIS ROUTE DE CHAMPAGNE,ECULLY CEDEX,69130
199963,691876,691876928689059,SMARTER TOGETHER,participant,928689059,ENERTECH,Enertech,PRC,false,221418.75,FR,65 LES BALCONS DE L'AMOURIER,PONT DE BARRET,26160
199963,691876,691876937102063,SMARTER TOGETHER,participant,937102063,SYCUBE INFORMATIONSTECHNOLOGIE GMBH,SYCUBE GMBH,PRC,false,267837.5,AT,ERDBERGSTR 52-60 STIEGE 34 STOCKTOP 16,WIEN,1030
199963,691876,691876925133912,SMARTER TOGETHER,participant,925133912,SOCIETE ANONYME REGIONALE D'HABITATIONS A LOYER MODERE DE LYON,SA REGIONALE HLM DE LYON,PRC,false,450000,FR,20 QUAI JEAN MOULIN,LYON,69002
199963,691876,691876998030091,SMARTER TOGETHER,participant,998030091,STADT WIEN,Magistrat der Stadt Wien,PUB,false,2970032.5,AT,RATHAUS,WIEN,1082
199963,691876,691876966090319,SMARTER TOGETHER,coordinator,966090319,LYON CONFLUENCE,LYON,PRC,false,4484766.06,FR,RUE DU LAC 20,Lyon,69003
199963,691876,691876905661647,SMARTER TOGETHER,participant,905661647,WOHNUNGSEIGENTUMERGEMEINSCHAFT WIESENTHAUERSTRASSE 16,WHR,PRC,false,125792.1,DE,WIESENTHAUERSTRASSE 16,MUNCHEN,81249
199963,691876,691876928640753,SMARTER TOGETHER,participant,928640753,KELAG WARME GMBH,Kelag Wärme GmbH,PRC,false,179236.75,AT,ST MAGDALENER STARSSE 81,VILLACH,9506
199963,691876,691876928422891,SMARTER TOGETHER,participant,928422891,TOSHIBA SYSTEMES FRANCE SAS,TSF,PRC,false,80482.5,FR,7 RUE AMPERE,PUTEAUX,92800
199963,691876,691876985228419,SMARTER TOGETHER,participant,985228419,GOPA COM.,GC,PRC,false,494112.5,BE,BOULEVARD DE LA WOLUWE 2,BRUXELLES,1150
199963,691876,691876953486430,SMARTER TOGETHER,participant,953486430,WIENER STADTWERKE GMBH,WSTW,PRC,false,964920.1,AT,THOMAS KLESTIL PLATZ 14,WIEN,1030
199963,691876,691876941837021,SMARTER TOGETHER,participant,941837021,bettervest GmbH,bettervest,PRC,false,98350,DE,Schweizer Str. 28,Frankfurt (Main),60594
199963,691876,691876997625601,SMARTER TOGETHER,participant,997625601,LANDESHAUPTSTADT MUENCHEN,MUNICH,PUB,false,2823833.75,DE,BURGSTRASSE 4,MUENCHEN,80331
199963,691876,691876999987260,SMARTER TOGETHER,participant,999987260,SIEMENS AKTIENGESELLSCHAFT,SIE,PRC,false,385862.93,DE,WERNER-VON-SIEMENS-STR. 1,MUNCHEN,80333
199963,691876,691876984234072,SMARTER TOGETHER,participant,984234072,HESPUL ASSOCIATION,HESPUL ASSOCIATION,OTH,false,1750125,FR,PLACE JULES FERRY 14,LYON,69006
199963,691876,691876929531795,SMARTER TOGETHER,participant,929531795,Wolfram Scholl,G5-Partners,PRC,false,102541.25,DE,Menzinger Str. 141,München,80997
199963,691876,691876931952818,SMARTER TOGETHER,participant,931952818,OSTERREICHISCHE POST AG,Post,PRC,false,224787.5,AT,HAIDINGERGASSE 1,WIEN,1030
198809,685825,685825951547206,FAST,participant,951547206,ABALONYX AS,ABALONYX AS,PRC,false,268750,NO,FORSKNINGSVEIEN 1,OSLO,0373
198809,685825,685825999984059,FAST,participant,999984059,FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.,Fraunhofer,REC,false,507875,DE,HANSASTRASSE 27C,MUNCHEN,80686
198809,685825,685825999604110,FAST,participant,999604110,FUNDACION TECNALIA RESEARCH & INNOVATION,TECNALIA,REC,false,805625,ES,PARQUE CIENTIFICO Y TECNOLOGICO DE GIPUZKOA PASEO MIKELETEGI 2,DONOSTIASAN SEBASTIAN (GIPUZKOA),20009
198809,685825,685825999975911,FAST,coordinator,999975911,UNIVERSITEIT MAASTRICHT,MU-ICIS,HES,false,953500,NL,Minderbroedersberg 4-6,MAASTRICHT,6200 MD
198809,685825,685825999995602,FAST,participant,999995602,UNIVERSITA DEGLI STUDI DI PADOVA,UNIPD,HES,false,50125,IT,VIA 8 FEBBRAIO 2,PADOVA,35122
198809,685825,685825970212431,FAST,participant,970212431,POLYVATION BV,PV,PRC,false,249625,NL,KADIJK 7D,GRONINGEN,9747 AT
198809,685825,685825987090043,FAST,participant,987090043,PROLABIN & TEFARM SRL,PROLABIN,PRC,false,422500,IT,VIA DELL'ACCIAIO NUM 9,PERUGIA,06134
