projectId,projectAcronym,fundingScheme,organizationId,title,firstName,fullName,lastName
798821,PPOM-PTT,MSCA-IF,999974165,MS,SHE,SHE SHAN,SHAN
798824,TaxInfoProcessing,MSCA-IF,999899475,DR,Christoph,Christoph KOGLER,KOGLER
798830,MAGNET-CELLPATCH,MSCA-IF,999865234,DR,Idoia,Idoia CASTELLANOS RUBIO,CASTELLANOS RUBIO
798836,MAPSYNE,MSCA-IF,917311929,DR,Marie Engelene,Marie Engelene OBIEN,OBIEN
798837,MATHCOV,MSCA-IF,999992595,DR,Xiaochao,Xiaochao CHEN,CHEN
798841,EpiBigDatainWomen,MSCA-IF,955280348,DR,Benedetta,Benedetta Izzi,Izzi
798846,CuCAN,MSCA-IF,99990384,DR,Srimanta,Srimanta MANNA,MANNA
798851,BioGraphING,MSCA-IF,999977366,DR,Sabina,Sabina CANEVA,CANEVA
798853,MIMe,MSCA-IF,99999793,DR,Manuel,Manuel MERCIER,MERCIER
798861,PeLED,MSCA-IF,999852236,DR,Xiao-Ke,Xiao-Ke LIU,LIU
798866,EcoLabSS,MSCA-IF,998706666,MS,Lara,Lara MONTICELLI,MONTICELLI
798867,ADAFARM,MSCA-IF,937459605,DR,PEDRO,PEDRO ZORRILLA MIRAS,ZORRILLA MIRAS
798891,ANTHEM,MSCA-IF,99947316,DR,Jaime,Jaime DUMONT,DUMONT
798894,ISOPATH,MSCA-IF,999974262,DR,Łukasz,Łukasz POSPIESZNY,POSPIESZNY
798901,AnBIOSST,MSCA-IF,999991334,DR,Sandeep,Sandeep PANDA,PANDA
798908,OptimisingIDS,MSCA-IF,996120064,DR,Marina,Marina Kalashnikova,Kalashnikova
798909,Exoplanet Finder,MSCA-IF,999623122,DR,Garima,Garima SINGH,SINGH
798912,ECHO,MSCA-IF,999991043,DR,Catalin Gabriel,Catalin Gabriel STANESCU,STANESCU
798916,TWODPS,MSCA-IF,998267838,DR,Shuwen,Shuwen ZENG,ZENG
798917,PlantOleogels,MSCA-IF,99996883,DR,Braulio,Braulio Macias-Rodriguez,Macias-Rodriguez
798926,DCMeta,MSCA-IF,99990384,MS,Maria,Maria Ivanova,Ivanova
798927,MAGIC,MSCA-IF,998732274,DR,Itziar,Itziar MARTINEZ-GONZALEZ,MARTINEZ-GONZALEZ
798941,INTEREP,MSCA-IF,967498371,DR,Camille,Camille MAZO,MAZO
798944,GLYMPHARMA,MSCA-IF,999991043,DR,Tuomas,Tuomas LILIUS,LILIUS
798952,PROMPT,MSCA-IF,9999795,DR,Sabarinathan,Sabarinathan Rangasamy,Rangasamy
798953,INTERSPREC,MSCA-IF,999976396,DR,Stefano,Stefano BENCIVENGA,BENCIVENGA
798954,DEFPOLL,MSCA-IF,999976881,DR,Stuart,Stuart CAMPBELL,CAMPBELL
798957,CORLID,MSCA-IF,99997562,DR,Elias Paolo,Elias Paolo CASULA,CASULA
798961,INSULYSOSOME,MSCA-IF,999993177,DR,Kevin,Kevin VIVOT,VIVOT
798966,MemCHAPS,MSCA-IF,999985805,DR,Priyanka,Priyanka SAHASRABUDHE,SAHASRABUDHE
798971,PreSpeech,MSCA-IF,996120064,MRS,Anastasia,Anastasia Klimovich Smith,Klimovich Smith
798983,TANWORM,MSCA-IF,999991043,DR,Ali,Ali Raza,Raza
799000,M-Lysosomes,MSCA-IF,999600618,DR,Caroline,Caroline MAUVEZIN,MAUVEZIN
799001,EMISSR,MSCA-IF,999991043,DR,Mihai,Mihai Francu,Francu
799002,EpiTFeb,MSCA-IF,999448716,DR,Marcella,Marcella CESANA,CESANA
799017,KILNEV,MSCA-IF,999914801,DR,Jaskaren,Jaskaren KOHLI,KOHLI
799022,HA-HA,MSCA-IF,99985437,DR,Ioan Bogdan,Ioan Bogdan LUDUSAN,LUDUSAN
799025,EGERNIALIZARDS,MSCA-IF,986276989,DR,Kirsty,Kirsty MACLEOD,MACLEOD
799025,EGERNIALIZARDS,MSCA-IF,999901318,DR,Kirsty,Kirsty MACLEOD,MACLEOD
799037,SmallDrugRheuma,MSCA-IF,999829635,DR,Iria,Iria Gomez-Tourino,Gomez-Tourino
799041,SUSTINNO,MSCA-IF,999849229,MS,Annika,Annika SURMEIER,SURMEIER
799041,SUSTINNO,MSCA-IF,99990384,MS,Annika,Annika SURMEIER,SURMEIER
799062,LHCBIGDATA,MSCA-IF,999992789,DR,Federica,Federica LEGGER,LEGGER
799066,NEO-QE,MSCA-IF,999974359,DR,Long,Long CHENG,CHENG
799078,NeCOL,MSCA-IF,998096827,DR,Jamal,Jamal TOUTOUH,TOUTOUH
799078,NeCOL,MSCA-IF,999898311,DR,Jamal,Jamal TOUTOUH,TOUTOUH
799083,xFATE,MSCA-IF,954530344,DR,Wojciech,Wojciech NAWROCKI,NAWROCKI
799087,LIAE,MSCA-IF,99990384,DR,Chrisoula,Chrisoula LIONIS,LIONIS
799093,DigitalComp,MSCA-IF,998096827,DR,Georgios,Georgios Petropoulos,Petropoulos
799093,DigitalComp,MSCA-IF,998462808,DR,Georgios,Georgios Petropoulos,Petropoulos
799101,HiMIN,MSCA-IF,99999793,DR,Beatrice,Beatrice RONDINELLI,RONDINELLI
799112,Neuronetmir,MSCA-IF,999867368,DR,Marek,Marek Rajman,Rajman
799123,SEU-FER,MSCA-IF,999991722,DR,Stanislao,Stanislao MAZZONI,MAZZONI
799126,PLaTONE,MSCA-IF,999976687,DR,Maria,Maria SYGLETOU,SYGLETOU
799149,BridgeScan,MSCA-IF,999977366,DR,Linh,Linh TRUONG-HONG,TRUONG-HONG
799150,LangRev,MSCA-IF,999974941,DR,Davyth,Davyth HICKS,HICKS
799153,Stories,MSCA-IF,999612161,DR,Joanna,Joanna WHEELER,WHEELER
799162,ESSINDEX,MSCA-IF,999854758,DR,Gregory,Gregory BOCHNER,BOCHNER
799164,ProTeAN,MSCA-IF,998200617,DR,Catarina,Catarina SEABRA,SEABRA
799171,Freq4Num,MSCA-IF,99998629,DR,Amandine,Amandine VAN RINSVELD,VAN RINSVELD
799175,HiBriCarbon,MSCA-IF,999845446,DR,Alessandro,Alessandro IANNACI,IANNACI
799182,TissueMaps,MSCA-IF,999971837,DR,ESTHER,ESTHER PUNZON QUIJORNA,PUNZON QUIJORNA
799195,MAJORdom,MSCA-IF,99815978,DR,Anna,Anna KORDASIEWICZ,KORDASIEWICZ
799195,MAJORdom,MSCA-IF,999897341,DR,Anna,Anna KORDASIEWICZ,KORDASIEWICZ
799201,METACTIVE,MSCA-IF,999862033,DR,Danilo,Danilo Karličić,Karličić
799203,PATGOV,MSCA-IF,954982461,DR,Nicolaas Stijn,Nicolaas Stijn Groenendijk,Groenendijk
799214,NINTCORDEV,MSCA-IF,999988424,DR,Debbie,Debbie VAN DEN BERG,VAN DEN BERG
799230,HI-PHRET,MSCA-IF,999879881,DR,Daniele,Daniele ANCORA,ANCORA
799238,BetweenTwoBrains,MSCA-IF,999907526,DR,Ana,Ana PESQUITA,PESQUITA
799247,DEMAIRPO,MSCA-IF,999852527,DR,James Jie,James Jie Tang,Tang
799276,CUPRES,MSCA-IF,999974262,DR,Sven,Sven BADOUX,BADOUX
799281,PreSTO,MSCA-IF,999614877,DR,Zacharias,Zacharias FRONTISTIS,FRONTISTIS
799283,NovelKnees,MSCA-IF,999867368,DR,Oran,Oran Kennedy,Kennedy
799288,SafePack,MSCA-IF,897892917,DR,Serena,Serena MANGANELLI,MANGANELLI
799288,SafePack,MSCA-IF,999942446,DR,Serena,Serena MANGANELLI,MANGANELLI
799291,MappingSpatialVision,MSCA-IF,999518362,DR,Antoine,Antoine Barbot,Barbot
799300,PLANT-RNA-MET,MSCA-IF,999975523,DR,Katarzyna,Katarzyna KNOP,KNOP
799302,redTADF,MSCA-IF,999984253,DR,Graeme,Graeme COPLEY,COPLEY
799330,GEISIE,MSCA-IF,999641746,DR,Sampsa,Sampsa Samila,Samila
799332,Smart BioSense,MSCA-IF,99946734,DR,Alejandro,Alejandro CHAMORRO GARCIA,CHAMORRO GARCIA
799332,Smart BioSense,MSCA-IF,999844864,DR,Alejandro,Alejandro CHAMORRO GARCIA,CHAMORRO GARCIA
799370,MUSICIAN,MSCA-IF,99822574,DR,Anil,Anil Nagathil,Nagathil
799370,MUSICIAN,MSCA-IF,999988812,DR,Anil,Anil Nagathil,Nagathil
799376,AlloGPCR,MSCA-IF,933640521,MS,Marina,Marina CASIRAGHI,CASIRAGHI
799376,AlloGPCR,MSCA-IF,999466467,MS,Marina,Marina CASIRAGHI,CASIRAGHI
799378,MaGMa,MSCA-IF,998002834,MS,Raquel María,Raquel María MELERO,MELERO
799380,SASC,MSCA-IF,999854758,DR,Mireille,Mireille BABINEAU,BABINEAU
799384,Newron-TBI,MSCA-IF,952920144,DR,Joanna,Joanna DANIELEWICZ,DANIELEWICZ
799393,NANOBIOME,MSCA-IF,998347572,DR,Christian,Christian KUTTNER,KUTTNER
799399,ItohRibo,MSCA-IF,999885022,DR,Yuzuru,Yuzuru ITOH,ITOH
799408,QuESt,MSCA-IF,999515355,DR,Francesca,Francesca FASSIOLI OLSEN,FASSIOLI OLSEN
799408,QuESt,MSCA-IF,999850878,DR,Francesca,Francesca FASSIOLI OLSEN,FASSIOLI OLSEN
799411,MECHPREDPRO,MSCA-IF,999850781,DR,JAAN,JAAN ARU,ARU
799412,ACEPOL,MSCA-IF,897482801,DR,Mattia,Mattia GUERINI,GUERINI
799412,ACEPOL,MSCA-IF,92024841,DR,Mattia,Mattia GUERINI,GUERINI
799417,NoPHAME,MSCA-IF,999988424,DR,My,My PHAN,PHAN
799419,PartAct,MSCA-IF,999978336,DR,Nora,Nora SZAKACS,SZAKACS
799433,MAPoPHAGY,MSCA-IF,999987648,DR,Elena A.,Elena A. MININA,MININA
799434,FLAMMINGGOS,MSCA-IF,999991722,DR,Andrew,Andrew MEHRING,MEHRING
799439,SUSADES,MSCA-IF,998683192,MRS,Anna,Anna SKOREK-OSIKOWSKA,SKOREK-OSIKOWSKA
799440,Huntingtin hPSC,MSCA-IF,999995796,DR,Ira,Ira ESPUNY,ESPUNY
799444,CHNIEQ,MSCA-IF,998940242,DR,Li,Li Yang,Yang
799462,POLINGO,MSCA-IF,999853012,DR,Andrea,Andrea WARNECKE,WARNECKE
799477,HyThermEl,MSCA-IF,999852236,DR,Dorothea,Dorothea SCHEUNEMANN,SCHEUNEMANN
799477,HyThermEl,MSCA-IF,999980373,DR,Dorothea,Dorothea SCHEUNEMANN,SCHEUNEMANN
799481,PALMERA,MSCA-IF,999977851,DR,Azamolsadat,Azamolsadat SEYEDI,SEYEDI
799493,EMO - FIT,MSCA-IF,999985708,DR,Jozefien,Jozefien De Leersnyder,De Leersnyder
799501,CoDEC,MSCA-IF,994850722,DR,Maria Soledad,Maria Soledad DOMINGUEZ ESCRIBANO,DOMINGUEZ ESCRIBANO
799501,CoDEC,MSCA-IF,998269778,DR,Maria Soledad,Maria Soledad DOMINGUEZ ESCRIBANO,DOMINGUEZ ESCRIBANO
799510,OSTtrans,MSCA-IF,991207984,DR,Melina,Melina MALINEN,MALINEN
799522,PerMet,MSCA-IF,999651931,MS,Kim,Kim FALKENBERG,FALKENBERG
799531,NannoChem,MSCA-IF,999907526,DR,Mariem,Mariem Saavedra Pellitero,Saavedra Pellitero
799544,GeoFodder,MSCA-IF,999976881,DR,Ana,Ana POLO-DIAZ,POLO-DIAZ
799553,KaIROS,MSCA-IF,999976202,DR,Yeudy Felipe,Yeudy Felipe VARGAS-ALZATE,VARGAS-ALZATE
799554,E-CLIPS,MSCA-IF,996120064,DR,Sara,Sara Guediche,Guediche
799557,PolyBar,MSCA-IF,999865525,DR,Valentin,Valentin BLOT,BLOT
799573,UCLnProt,MSCA-IF,999907526,DR,Indranil,Indranil Sinha,Sinha
799593,SPEctRUM,MSCA-IF,999992304,DR,Leonidas Alexandros,Leonidas Alexandros KOURIS,KOURIS
799606,Gold3Cat,MSCA-IF,99999793,DR,Jessica,Jessica RODRIGUEZ VILLAR,RODRIGUEZ VILLAR
799609,ECODIS,MSCA-IF,999515355,DR,Dieter,Dieter HEYLEN,HEYLEN
799609,ECODIS,MSCA-IF,999874934,DR,Dieter,Dieter HEYLEN,HEYLEN
799630,PATH2EVOL,MSCA-IF,999870181,DR,Emilie,Emilie CHANCLUD,CHANCLUD
799638,NEVULA,MSCA-IF,961670417,DR,Patricia,Patricia RODRIGUEZ,RODRIGUEZ
799638,NEVULA,MSCA-IF,99997853,DR,Patricia,Patricia RODRIGUEZ,RODRIGUEZ
799652,BLINK,MSCA-IF,999874643,DR,Fatih,Fatih BAYRAM,BAYRAM
799658,B-SMART,MSCA-IF,999840984,DR,Yin,Yin Chi,Chi
799664,LIONCAT,MSCA-IF,999847677,DR,Natalia,Natalia LARIONOVA,LARIONOVA
799667,CitySleep,MSCA-IF,99990287,MS,Melissa,Melissa GRUNST,GRUNST
799693,Combat_ALS,MSCA-IF,998826946,DR,Miguel,Miguel GARAVÍS,GARAVÍS
799693,Combat_ALS,MSCA-IF,999991722,DR,Miguel,Miguel GARAVÍS,GARAVÍS
799695,CROWDASSAY,MSCA-IF,999997833,DR,Anirban,Anirban GHOSH,GHOSH
799711,REALCLI,MSCA-IF,999991334,MR,Zachary,Zachary TAYLOR,TAYLOR
799712,TOMACOP,MSCA-IF,999991722,DR,Francisco,Francisco ROMERO GASCÓN,ROMERO GASCÓN
799724,HDAC6_GEMM,MSCA-IF,999437561,DR,Catriona,Catriona Dowling,Dowling
799724,HDAC6_GEMM,MSCA-IF,999867368,DR,Catriona,Catriona Dowling,Dowling
799729,MAPGenome,MSCA-IF,915056194,DR,Vitor,Vitor MARTINS CONDE E SOUSA,MARTINS CONDE E SOUSA
799734,ToMSelfLink,MSCA-IF,999991043,DR,Charlotte,Charlotte GROSSE WIESMANN,GROSSE WIESMANN
799749,INTEGRATE,MSCA-IF,999975814,DR,charlotte,charlotte BOCCARA,BOCCARA
799769,BorGal,MSCA-IF,999466467,DR,Federica,Federica FAVINO,FAVINO
799769,BorGal,MSCA-IF,999987745,DR,Federica,Federica FAVINO,FAVINO
799773,3D-SITS,MSCA-IF,999596447,DR,Hongbo,Hongbo WANG,WANG
799778,PREMHYDRO,MSCA-IF,999892588,DR,Lalrempuia,Lalrempuia Ralte,Ralte
799779,SQoL,MSCA-IF,999997736,DR,Denis,Denis FRANCESCONI,FRANCESCONI
799791,DigRTEpi,MSCA-IF,996383904,DR,Heinz,Heinz KRESTEL,KRESTEL
799791,DigRTEpi,MSCA-IF,999976493,DR,Heinz,Heinz KRESTEL,KRESTEL
799791,DigRTEpi,MSCA-IF,999978724,DR,Heinz,Heinz KRESTEL,KRESTEL
799801,ReMorphOPV,MSCA-IF,999852236,DR,Sebastian,Sebastian Wilken,Wilken
799801,ReMorphOPV,MSCA-IF,999903355,DR,Sebastian,Sebastian Wilken,Wilken
799805,SECCON,MSCA-IF,998927923,DR,Dagmar,Dagmar RYCHNOVSKÁ,RYCHNOVSKÁ
799806,ChromaFish,MSCA-IF,999991334,DR,melanie,melanie MIGNOT,MIGNOT
799810,TOPNIN,MSCA-IF,967498371,DR,Roel,Roel Klein Wolterink,Klein Wolterink
799815,Media andConspiracy,MSCA-IF,999991334,MR,Jaron,Jaron HARAMBAM,HARAMBAM
799818,IMMUNOMARK,MSCA-IF,998029218,DR,Isabel,Isabel Barragan,Barragan
799829,SKin SCiENCE,MSCA-IF,999979694,DR,Carlotta,Carlotta OLIVERO,OLIVERO
799835,THINKPV,MSCA-IF,999654356,DR,Maria,Maria Malvoni,Malvoni
799850,PORTAL,MSCA-IF,999600618,DR,Lourdes,Lourdes Farre,Farre
799865,MessCa,MSCA-IF,999662601,DR,Rossella,Rossella MERLINO,MERLINO
799873,ULTRACONTROL,MSCA-IF,999974165,DR,Masaki,Masaki Nakamiya,Nakamiya
799874,NANOBOTS,MSCA-IF,999974941,DR,Shiao,Shiao CHOW,CHOW
799880,EyeTREAT,MSCA-IF,99990384,DR,Eva Maria,Eva Maria DEL AMO,DEL AMO
799882,FUCTURE,MSCA-IF,999896759,DR,Antonela,Antonela MERLOTTI,MERLOTTI
799885,CASE-CO2,MSCA-IF,999862809,DR,Eduardo,Eduardo Velázquez,Velázquez
799902,NI HTS machine,MSCA-IF,999974068,DR,Yawei,Yawei Wang,Wang
799904,CAPSICE,MSCA-IF,999977366,DR,Harry,Harry ZEKOLLARI,ZEKOLLARI
799929,2STOP_TBE,MSCA-IF,999994535,DR,Mariia,Mariia ANASTASINA,ANASTASINA
799930,LISTEN,MSCA-IF,9999795,DR,Danila,Danila VOLPI,VOLPI
799942,GlobaLISe,MSCA-IF,997243809,DR,Georgios,Georgios CHORAFAKIS,CHORAFAKIS
799943,SUPER,MSCA-IF,999981925,DR,Peter,Peter Fodran,Fodran
799948,NeuroRBP,MSCA-IF,93642607,DR,Mahmoud-reza,Mahmoud-reza RAFIEE,RAFIEE
799952,OliveFlyBacteria,MSCA-IF,9999795,DR,ANDREAS,ANDREAS LECLERQUE,LECLERQUE
799965,OASES,MSCA-IF,999975426,DR,nicholas,nicholas WILKINSON,WILKINSON
799973,SEG,MSCA-IF,967498371,DR,Constanze,Constanze LENSCHOW,LENSCHOW
799974,FSI in hadron decays,MSCA-IF,999974262,DR,Patricia,Patricia MAGALHAES,MAGALHAES
799993,PROCEED,MSCA-IF,999415445,DR,Ieronymos,Ieronymos ZOIDAKIS,ZOIDAKIS
800004,HG-Emo,MSCA-IF,99997562,DR,Ewelina Magdalena,Ewelina Magdalena WNUK,WNUK
800027,FindMEMO,MSCA-IF,99999308,MS,Manuela,Manuela ALLEGRA,ALLEGRA
800031,HYTEC,MSCA-IF,999627778,DR,YUE,YUE LIN,LIN
800031,HYTEC,MSCA-IF,999977172,DR,YUE,YUE LIN,LIN
800036,MONMETAL,MSCA-IF,99990384,DR,Gangaiah,Gangaiah METTELA,METTELA
800046,NeuroPred,MSCA-IF,999598969,DR,Jakub,Jakub SZEWCZYK,SZEWCZYK
800046,NeuroPred,MSCA-IF,99999211,DR,Jakub,Jakub SZEWCZYK,SZEWCZYK
800048,PCaProTreat,MSCA-IF,999415445,DR,Agnieszka,Agnieszka Latosinska,Latosinska
800049,LAST_LETTERS,MSCA-IF,999975717,DR,Giovanni Pietro,Giovanni Pietro VITALI,VITALI
800060,GRAINS,MSCA-IF,997769161,DR,Fabio,Fabio Ferrari,Ferrari
800060,GRAINS,MSCA-IF,999879881,DR,Fabio,Fabio Ferrari,Ferrari
800062,WCVolcano,MSCA-IF,99999793,DR,Luke,Luke SURL,SURL
800084,SATYRANDO,MSCA-IF,993760054,DR,Ambrogio,Ambrogio CAMOZZI,CAMOZZI
800084,SATYRANDO,MSCA-IF,999987745,DR,Ambrogio,Ambrogio CAMOZZI,CAMOZZI
800096,EmoPun,MSCA-IF,954530344,MR,Tom,Tom KUPFER,KUPFER
800104,RSCmemory,MSCA-IF,999975814,MR,Malte,Malte Bieler,Bieler
800112,GDCOLCA,MSCA-IF,998562039,DR,Toshiyasu,Toshiyasu SUZUKI,SUZUKI
800130,ML Potentials,MSCA-IF,99987862,DR,Farnaz,Farnaz HEIDAR-ZADEH,HEIDAR-ZADEH
800144,DAMA,MSCA-IF,999547074,DR,Francieli,Francieli ZANON BOITO,ZANON BOITO
800150,MOrPhEM,MSCA-IF,99987862,DR,Jakub,Jakub LENGIEWICZ,LENGIEWICZ
800154,INADEC,MSCA-IF,99965552,DR,Yohan,Yohan RUPRICH-ROBERT,RUPRICH-ROBERT
800180,OSCILLOGEL,MSCA-IF,999976881,DR,Judit,Judit HORVATH,HORVATH
800192,IDEAA,MSCA-IF,999547074,DR,Mirjana,Mirjana Mazuran,Mazuran
800194,COR1-TCELL,MSCA-IF,999907914,DR,Mayumi,Mayumi MORI,MORI
800198,TAMYOCAL,MSCA-IF,99997465,DR,Marta,Marta SIERRA ARREGUI,SIERRA ARREGUI
800204,VEILA,MSCA-IF,999977172,DR,Celine,Celine Vidal,Vidal
800215,MICAWA,MSCA-IF,946812054,DR,Catalin,Catalin NEGREA,NEGREA
800236,SHoW,MSCA-IF,999991722,DR,Gail,Gail HIGGINBOTTOM,HIGGINBOTTOM
800238,GIRLPOS,MSCA-IF,99998435,DR,Alexander,Alexander HENLEY,HENLEY
800242,EURJAZZ,MSCA-IF,933127003,DR,Martin,Martin GUERPIN,GUERPIN
800247,MiniBRAIN,MSCA-IF,999919069,DR,Thomas,Thomas CUSHION,CUSHION
800253,EthnoCODICES,MSCA-IF,999572294,DR,Araceli,Araceli ROJAS,ROJAS
800259,AFFIRMATIVE,MSCA-IF,999974456,DR,Maud,Maud CEUTERICK,CEUTERICK
800267,ECOINTELS,MSCA-IF,999990267,DR,Jani-Pekka,Jani-Pekka JOKINEN,JOKINEN
800274,ProMeta,MSCA-IF,999977172,DR,Keti,Keti ZEKA,ZEKA
800280,DiCrEd,MSCA-IF,999975329,DR,Candida,Candida Mantica,Mantica
800290,ICOFAS,MSCA-IF,99999793,DR,Svetlana,Svetlana SLEPNEVA,SLEPNEVA
800301,HUMANITY,MSCA-IF,999841469,DR,Sudip,Sudip DAS,DAS
800303,PERIL,MSCA-IF,999974262,DR,Byron,Byron ADAMS,ADAMS
800305,NeuroBid,MSCA-IF,999835843,DR,Kyriakos,Kyriakos ANTONIOU,ANTONIOU
800306,InCaSQuC,MSCA-IF,99999793,DR,Lorenzo,Lorenzo PROCOPIO,PROCOPIO
800317,Enhanced-MUMs,MSCA-IF,9999795,DR,Rania,Rania Morsi,Morsi
800318,WISDOM,MSCA-IF,999992595,DR,Xiaofeng,Xiaofeng FANG,FANG
800356,SpaceEye,MSCA-IF,938630007,DR,Davide,Davide AMATO,AMATO
800364,PAERADOX,MSCA-IF,992204077,DR,Arda,Arda GÜLAY,GÜLAY
800364,PAERADOX,MSCA-IF,999990655,DR,Arda,Arda GÜLAY,GÜLAY
800371,FlocDOM,MSCA-IF,999997736,MS,Maria Lund,Maria Lund PAULSEN,PAULSEN
800396,3Dcis,MSCA-IF,999991722,DR,Martin,Martin FRANKE,FRANKE
800410,EPNRL,MSCA-IF,999993468,DR,Dhruv,Dhruv SAXENA,SAXENA
800419,SE-SBR,MSCA-IF,999979015,DR,HUI,HUI ZHOU,ZHOU
800446,TakeupSLaCk,MSCA-IF,999651931,DR,SOFIA,SOFIA MASCHALIDI,MASCHALIDI
800474,SCIMOD,MSCA-IF,999986387,DR,James,James NGUYEN,NGUYEN
800487,SECOONDO,MSCA-IF,999979015,DR,Romolo,Romolo SAVO,SAVO
800488,TOPOREF,MSCA-IF,999977366,DR,Kaley,Kaley MCCLUSKEY,MCCLUSKEY
800489,METHYVIREVOL,MSCA-IF,99999793,DR,Josquin,Josquin DARON,DARON
800498,ECOFOULPEST,MSCA-IF,999902676,DR,Christophe,Christophe Labrière,Labrière
800502,GaiaSpectroSynergy,MSCA-IF,999986387,DR,Friedrich,Friedrich ANDERS,ANDERS
800506,IntegraSea,MSCA-IF,953379924,DR,Raquel,Raquel QUINTA,QUINTA
800556,PCDfert,MSCA-IF,99997562,DR,Anu,Anu SIRONEN,SIRONEN
800560,DESIGN,MSCA-IF,999991043,DR,Philippe,Philippe BEAULIEU-BROSSARD,BEAULIEU-BROSSARD
800578,kANNa,MSCA-IF,94973544,DR,Georgeta,Georgeta BORDEA,BORDEA
800581,DeepGeo,MSCA-IF,999977172,DR,Kristoffer,Kristoffer STENSBO-SMIDT,STENSBO-SMIDT
800586,AuroraMHD,MSCA-IF,999990946,DR,Aljona,Aljona Bloecker,Bloecker
800594,NeOtStraTurkBalk,MSCA-IF,999991334,DR,Ana,Ana DEVIC,DEVIC
800604,BC AMEL,MSCA-IF,999864555,DR,Irina,Irina WENK,WENK
800607,QuasiHyp,MSCA-IF,985620493,DR,Jan,Jan VOLEC,VOLEC
800607,QuasiHyp,MSCA-IF,999905101,DR,Jan,Jan VOLEC,VOLEC
800610,COGNAESTHSYMP,MSCA-IF,99999793,DR,Vanessa,Vanessa CAZZATO,CAZZATO
800616,StringHom,MSCA-IF,999991043,DR,Anssi,Anssi LAHTINEN,LAHTINEN
800617,RoadNet_Andes,MSCA-IF,999991722,DR,Thibault,Thibault SAINTENOY,SAINTENOY
829208,InWingSpeak,MSCA-IF,999873188,DR,Thorin,Thorin Jonsson,Jonsson
831690,PEROGAN,MSCA-IF,999835843,DR,Modestos,Modestos Athanasiou,Athanasiou
831756,THERMES,MSCA-IF,999907526,DR,Wenzheng,Wenzheng Cui,Cui
831852,MORPH,MSCA-IF,998826946,DR,Marcelo,Marcelo CAETANO,CAETANO
831852,MORPH,MSCA-IF,99999793,DR,Marcelo,Marcelo CAETANO,CAETANO
832121,4lessCH4,MSCA-IF,999991722,DR,Pablo,Pablo LUSTEMBERG,LUSTEMBERG
832140,OpenWave,MSCA-IF,999977754,MR,Giuseppe,Giuseppe Giorgi,Giorgi
832250,PhoQuS-G,MSCA-IF,999850781,DR,Dennis,Dennis RÄTZEL,RÄTZEL
832298,DEMOS,MSCA-IF,999986096,DR,Aurélie,Aurélie Pistono,Pistono
832326,NUTREPHEALTH,MSCA-IF,999465594,DR,Ignacio,Ignacio CONTRERAS SOLÍS,CONTRERAS SOLÍS
832332,MinSol-PDEs,MSCA-IF,998156579,DR,Panayotis,Panayotis Smyrnelis,Smyrnelis
832350,PmNC,MSCA-IF,99999211,DR,Kristian,Kristian MENNEN,MENNEN
832405,ICARUS,MSCA-IF,999900833,DR,Chaofa,Chaofa Zhao,Zhao
832430,METASPINE,MSCA-IF,999976881,DR,Marco,Marco Palanca,Palanca
832437,THERAPROBES,MSCA-IF,999553864,DR,Stefan,Stefan Harmsen,Harmsen
832455,Need2immune,MSCA-IF,937356591,DR,Koen,Koen van der Maaden,van der Maaden
832464,MODFaBe,MSCA-IF,999879881,DR,Sandra,Sandra RICART CASADEVALL,RICART CASADEVALL
832488,MMQIP,MSCA-IF,999974941,DR,Mukesh,Mukesh Singh,Singh
832501,CHIBRIT,MSCA-IF,99997562,DR,Deniz,Deniz ARZUK KOCADERE,ARZUK KOCADERE
832511,UncoveRNAi,MSCA-IF,93642607,DR,Enzo,Enzo Poirier,Poirier
832513,PoS,MSCA-IF,999904616,DR,Mauro,Mauro Laudicella,Laudicella
832518,MOVES,MSCA-IF,999997736,DR,Alberto,Alberto Parola,Parola
832535,ECLIPSE,MSCA-IF,999979015,DR,Alon,Alon LIDOR,LIDOR
832542,HoloFlat,MSCA-IF,992204077,DR,Max,Max Riegler,Riegler
832542,HoloFlat,MSCA-IF,999866883,DR,Max,Max Riegler,Riegler
832543,SESAME,MSCA-IF,999880269,DR,Susanne,Susanne ZAJITSCHEK,ZAJITSCHEK
832543,SESAME,MSCA-IF,999991722,DR,Susanne,Susanne ZAJITSCHEK,ZAJITSCHEK
832552,BACTEPEA,MSCA-IF,998784072,DR,Lorena,Lorena Carro García,Carro García
832620,GPCR Transcriptomics,MSCA-IF,906446474,DR,Maria,Maria MARTI,MARTI
832636,RELEVANT REALISM,MSCA-IF,999993953,DR,Yvonne,Yvonne Huetter-Almerigi,Huetter-Almerigi
832645,SpinScreen,MSCA-IF,999991043,DR,Juan Carlos,Juan Carlos Estrada Saldana,Estrada Saldana
832662,contactVIRT,MSCA-IF,999992013,DR,Salvador,Salvador Alvidrez,Alvidrez
832671,BigTime,MSCA-IF,999975911,DR,Ines,Ines Wilms,Wilms
832700,NPsVLCD,MSCA-IF,99998435,DR,Pauline,Pauline Pieper,Pieper
832713,SafeCEREAL,MSCA-IF,997718624,DR,Milica,Milica Velimirovic Fanfani,Velimirovic Fanfani
832738,ESCAPE,MSCA-IF,99997465,DR,Martin,Martin TURBET,TURBET
832741,Food-PPP-NAFLD,MSCA-IF,972732491,DR,Ildefonso,Ildefonso RODRIGUEZ RAMIRO,RODRIGUEZ RAMIRO
