projectRcn,projectID,participationId,projectAcronym,role,id,name,WikiOrganization,shortName,activityType,endOfParticipation,ecContribution,country,WikiCountry,street,WikiStreet,city,WikiCity,postCode
205528,721746,721746999974068,TransPot,partner,999974068,University of Strathclyde,http://www.wikidata.org/entity/Q1859178,USTRAT,HES,false,,United Kingdom,http://www.wikidata.org/entity/Q145,15 Richmond Street,https://www.wikidata.org/entity/Q61039527,Glasgow,https://www.wikidata.org/entity/Q4093,G1 1XQ
208947,748585,748585999863003,TRIBBLES,coordinator,999863003,University of the Algarve,http://www.wikidata.org/entity/Q1972136,UALG,HES,false,160635.6,Portugal,http://www.wikidata.org/entity/Q45,CAMPUS DE PENHA,,Faro,https://www.wikidata.org/entity/Q159457,8005 139
198779,680920,680920999979015,BioBarPro,coordinator,999979015,EIDGENOESSISCHE TECHNISCHE HOCHSCHULE ZUERICH,,ETH Zürich,HES,false,150000,Switzerland,http://www.wikidata.org/entity/Q39,Raemistrasse 101,,Zürich,https://www.wikidata.org/entity/Q72,8092
213138,780417,780417998436424,OMVCRC,participant,998436424,FONDAZIONE TOSCANA LIFE SCIENCES,,TLS,REC,false,56250,Italy,http://www.wikidata.org/entity/Q38,VIA FIORENTINA 1,,Siena,https://www.wikidata.org/entity/Q2751,53100
213138,780417,780417999841954,OMVCRC,coordinator,999841954,University of Trento,http://www.wikidata.org/entity/Q930528,UNITN,HES,false,93750,Italy,http://www.wikidata.org/entity/Q38,VIA CALEPINA 14,,Trento,https://www.wikidata.org/entity/Q3376,38122
197831,637069,637069999901609,MetCAF,coordinator,999901609,Tel Aviv University,http://www.wikidata.org/entity/Q319239,TAU,HES,false,1281958.75,Israel,http://www.wikidata.org/entity/Q801,Ramat Aviv Mall,https://www.wikidata.org/entity/Q12066847,Tel Aviv,https://www.wikidata.org/entity/Q33935,69978
222573,832430,832430999976881,METASPINE,coordinator,999976881,University of Sheffield,http://www.wikidata.org/entity/Q823917,USFD,HES,false,212933.76,United Kingdom,http://www.wikidata.org/entity/Q145,FIRTH COURT WESTERN BANK,,Sheffield,https://www.wikidata.org/entity/Q42448,S10 2TN
201544,707700,707700999981925,RAC,coordinator,999981925,GOETEBORGS UNIVERSITET,,UGOT,HES,false,173857.2,Sweden,http://www.wikidata.org/entity/Q34,Universitetsbygningen i Vasaparken,https://www.wikidata.org/entity/Q12008509,Gothenburg,https://www.wikidata.org/entity/Q25287,405 30
210035,726380,726380999977172,NanoMOFdeli,coordinator,999977172,THE CHANCELLOR MASTERS AND SCHOLARSOF THE UNIVERSITY OF CAMBRIDGE,,UCAM,HES,false,1903685,United Kingdom,http://www.wikidata.org/entity/Q145,TRINITY LANE THE OLD SCHOOLS,,Cambridge,https://www.wikidata.org/entity/Q350,CB2 1TN
198190,648894,648894999901318,UNEXPECTED,coordinator,999901318,Lund University,http://www.wikidata.org/entity/Q218506,ULUND,HES,false,2000000,Sweden,http://www.wikidata.org/entity/Q34,Paradisgatan 5c,,Lund,https://www.wikidata.org/entity/Q2167,22100
208360,747203,747203999973971,LEUKEMIC-TEs,coordinator,999973971,École polytechnique fédérale de Lausanne,http://www.wikidata.org/entity/Q262760,EPFL,HES,false,175419.6,Switzerland,http://www.wikidata.org/entity/Q39,BATIMENT CE 3316 STATION 1,,Lausanne,https://www.wikidata.org/entity/Q807,1015
210001,754453,754453999857474,CTCapture_2.0,coordinator,999857474,UNIVERSITAETSKLINIKUM HAMBURGEPPENDORF,,UKE,HES,false,149825,Germany,http://www.wikidata.org/entity/Q183,Martinistrasse 52,,Hamburg,https://www.wikidata.org/entity/Q1055,20251
209309,749830,749830999990267,umCryofix,coordinator,999990267,MAXPLANCKGESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV,,MPG,REC,false,171460.8,Germany,http://www.wikidata.org/entity/Q183,HOFGARTENSTRASSE 8,,Munich,https://www.wikidata.org/entity/Q1726,80539
221360,803565,803565999978724,mitoUPR,coordinator,999978724,JOHANN WOLFGANG GOETHEUNIVERSITATFRANKFURT AM MAIN,,GUF,HES,false,1437500,Germany,http://www.wikidata.org/entity/Q183,THEODOR W ADORNO PLATZ 1,,Frankfurt am Main,https://www.wikidata.org/entity/Q1794,60323
211955,773897,773897999993468,Plan4Res,participant,999993468,Imperial College London,http://www.wikidata.org/entity/Q189022,Imperial,HES,false,485385,United Kingdom,http://www.wikidata.org/entity/Q145,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,,London,https://www.wikidata.org/entity/Q84,SW7 2AZ
211955,773897,773897999926829,Plan4Res,coordinator,999926829,Électricité de France,http://www.wikidata.org/entity/Q274591,EDF,PRC,false,998500,France,http://www.wikidata.org/entity/Q142,AVENUE DE WAGRAM 22,,Paris districts,https://www.wikidata.org/entity/Q180928,75008
211955,773897,773897999983962,Plan4Res,participant,999983962,RHEINISCHWESTFAELISCHE TECHNISCHE HOCHSCHULE AACHEN,,RWTH AACHEN,HES,false,598500,Germany,http://www.wikidata.org/entity/Q183,TEMPLERGRABEN 55,,Aachen,https://www.wikidata.org/entity/Q1017,52062
211955,773897,773897996385068,Plan4Res,participant,996385068,Consorzio Interuniversitario Per L'Ottimizzazione E La Ricerca Operativa,http://www.wikidata.org/entity/Q30279554,ICOOR,REC,false,371200,Italy,http://www.wikidata.org/entity/Q38,VIALE RISORGIMENTO 2,,Bologna,https://www.wikidata.org/entity/Q1891,40136
211955,773897,773897897211783,Plan4Res,participant,897211783,HEWLETTPACKARD (SCHWEIZ) GMBH,,HPE,PRC,false,119674.19,Switzerland,http://www.wikidata.org/entity/Q39,UEBERLANDSTRASSE 1,,Dübendorf,https://www.wikidata.org/entity/Q64082,8600
211955,773897,773897993316085,Plan4Res,participant,993316085,Zuse Institute Berlin,http://www.wikidata.org/entity/Q280017,ZIB,REC,false,484687.5,Germany,http://www.wikidata.org/entity/Q183,Takustraße 7,,Berlin,https://www.wikidata.org/entity/Q64,14195
211955,773897,773897917470330,Plan4Res,participant,917470330,CRAY COMPUTER GMBH,,Cray Computer GmbH,PRC,true,313225.81,Switzerland,http://www.wikidata.org/entity/Q39,Grenkefactoring AG,https://www.wikidata.org/entity/Q29582854,Basel,https://www.wikidata.org/entity/Q78,4057
211955,773897,773897999987260,Plan4Res,participant,999987260,Siemens,http://www.wikidata.org/entity/Q81230,SIE,PRC,false,533887.5,Germany,http://www.wikidata.org/entity/Q183,WERNER-VON-SIEMENS-STR. 1,,Munich,https://www.wikidata.org/entity/Q1726,80333
221249,853850,853850999989976,ECMO-BIOMARKER,participant,999989976,Medical University of Vienna,http://www.wikidata.org/entity/Q700731,MUW,HES,false,164248.75,Austria,http://www.wikidata.org/entity/Q40,Spitalgasse 23,https://www.wikidata.org/entity/Q41424995,Vienna,https://www.wikidata.org/entity/Q1741,1090
221249,853850,853850999993468,ECMO-BIOMARKER,participant,999993468,Imperial College London,http://www.wikidata.org/entity/Q189022,Imperial,HES,false,625312.5,United Kingdom,http://www.wikidata.org/entity/Q145,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,,London,https://www.wikidata.org/entity/Q84,SW7 2AZ
221249,853850,853850917672478,ECMO-BIOMARKER,coordinator,917672478,MERMAID CARE AS,,Mermaid Care,PRC,false,1651475,Denmark,http://www.wikidata.org/entity/Q35,HEDELUND 1,,Nørresundby,https://www.wikidata.org/entity/Q1246235,9400
221249,853850,853850953570432,ECMO-BIOMARKER,participant,953570432,Clermont-Ferrand University Hospital Centre,http://www.wikidata.org/entity/Q24933340,CHU CLER-FER,REC,false,215155,France,http://www.wikidata.org/entity/Q142,RUE MONTALEMBERT 58,,Clermont-Ferrand,https://www.wikidata.org/entity/Q42168,63003
221249,853850,853850999904034,ECMO-BIOMARKER,participant,999904034,Aalborg University,http://www.wikidata.org/entity/Q601956,AAU,HES,false,195000,Denmark,http://www.wikidata.org/entity/Q35,FREDRIK BAJERS VEJ 7K,,Aalborg,https://www.wikidata.org/entity/Q25410,9220
228907,894679,894679999993468,LILDIA,coordinator,999993468,Imperial College London,http://www.wikidata.org/entity/Q189022,Imperial,HES,false,224933.76,United Kingdom,http://www.wikidata.org/entity/Q145,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,,London,https://www.wikidata.org/entity/Q84,SW7 2AZ
209486,724659,724659999993468,MassiveCosmo,coordinator,999993468,Imperial College London,http://www.wikidata.org/entity/Q189022,Imperial,HES,false,1975829,United Kingdom,http://www.wikidata.org/entity/Q145,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,,London,https://www.wikidata.org/entity/Q84,SW7 2AZ
195624,658563,658563999993468,FlexCHIC,coordinator,999993468,Imperial College London,http://www.wikidata.org/entity/Q189022,Imperial,HES,false,183454.8,United Kingdom,http://www.wikidata.org/entity/Q145,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,,London,https://www.wikidata.org/entity/Q84,SW7 2AZ
196795,639750,639750999977172,VIBCONTROL,participant,999977172,THE CHANCELLOR MASTERS AND SCHOLARSOF THE UNIVERSITY OF CAMBRIDGE,,UCAM,HES,true,6289.79,United Kingdom,http://www.wikidata.org/entity/Q145,TRINITY LANE THE OLD SCHOOLS,,Cambridge,https://www.wikidata.org/entity/Q350,CB2 1TN
196795,639750,639750999993468,VIBCONTROL,coordinator,999993468,Imperial College London,http://www.wikidata.org/entity/Q189022,Imperial,HES,false,1490967.21,United Kingdom,http://www.wikidata.org/entity/Q145,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,,London,https://www.wikidata.org/entity/Q84,SW7 2AZ
194381,645754,645754999993468,Vaccinesurvey,coordinator,999993468,Imperial College London,http://www.wikidata.org/entity/Q189022,Imperial,HES,false,328500,United Kingdom,http://www.wikidata.org/entity/Q145,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,,London,https://www.wikidata.org/entity/Q84,SW7 2AZ
194381,645754,645754958106443,Vaccinesurvey,participant,958106443,POLO D'INNOVAZIONE DI GENOMICA GENETICA E BIOLOGIA SCARL,,POLOGGB,PRC,false,297000,Italy,http://www.wikidata.org/entity/Q38,VIA FIORENTINA 1,,Siena,https://www.wikidata.org/entity/Q2751,53100
194381,645754,645754999710616,Vaccinesurvey,participant,999710616,MICROTEST MATRICES LTD,,MtM,PRC,true,,United Kingdom,http://www.wikidata.org/entity/Q145,EXHIBITION ROAD BESSEMER BUILDING,,London,https://www.wikidata.org/entity/Q84,SW7 2AZ
194381,645754,645754948450287,Vaccinesurvey,participant,948450287,GENIALIS D.O.O,,Genialis,PRC,false,220500,Slovenia,http://www.wikidata.org/entity/Q215,KOPRSKA ULICA 72,,Ljubljana,https://www.wikidata.org/entity/Q437,1000
194381,645754,645754998265704,Vaccinesurvey,partner,998265704,Ministry of Health,http://www.wikidata.org/entity/Q957137,CNRFP,PUB,false,,Burkina Faso,http://www.wikidata.org/entity/Q965,03 BP 7009,,Ouagadougou,https://www.wikidata.org/entity/Q3777,7003
194381,645754,645754999846319,Vaccinesurvey,participant,999846319,University of Perugia,http://www.wikidata.org/entity/Q748085,UNIPG,HES,false,117000,Italy,http://www.wikidata.org/entity/Q38,PIAZZA DELL UNIVERSITA 1,,Perugia,https://www.wikidata.org/entity/Q3437,06123
194381,645754,645754999987745,Vaccinesurvey,participant,999987745,Sapienza University of Rome,http://www.wikidata.org/entity/Q209344,CTL,HES,false,90000,Italy,http://www.wikidata.org/entity/Q38,Piazzale Aldo Moro 5,,Rome,https://www.wikidata.org/entity/Q220,00185
201091,702981,702981999993468,SYNERGINFO,coordinator,999993468,Imperial College London,http://www.wikidata.org/entity/Q189022,Imperial,HES,false,183454.8,United Kingdom,http://www.wikidata.org/entity/Q145,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,,London,https://www.wikidata.org/entity/Q84,SW7 2AZ
228915,895187,895187999993468,UCEEDM,coordinator,999993468,Imperial College London,http://www.wikidata.org/entity/Q189022,Imperial,HES,false,212933.76,United Kingdom,http://www.wikidata.org/entity/Q145,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,,London,https://www.wikidata.org/entity/Q84,SW7 2AZ
222045,838183,838183999993468,BacDrug,coordinator,999993468,Imperial College London,http://www.wikidata.org/entity/Q189022,Imperial,HES,false,212933.76,United Kingdom,http://www.wikidata.org/entity/Q145,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,,London,https://www.wikidata.org/entity/Q84,SW7 2AZ
219919,825549,825549999584128,ELSAH,coordinator,999584128,Austrian Institute of Technology,http://www.wikidata.org/entity/Q783627,AIT,REC,false,749961.25,Austria,http://www.wikidata.org/entity/Q40,GIEFINGGASSE 4,,Vienna,https://www.wikidata.org/entity/Q1741,1210
219919,825549,825549999705087,ELSAH,participant,999705087,INFINEON TECHNOLOGIES AUSTRIA AG,,IFAT,PRC,false,708312.5,Austria,http://www.wikidata.org/entity/Q40,SIEMENSSTRASSE 2,,Villach,https://www.wikidata.org/entity/Q483522,9500
219919,825549,825549999993468,ELSAH,participant,999993468,Imperial College London,http://www.wikidata.org/entity/Q189022,Imperial,HES,false,382427.5,United Kingdom,http://www.wikidata.org/entity/Q145,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,,London,https://www.wikidata.org/entity/Q84,SW7 2AZ
219919,825549,825549916801127,ELSAH,participant,916801127,SARALON,,SARALON GmbH,PRC,false,304500,Germany,http://www.wikidata.org/entity/Q183,LOTHRINGER STR. 11 BUILDING L,,Chemnitz,https://www.wikidata.org/entity/Q2795,09120
219919,825549,825549906191461,ELSAH,participant,906191461,LYKONDX GMBH,,LYKON,PRC,false,221000,Germany,http://www.wikidata.org/entity/Q183,SCHONHAUSER ALLEE 149,,Berlin,https://www.wikidata.org/entity/Q64,10435
219919,825549,825549943282903,ELSAH,participant,943282903,DIRECTSENS GMBH,,DS,PRC,false,395937.5,Austria,http://www.wikidata.org/entity/Q40,AM ROSENBUHEL 38,,Klosterneuburg,https://www.wikidata.org/entity/Q487522,3040
219919,825549,825549919466590,ELSAH,participant,919466590,SANMINA IRELAND UNLIMITED COMPANY,,SAN,PRC,false,255375,Ireland,http://www.wikidata.org/entity/Q27,1ST FLOOR 9 EXCHANGE PLACE I.F.S.C.,,Dublin,https://www.wikidata.org/entity/Q1761,T12
219919,825549,825549999629136,ELSAH,participant,999629136,German Sport University Cologne,http://www.wikidata.org/entity/Q315229,DSHS KOLN,HES,false,207375,Germany,http://www.wikidata.org/entity/Q183,AM SPORTPARK MUENGERSDORF 6,,Cologne,https://www.wikidata.org/entity/Q365,50933
219919,825549,825549998886116,ELSAH,participant,998886116,ACONDICIONAMIENTO TARRASENSE ASSOCIACION,,LEITAT,REC,false,298331.25,Spain,http://www.wikidata.org/entity/Q29,CARRER DE LA INNOVACIO 2,,Terrassa,https://www.wikidata.org/entity/Q13939,08225
219919,825549,825549999975717,ELSAH,participant,999975717,UNIVERSITY COLLEGE CORK NATIONAL UNIVERSITY OF IRELAND CORK,,UCC,HES,false,453317.5,Ireland,http://www.wikidata.org/entity/Q27,Western Road Church,https://www.wikidata.org/entity/Q99519199,Cork,https://www.wikidata.org/entity/Q36647,T12 YN60
229917,899587,899587999993468,STORMYTUNE,participant,999993468,Imperial College London,http://www.wikidata.org/entity/Q189022,Imperial,HES,false,733403.75,United Kingdom,http://www.wikidata.org/entity/Q145,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,,London,https://www.wikidata.org/entity/Q84,SW7 2AZ
229917,899587,899587999656005,STORMYTUNE,participant,999656005,MSQUARED LASERS LIMITED,,M2,PRC,false,559500,United Kingdom,http://www.wikidata.org/entity/Q145,VENTURE BUILDING 1 KELVIN CAMPUS MARYHILL ROAD WEST OF SCOTLAND SCIENCE PARK,,Glasgow,https://www.wikidata.org/entity/Q4093,G20 0SP
229917,899587,899587999866107,STORMYTUNE,participant,999866107,Università degli Studi Roma Tre,http://www.wikidata.org/entity/Q2297486,UNIROMA3,HES,false,535820,Italy,http://www.wikidata.org/entity/Q38,VIA OSTIENSE 159,,Rome,https://www.wikidata.org/entity/Q220,00154
229917,899587,899587999874546,STORMYTUNE,participant,999874546,Complutense University of Madrid,http://www.wikidata.org/entity/Q219694,UCM,HES,false,319433.75,Spain,http://www.wikidata.org/entity/Q29,AVENIDA DE SENECA 2,,Madrid,https://www.wikidata.org/entity/Q2807,28040
229917,899587,899587999876001,STORMYTUNE,participant,999876001,University of Gdańsk,http://www.wikidata.org/entity/Q1758009,UG,HES,false,50000,Poland,http://www.wikidata.org/entity/Q36,UL. BAZYNSKIEGO 8,,Gdańsk,https://www.wikidata.org/entity/Q1792,80309
229917,899587,899587999649506,STORMYTUNE,participant,999649506,Palacký University Olomouc,http://www.wikidata.org/entity/Q1637611,UP,HES,false,313750,Czech Republic,http://www.wikidata.org/entity/Q213,Křížkovského 2,https://www.wikidata.org/entity/Q31847898,Olomouc,https://www.wikidata.org/entity/Q81137,771 47
229917,899587,899587999837492,STORMYTUNE,coordinator,999837492,UNIVERSITAET PADERBORN,,UPB,HES,false,663750,Germany,http://www.wikidata.org/entity/Q183,WARBURGER STRASSE 100,,Paderborn,https://www.wikidata.org/entity/Q2971,33098
229917,899587,899587909875521,STORMYTUNE,participant,909875521,Sorbonne University,http://www.wikidata.org/entity/Q41497113,Sorbonne U,HES,false,580847.5,France,http://www.wikidata.org/entity/Q142,21 RUE DE L'ECOLE DE MEDECINE,,Paris,https://www.wikidata.org/entity/Q90,75006
199900,689810,689810999769495,PEPPER,participant,999769495,ROMSOFT SRL,,ROMSOFT,PRC,false,321500,Romania,http://www.wikidata.org/entity/Q218,BULEVARDUL CHIMIEI 2 BIS CLADIRE C6 ETAJ 3,,Iași,https://www.wikidata.org/entity/Q46852,700391
199900,689810,689810999993468,PEPPER,participant,999993468,Imperial College London,http://www.wikidata.org/entity/Q189022,Imperial,HES,false,1198398.75,United Kingdom,http://www.wikidata.org/entity/Q145,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,,London,https://www.wikidata.org/entity/Q84,SW7 2AZ
199900,689810,689810997946477,PEPPER,participant,997946477,FUNDACIO INSTITUT D'INVESTIGACIO BIOMEDICA DE GIRONA DOCTOR JOSEP TRUETA,,IDIBGI,REC,false,651555.64,Spain,http://www.wikidata.org/entity/Q29,CALLE DR. CASTANY SN EDIFICIO DE LA MANCOMUNIDAD 2 PARQUE HOSPITALARIO MARTI JULIA,,Girona,https://www.wikidata.org/entity/Q7038,17190
199900,689810,689810999895983,PEPPER,participant,999895983,University of Girona,http://www.wikidata.org/entity/Q1814503,UNIVERSITAT DE GIRONA,HES,false,327355,Spain,http://www.wikidata.org/entity/Q29,PLACA SANT DOMENEC 3,,Girona,https://www.wikidata.org/entity/Q7038,17004
199900,689810,689810961506487,PEPPER,participant,961506487,CELLNOVO,,Cellnovo Ltd,PRC,true,406248.75,United Kingdom,http://www.wikidata.org/entity/Q145,BUCKINGHAM GATE 25-28,,London,https://www.wikidata.org/entity/Q84,SW1E 6LD
199900,689810,689810999446873,PEPPER,coordinator,999446873,OXFORD BROOKES UNIVERSITY,,OBU,HES,false,643013.11,United Kingdom,http://www.wikidata.org/entity/Q145,HEADINGTON CAMPUS GIPSY LANE,,Oxford,https://www.wikidata.org/entity/Q34217,OX3 OBP
195990,660721,660721999993468,3D-GATED,coordinator,999993468,Imperial College London,http://www.wikidata.org/entity/Q189022,Imperial,HES,false,195454.8,United Kingdom,http://www.wikidata.org/entity/Q145,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,,London,https://www.wikidata.org/entity/Q84,SW7 2AZ
193792,641211,641211999993468,REDSTEM,coordinator,999993468,Imperial College London,http://www.wikidata.org/entity/Q189022,Imperial,HES,false,148307,United Kingdom,http://www.wikidata.org/entity/Q145,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,,London,https://www.wikidata.org/entity/Q84,SW7 2AZ
208923,747392,747392999993468,SupaSteD,coordinator,999993468,Imperial College London,http://www.wikidata.org/entity/Q189022,Imperial,HES,false,195454.8,United Kingdom,http://www.wikidata.org/entity/Q145,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,,London,https://www.wikidata.org/entity/Q84,SW7 2AZ
201281,705015,705015999993468,DNA Pol III,coordinator,999993468,Imperial College London,http://www.wikidata.org/entity/Q189022,Imperial,HES,false,183454.8,United Kingdom,http://www.wikidata.org/entity/Q145,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,,London,https://www.wikidata.org/entity/Q84,SW7 2AZ
218441,804315,804315999993468,Vision-In-Flight,coordinator,999993468,Imperial College London,http://www.wikidata.org/entity/Q189022,Imperial,HES,false,1499968,United Kingdom,http://www.wikidata.org/entity/Q145,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,,London,https://www.wikidata.org/entity/Q84,SW7 2AZ
193908,642414,642414999997736,TargetCaRe,participant,999997736,Aarhus University,http://www.wikidata.org/entity/Q924265,AU,HES,false,290081.88,Denmark,http://www.wikidata.org/entity/Q35,NORDRE RINGGADE 1,,Aarhus,https://www.wikidata.org/entity/Q25319,8000
193908,642414,642414999929448,TargetCaRe,participant,999929448,THE UNIVERSITY COURT OF THE UNIVERSITY OF ABERDEEN,,UNIABDN,HES,false,273287.88,United Kingdom,http://www.wikidata.org/entity/Q145,KING'S COLLEGE REGENT WALK,,Aberdeen,https://www.wikidata.org/entity/Q36405,AB24 3FX
193908,642414,642414999993468,TargetCaRe,participant,999993468,Imperial College London,http://www.wikidata.org/entity/Q189022,Imperial,HES,false,546575.76,United Kingdom,http://www.wikidata.org/entity/Q145,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,,London,https://www.wikidata.org/entity/Q84,SW7 2AZ
193908,642414,642414994047853,TargetCaRe,participant,994047853,AOFORSCHUNGSINSTITUT DAVOS,,ARI,REC,false,530453.52,Switzerland,http://www.wikidata.org/entity/Q39,CLAVADELERSTRASSE 8,,Davos,https://www.wikidata.org/entity/Q68097,7270
193908,642414,642414999553864,TargetCaRe,participant,999553864,PERCUROS BV,,PERCUROS BV,PRC,false,255374.28,Netherlands,http://www.wikidata.org/entity/Q55,Telefooncentrale Amsterdam-Slotervaart,https://www.wikidata.org/entity/Q2618440,Leiden,https://www.wikidata.org/entity/Q33456378,2333 BZ
193908,642414,642414995000005,TargetCaRe,participant,995000005,PROCORE LTD,,PROCORE BIOMED,PRC,false,260300.52,Israel,http://www.wikidata.org/entity/Q801,GOLDA MEIR 7 WEIZMANN SCIENCE PARK 7,,Ness Ziona,https://www.wikidata.org/entity/Q168162,70400
193908,642414,642414999975911,TargetCaRe,participant,999975911,Maastricht University,http://www.wikidata.org/entity/Q1137652,MU-ICIS,HES,false,255374.28,Netherlands,http://www.wikidata.org/entity/Q55,Minderbroedersberg 4-6,,Maastricht,https://www.wikidata.org/entity/Q1309,6200 MD
193908,642414,642414999915189,TargetCaRe,participant,999915189,University Medical Center Utrecht,http://www.wikidata.org/entity/Q2456800,UMC UTRECHT,HES,false,255374.28,Netherlands,http://www.wikidata.org/entity/Q55,HEIDELBERGLAAN 100,,Utrecht,https://www.wikidata.org/entity/Q803,3584 CX
193908,642414,642414941763689,TargetCaRe,partner,941763689,Omics2Image,,,PRC,false,,Netherlands,http://www.wikidata.org/entity/Q55,Science Park 105,,Amsterdam,https://www.wikidata.org/entity/Q727,1098 XG
193908,642414,642414999988424,TargetCaRe,coordinator,999988424,Erasmus MC,http://www.wikidata.org/entity/Q3126873,ERASMUS MC,HES,false,510748.56,Netherlands,http://www.wikidata.org/entity/Q55,DR MOLEWATERPLEIN 40,,Rotterdam,https://www.wikidata.org/entity/Q34370,3015 GD
193908,642414,642414999907720,TargetCaRe,participant,999907720,Technion – Israel Institute of Technology,http://www.wikidata.org/entity/Q333705,TECHNION,HES,false,520601.04,Israel,http://www.wikidata.org/entity/Q801,SENATE BUILDING TECHNION CITY,,Haifa,https://www.wikidata.org/entity/Q41621,32000
193908,642414,642414941237173,TargetCaRe,partner,941237173,STICHTING NATIONAAL REUMAFONDS,,Reumafonds,OTH,false,,Netherlands,http://www.wikidata.org/entity/Q55,DR J VAN BREEMENSTRAAT 4,,Amsterdam,https://www.wikidata.org/entity/Q727,1056 AB
193908,642414,642414999979694,TargetCaRe,participant,999979694,Cardiff University,http://www.wikidata.org/entity/Q1035745,CARDIFF UNIVERSITY,HES,false,273287.88,United Kingdom,http://www.wikidata.org/entity/Q145,"36, St John's Road",https://www.wikidata.org/entity/Q26646978,Cardiff,https://www.wikidata.org/entity/Q10690,CF24 ODE
226297,873089,873089999977172,ASTROSTAT-II,participant,999977172,THE CHANCELLOR MASTERS AND SCHOLARSOF THE UNIVERSITY OF CAMBRIDGE,,UCAM,HES,false,82800,United Kingdom,http://www.wikidata.org/entity/Q145,TRINITY LANE THE OLD SCHOOLS,,Cambridge,https://www.wikidata.org/entity/Q350,CB2 1TN
226297,873089,873089999993468,ASTROSTAT-II,participant,999993468,Imperial College London,http://www.wikidata.org/entity/Q189022,Imperial,HES,false,115000,United Kingdom,http://www.wikidata.org/entity/Q145,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,,London,https://www.wikidata.org/entity/Q84,SW7 2AZ
226297,873089,873089999974650,ASTROSTAT-II,participant,999974650,University of Geneva,http://www.wikidata.org/entity/Q503473,UNIGE,HES,false,138000,Switzerland,http://www.wikidata.org/entity/Q39,RUE DU GENERAL DUFOUR 24,,Geneva,https://www.wikidata.org/entity/Q71,1211
226297,873089,873089999995893,ASTROSTAT-II,coordinator,999995893,IDRYMA TECHNOLOGIAS KAI EREVNAS,,FOUNDATION FOR RESEARCH AND TECHNOLOGYHELLAS,REC,false,220800,Greece,http://www.wikidata.org/entity/Q41,N PLASTIRA STR 100,,Heraklion,https://www.wikidata.org/entity/Q160544,70013
226297,873089,873089986276989,ASTROSTAT-II,partner,986276989,Simon Fraser University,http://www.wikidata.org/entity/Q201603,SFU,HES,false,,Canada,http://www.wikidata.org/entity/Q16,UNIVERSITY DRIVE 8888,,Burnaby,https://www.wikidata.org/entity/Q244025,V5A 1S6
226297,873089,873089997764020,ASTROSTAT-II,partner,997764020,CALIFORNIA INSTITUTE OF TECHNOLOGYCORP,,CALIFORNIA INSTITUTE OF TECHNOLOGYCORP,HES,false,,United States of America,http://www.wikidata.org/entity/Q30,EAST CALIFORNIA BOULEVARD 1200,,Pasadena,https://www.wikidata.org/entity/Q51695,91125
226297,873089,873089996455490,ASTROSTAT-II,partner,996455490,Smithsonian Institution,http://www.wikidata.org/entity/Q131626,NATIONAL MUSEUM OF NATURAL HISTORY USNM,PRC,false,,United States of America,http://www.wikidata.org/entity/Q30,JEFFERSON DRIVE 1000,,"Washington, D.C.",https://www.wikidata.org/entity/Q61,20560
201069,702707,702707999993468,Finch Evo-Devo,coordinator,999993468,Imperial College London,http://www.wikidata.org/entity/Q189022,Imperial,HES,false,183454.8,United Kingdom,http://www.wikidata.org/entity/Q145,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,,London,https://www.wikidata.org/entity/Q84,SW7 2AZ
195680,658884,658884999993468,Eco-LWG,coordinator,999993468,Imperial College London,http://www.wikidata.org/entity/Q189022,Imperial,HES,false,183454.8,United Kingdom,http://www.wikidata.org/entity/Q145,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,,London,https://www.wikidata.org/entity/Q84,SW7 2AZ
227554,890595,890595999993468,TS4NC,coordinator,999993468,Imperial College London,http://www.wikidata.org/entity/Q189022,Imperial,HES,false,212933.76,United Kingdom,http://www.wikidata.org/entity/Q145,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,,London,https://www.wikidata.org/entity/Q84,SW7 2AZ
