"Producto","Tipo","NIF","Adjudicatario","Fecha","Cantidad Pedido","Cantidad Recibido","Cantidad Pendiente","Importe del Pedido","Importe Pagado","Importe Pendiente"
"MONO INTEGRAL","SUMINISTRO","B73287740","LEASK, S.L.","17/04/2020","1875","1875","0","91085","91085","0","21%"
"MONO INTEGRAL","SUMINISTRO","B73287740","LEASK, S.L.","17/04/2020","2925","2925","0","142092","142092","0","21%"
"MONO INTEGRAL","SUMINISTRO","B73287740","LEASK, S.L.","17/04/2020","10650","10175","475","427571","408501","19070","0%"
"MONO INTEGRAL","SUMINISTRO","B73287740","LEASK, S.L.","17/04/2020","1125","650","475","45166","26096","19070","0%"
"MONO INTEGRAL","SUMINISTRO","B73287740","LEASK, S.L.","17/04/2020","75","50","25","3011","2007","1004","0%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B73870024","HERUGUER, S.L.","17/04/2020","425","425","0","1543","1543","0","21%"
"CONECTOR","SUMINISTRO","B73912479","BIOMEDICA DIV. HOSPIT. SELECT, S.L","17/04/2020","50","50","0","185","185","0","21%"
"MASCARILLA PROTECCION FFP2","SUMINISTRO","U05567797","UTE. BODYTONE INTERNATIONAL SPORT Y","17/04/2020","500000","280000","220000","1750000","980000","770000","0%"
"MASCARILLAS QUIRURGICAS I, de tipo II y IIR","SUMINISTRO","U05567797","UTE. BODYTONE INTERNATIONAL SPORT Y","17/04/2020","2000000","1991800","8200","1920000","1912128","7872","0%"
"MONO INTEGRAL","SUMINISTRO","U05567797","UTE. BODYTONE INTERNATIONAL SPORT Y","17/04/2020","50000","14975","35025","1700000","509150","1190850","0%"
"KIT ENSAYO SONDA CE..019-nCoV SARS-CoV-2","SUMINISTRO","GB674056721","LGC GENOMICS LIMITED","18/04/2020","4","4","0","1053","1053","0","21%"
"Fiad/acc. intubación","SUMINISTRO","A03142114","TELEFLEX MEDICAL, S.A.","20/04/2020","11","11","0","44","44","0","10%"
"Sondas urológicas","SUMINISTRO","A03142114","TELEFLEX MEDICAL, S.A.","20/04/2020","50","50","0","85","85","0","10%"
"Sondas urológicas","SUMINISTRO","A03142114","TELEFLEX MEDICAL, S.A.","20/04/2020","85","85","0","145","145","0","10%"
"Sondas urológicas","SUMINISTRO","A03142114","TELEFLEX MEDICAL, S.A.","20/04/2020","5","5","0","9","9","0","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","A08032401","LABORATORIOS HARTMANN, S.A.","20/04/2020","126000","126000","0","3629","3629","0","21%"
"Fij/suj/acc.ventiltp","SUMINISTRO","A28061737","GENERAL ELECTRIC HEALTHCARE ESP.SA","20/04/2020","20","20","0","484","484","0","21%"
"Fij/suj/acc.ventiltp","SUMINISTRO","A28061737","GENERAL ELECTRIC HEALTHCARE ESP.SA","20/04/2020","10","10","0","242","242","0","21%"
"Fij/suj/acc.ventiltp","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","20/04/2020","10","10","0","145","145","0","21%"
"Fij/suj/acc.ventiltp","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","20/04/2020","10","10","0","47","47","0","0%"
"Tubos traqueales","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","20/04/2020","10","10","0","8","8","0","0%"
"Tubos traqueales","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","20/04/2020","10","10","0","199","199","0","0%"
"Tubul/filt/circ. Y","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","20/04/2020","140","140","0","491","491","0","21%"
"Tubul/filt/circ. Y","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","20/04/2020","10","10","0","151","151","0","0%"
"SOLUCION HIDROALCOHOLICA (biocida y cosmetica)","SUMINISTRO","A30014047","AROM, S.A.","20/04/2020","11760","11760","0","32301","32301","0","21%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B02241453","CONFECCIONES DELMAPUNTO, S.L.","20/04/2020","2110","2110","0","7915","7915","0","21%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B02241453","CONFECCIONES DELMAPUNTO, S.L.","20/04/2020","1920","1920","0","7202","7202","0","21%"
"Mascarilla O2/otras","SUMINISTRO","B06232094","INSANEX, S. L.","20/04/2020","20","20","0","1181","1181","0","0%"
"Mascarilla O2/otras","SUMINISTRO","B06232094","INSANEX, S. L.","20/04/2020","40","40","0","2363","2363","0","0%"
"Mascarilla O2/otras","SUMINISTRO","B06232094","INSANEX, S. L.","20/04/2020","60","60","0","3545","3545","0","0%"
"PIJAMA BLANCO PERSO..CULINO TALLA GRANDE","SUMINISTRO","B30299226","UNIMUR, S.L.","20/04/2020","200","200","0","3124","3124","0","21%"
"PIJAMA BLANCO PERSO..ENINO TALLA MEDIANA","SUMINISTRO","B30299226","UNIMUR, S.L.","20/04/2020","100","100","0","1912","1912","0","21%"
"PIJAMA BLANCO PERSO..MENINO TALLA GRANDE","SUMINISTRO","B30299226","UNIMUR, S.L.","20/04/2020","100","100","0","1912","1912","0","21%"
"PIJAMA BLANCO PERSO..ULINO TALLA MEDIANA","SUMINISTRO","B30299226","UNIMUR, S.L.","20/04/2020","200","200","0","3124","3124","0","21%"
"Conector/adaptador","SUMINISTRO","B46149555","DEXTRO MEDICA, S.L.","20/04/2020","10","10","0","343","343","0","21%"
"Fij/suj/acc.ventiltp","SUMINISTRO","B46149555","DEXTRO MEDICA, S.L.","20/04/2020","10","10","0","411","411","0","0%"
"DESINFECTANTE TOALLITAS","SUMINISTRO","B48910756","VESISMIN, S.L.","20/04/2020","26000","26000","0","2541","2541","0","0%"
"Toall/esp.desechable","SUMINISTRO","B48910756","VESISMIN, S.L.","20/04/2020","24000","24000","0","1321","1321","0","21%"
"Nebuliz./humidific.","SUMINISTRO","B61053922","KEYLAB MEDICAL, S.L.","20/04/2020","10","10","0","182","182","0","0%"
"Nebuliz./humidific.","SUMINISTRO","B61053922","KEYLAB MEDICAL, S.L.","20/04/2020","150","150","0","544","544","0","0%"
"Conector/adaptador","SUMINISTRO","B73182586","MARCOM MEDICA, S.L.","20/04/2020","40","40","0","2710","2710","0","21%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","B73287740","LEASK, S.L.","20/04/2020","7000","7000","0","1254","1254","0","21%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","B73287740","LEASK, S.L.","20/04/2020","10700","10700","0","1916","1916","0","21%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","B73287740","LEASK, S.L.","20/04/2020","11600","11600","0","2077","2077","0","21%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","B73287740","LEASK, S.L.","20/04/2020","100","100","0","18","18","0","21%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","B73287740","LEASK, S.L.","20/04/2020","11000","11000","0","1970","1970","0","21%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","B73287740","LEASK, S.L.","20/04/2020","200","200","0","36","36","0","21%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","B73287740","LEASK, S.L.","20/04/2020","4800","4800","0","860","860","0","21%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","B73287740","LEASK, S.L.","20/04/2020","600","300","300","107","54","54","21%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","B73287740","LEASK, S.L.","20/04/2020","1000","1000","0","179","179","0","21%"
"MONO INTEGRAL","SUMINISTRO","B73777583","NOVO HERMALEV, S.L.","20/04/2020","2020","2020","0","63500","63500","0","21%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B80196934","GARRIC MEDICA, S.L.","20/04/2020","60000","60000","0","534000","534000","0","21%"
"Tubul/filt/circ. Y","SUMINISTRO","B80957889","INTERSURGICAL ESPAÑA, S.L.","20/04/2020","40","40","0","1447","1447","0","21%"
"Termó/sensor reg.dat","SUMINISTRO","W0068620D","MASIMO EUROPE LTD SUCURSAL EN ESPAÑ","20/04/2020","280","280","0","3371","3371","0","21%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","A28017895","EL CORTE INGLES, S.A.","21/04/2020","1096000","160500","935500","86710","12698","74012","21%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","A28017895","EL CORTE INGLES, S.A.","21/04/2020","787000","104000","683000","62264","8228","54036","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","A28017895","EL CORTE INGLES, S.A.","21/04/2020","1146000","228000","918000","90666","18038","72628","0%"
"Fund/prot.desechable","SUMINISTRO","A58710740","PALEX MEDICAL, S.A.","21/04/2020","6000","6000","0","5735","5735","0","21%"
"Mascarilla O2/otras","SUMINISTRO","B08438731","IZASA HOSPITAL, S.L.U","21/04/2020","250","250","0","242","242","0","21%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B15031545","COMEDIC, S.L.","21/04/2020","130","130","0","197","197","0","21%"
"CALZAS","SUMINISTRO","B15031545","COMEDIC, S.L.","21/04/2020","7000","7000","0","313","313","0","21%"
"CALZAS","SUMINISTRO","B15031545","COMEDIC, S.L.","21/04/2020","18000","18000","0","666","666","0","0%"
"GORROS","SUMINISTRO","B15031545","COMEDIC, S.L.","21/04/2020","400","400","0","20","20","0","21%"
"GORROS","SUMINISTRO","B15031545","COMEDIC, S.L.","21/04/2020","6000","6000","0","211","211","0","21%"
"PIJAMAS","SUMINISTRO","B15031545","COMEDIC, S.L.","21/04/2020","1000","1000","0","3146","3146","0","21%"
"FRIGORIFICO","SUMINISTRO","B30203327","SOTRONI, S.L.","21/04/2020","1","1","0","369","369","0","21%"
"CABLE P/ELECTRODO.../PINZA COCODRILO EEG","SUMINISTRO","B46149555","DEXTRO MEDICA, S.L.","21/04/2020","1","1","0","185","185","0","21%"
"IMPRESORA LÁSER","SUMINISTRO","B73490872","UTOPIUX INGENIERIA INFORMATICA, S.L","21/04/2020","18","18","0","3485","3485","0","21%"
"ORDENADOR PORTATIL","SUMINISTRO","B73997413","AZURITA STORE, S.L.","21/04/2020","1","1","0","655","655","0","21%"
"Conector/adaptador","SUMINISTRO","B80957889","INTERSURGICAL ESPAÑA, S.L.","21/04/2020","600","600","0","1125","1125","0","21%"
"Mascarilla O2/otras","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","21/04/2020","12","12","0","653","653","0","0%"
"Mascarilla O2/otras","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","21/04/2020","20","20","0","900","900","0","0%"
"Toall/esp.desechable","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","21/04/2020","1560","1560","0","1699","1699","0","21%"
"Eq/acc. perfusión","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","21/04/2020","144","144","0","610","610","0","21%"
"Sistemas nutrición","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","21/04/2020","90","90","0","381","381","0","21%"
"Sondas de aspiración","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","21/04/2020","500","500","0","45","45","0","21%"
"Sondas de aspiración","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","21/04/2020","200","200","0","33","33","0","21%"
"Sondas de aspiración","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","21/04/2020","200","200","0","33","33","0","21%"
"Sondas de aspiración","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","21/04/2020","100","100","0","17","17","0","21%"
"Fij/suj/acc.ventiltp","SUMINISTRO","B97527477","MATCLINIC, S.L.","21/04/2020","1","1","0","404","404","0","21%"
"Tubul/filt/circ. Y","SUMINISTRO","B97527477","MATCLINIC, S.L.","21/04/2020","1000","1000","0","1634","1634","0","21%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","J73691651","ALTHEA MEDICA, S.C.","21/04/2020","1500","1500","0","10200","10200","0","21%"
"RAYOS X","SUMINISTRO","W0172342H","AGFA NV SUCURSAL EN ESPAÑA","22/04/2020","1","1","0","88900","88900","0","0%"
"ADHESIVO","SUMINISTRO","***4723**","JUAN MANUEL MARTINEZ TORRECILLAS","22/04/2020","12","12","0","218","218","0","21%"
"ADHESIVO","SUMINISTRO","***4723**","JUAN MANUEL MARTINEZ TORRECILLAS","22/04/2020","2","2","0","44","44","0","21%"
"ADHESIVO","SUMINISTRO","***4723**","JUAN MANUEL MARTINEZ TORRECILLAS","22/04/2020","20","20","0","436","436","0","21%"
"CARTEL INDICATIVOS","SUMINISTRO","***4723**","JUAN MANUEL MARTINEZ TORRECILLAS","22/04/2020","3","3","0","65","65","0","21%"
"CARTEL INDICATIVOS","SUMINISTRO","***4723**","JUAN MANUEL MARTINEZ TORRECILLAS","22/04/2020","14","14","0","152","152","0","21%"
"SOLUCION HIDROALCOHOLICA (biocida y cosmetica)","SUMINISTRO","A08032401","LABORATORIOS HARTMANN, S.A.","22/04/2020","3580","3580","0","10396","10396","0","0%"
"Fij/suj/acc.ventiltp","SUMINISTRO","A28063485","DRAGER MEDICAL HISPANIA, S.A.","22/04/2020","24","24","0","552","552","0","21%"
"REP./MANT. APARATOS MÉD. Y QUIR.","SERVICIO","A28063485","DRAGER MEDICAL HISPANIA, S.A.","22/04/2020","2813.86","2813.86","0","2814","2814","0","21%"
"REP./MANT. APARATOS MÉD. Y QUIR.","SERVICIO","A28063485","DRAGER MEDICAL HISPANIA, S.A.","22/04/2020","2542.82","2542.82","0","2543","2543","0","21%"
"PLACA POLIETILENO P..PHONY (CORONAVIRUS)","SUMINISTRO","A28114742","WERFEN ESPAÑA, S.A.","22/04/2020","336","336","0","225","225","0","21%"
"Punta pipeta filt...anca 1500µl, estéril","SUMINISTRO","A28114742","WERFEN ESPAÑA, S.A.","22/04/2020","1024","1024","0","253","253","0","21%"
"Punta pipeta filt...anca 200 µl, estéril","SUMINISTRO","A28114742","WERFEN ESPAÑA, S.A.","22/04/2020","1024","1024","0","152","152","0","21%"
"Tapa cubeta montaje procesador tejidos","SUMINISTRO","A28114742","WERFEN ESPAÑA, S.A.","22/04/2020","144","144","0","138","138","0","21%"
"REP./MANT. APARATOS MÉD. Y QUIR.","SERVICIO","A28389484","MEDTRONIC IBERICA, S.A.","22/04/2020","2319.31","2319.31","0","2319","2319","0","21%"
"LIMPIEZA  EDIFICIOS ADMINISTRATIVOS","SERVICIO","A47379235","ONET IBERIA SOLUCIONES, S.A.","22/04/2020","105000","97975.85","7024.15","105000","97976","7024","21%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B02241453","CONFECCIONES DELMAPUNTO, S.L.","22/04/2020","1560","1560","0","4836","4836","0","0%"
"Fij/suj/acc.ventiltp","SUMINISTRO","B06232094","INSANEX, S. L.","22/04/2020","20","20","0","626","626","0","21%"
"Edificios relacionados con la salud","SERVICIO","B73482390","TERCYLOR, S.L.","22/04/2020","1615.35","1615.35","0","1615","1615","0","21%"
"Edificios relacionados con la salud","SERVICIO","B73843658","ARTIE GESTION TECNICA, S.L.","22/04/2020","7786.35","7786.35","0","7786","7786","0","21%"
"Edificios relacionados con la salud","SERVICIO","B73843658","ARTIE GESTION TECNICA, S.L.","22/04/2020","7786.35","7786.35","0","7786","7786","0","21%"
"Conector/adaptador","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","22/04/2020","7","7","0","0","0","0","0%"
"Conector/adaptador","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","22/04/2020","5","5","0","0","0","0","0%"
"Mascarilla O2/otras","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","22/04/2020","60","60","0","131","131","0","21%"
"Tubul/filt/circ. Y","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","22/04/2020","20","20","0","139","139","0","21%"
"GUANTE QUIRÚRGICO","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","22/04/2020","800","800","0","328","328","0","21%"
"GUANTE QUIRÚRGICO","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","22/04/2020","1000","1000","0","496","496","0","21%"
"GUANTE QUIRÚRGICO","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","22/04/2020","200","200","0","196","196","0","21%"
"MANTENIMIENTO CENTROS SANITARIOS","SERVICIO","E30805816","CRISTALERIA EL POLIGONO C.B.","22/04/2020","1203.95","1203.95","0","1204","1204","0","21%"
"MANTENIMIENTO CENTROS SANITARIOS","SERVICIO","E30805816","CRISTALERIA EL POLIGONO C.B.","22/04/2020","2032.8","2032.8","0","2033","2033","0","21%"
"MANTENIMIENTO CENTROS SANITARIOS","SERVICIO","E30805816","CRISTALERIA EL POLIGONO C.B.","22/04/2020","1270.5","1270.5","0","1270","1270","0","21%"
"GORROS","SUMINISTRO","J73691651","ALTHEA MEDICA, S.C.","22/04/2020","4000","4000","0","123","123","0","0%"
"GORROS","SUMINISTRO","J73691651","ALTHEA MEDICA, S.C.","22/04/2020","6000","6000","0","351","351","0","0%"
"MANTENIMIENTO INSTALACIONES ELECTRICAS","SERVICIO","U73963514","UTE. CIMA HOSPITAL SANTA LUCIA 2017","22/04/2020","163.35","163.35","0","163","163","0","21%"
"SERV.INST.EQUIPO ELECTRICO Y MECANICO","SERVICIO","U73963514","UTE. CIMA HOSPITAL SANTA LUCIA 2017","22/04/2020","1178.3","1178.3","0","1178","1178","0","21%"
"SERV.INST.EQUIPO ELECTRICO Y MECANICO","SERVICIO","U73963514","UTE. CIMA HOSPITAL SANTA LUCIA 2017","22/04/2020","200.81","200.81","0","201","201","0","21%"
"SERV.INST.EQUIPO MEDICO Y QUIRURGICO","SERVICIO","U73963514","UTE. CIMA HOSPITAL SANTA LUCIA 2017","22/04/2020","690.31","690.31","0","690","690","0","21%"
"SERV.INSTALACIÓN MAQUINARIA Y EQUIPOS","SERVICIO","U73963514","UTE. CIMA HOSPITAL SANTA LUCIA 2017","22/04/2020","631.62","631.62","0","632","632","0","21%"
"GUANTE QUIRÚRGICO","SUMINISTRO","A28017895","EL CORTE INGLES, S.A.","23/04/2020","750","750","0","179","179","0","0%"
"GUANTE QUIRÚRGICO","SUMINISTRO","A28017895","EL CORTE INGLES, S.A.","23/04/2020","200","200","0","48","48","0","0%"
"GUANTE QUIRÚRGICO","SUMINISTRO","A28017895","EL CORTE INGLES, S.A.","23/04/2020","600","600","0","144","144","0","0%"
"GUANTE QUIRÚRGICO","SUMINISTRO","A28017895","EL CORTE INGLES, S.A.","23/04/2020","600","600","0","144","144","0","0%"
"MASCARILLAS QUIRURGICAS I, de tipo II y IIR","SUMINISTRO","A28017895","EL CORTE INGLES, S.A.","23/04/2020","490000","490000","0","220500","220500","0","0%"
"REP./MANT. APARATOS MÉD. Y QUIR.","SERVICIO","A28061737","GENERAL ELECTRIC HEALTHCARE ESP.SA","23/04/2020","1275.12","1275.12","0","1275","1275","0","21%"
"REP./MANT.BOMBAS, VÁLV., GRIFOS Y CONT.","SERVICIO","A28063485","DRAGER MEDICAL HISPANIA, S.A.","23/04/2020","2693.46","2693.46","0","2693","2693","0","21%"
"REP./MANT. APARATOS MÉD. Y QUIR.","SERVICIO","A50086412","INSTRUMENTACION Y COMPONENTES, S.A.","23/04/2020","911.69","911.69","0","912","912","0","21%"
"KITS PCR DIAGNOSTICO COVID-19","SUMINISTRO","A58710740","PALEX MEDICAL, S.A.","23/04/2020","5","5","0","12500","12500","0","0%"
"PCR EXTRACCION Y MATERIAL ACCESORIO","SUMINISTRO","A58710740","PALEX MEDICAL, S.A.","23/04/2020","1","1","0","86","86","0","21%"
"LIMPIEZA  EDIFICIOS ADMINISTRATIVOS","SERVICIO","A80364243","CLECE, S.A.","23/04/2020","70000","36233.38","33766.62","70000","36233","33767","21%"
"TEST RAPIDO COVID-19","SUMINISTRO","B08707010","ORTOPEDIA Y CIRUGIA S.L.","23/04/2020","200000","200000","0","2400000","2400000","0","0%"
"SERV.INST. EQUIPO COMUNICACIONES","SERVICIO","B30665400","TEDITRONIC S. L.","23/04/2020","2148.51","2148.51","0","2149","2149","0","21%"
"OTROS","SUMINISTRO","B30728455","FERREGAS GARCIA-VASO, S.L.","23/04/2020","5","5","0","68","68","0","21%"
"OTROS","SUMINISTRO","B30728455","FERREGAS GARCIA-VASO, S.L.","23/04/2020","5","5","0","68","68","0","21%"
"MASCARILLAS QUIRURGICAS I, de tipo II y IIR","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","23/04/2020","24000","24000","0","9600","9600","0","21%"
"MASCARILLAS QUIRURGICAS I, de tipo II y IIR","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","23/04/2020","1800","1800","0","720","720","0","21%"
"MASCARILLAS QUIRURGICAS I, de tipo II y IIR","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","23/04/2020","62700","62700","0","25080","25080","0","21%"
"Tubul/filt/circ. Y","SUMINISTRO","B87513040","VYAIRE MEDICA, SLU.","23/04/2020","12","12","0","25","25","0","21%"
"SERVICIO TELEVISIÓN HABITACIONES","SERVICIO","B98558885","MEDIP HEALTH, S.L.","23/04/2020","8046.5","2879.8","5166.7","8046","2880","5167","21%"
"SERVICIO TELEVISIÓN HABITACIONES","SERVICIO","B98558885","MEDIP HEALTH, S.L.","23/04/2020","122898","46051.41","76846.59","122898","46051","76847","21%"
"MANTENIMIENTO CENTROS SANITARIOS","SERVICIO","E30805816","CRISTALERIA EL POLIGONO C.B.","23/04/2020","181.5","181.5","0","182","182","0","21%"
"MANTENIMIENTO CENTROS SANITARIOS","SERVICIO","E30805816","CRISTALERIA EL POLIGONO C.B.","23/04/2020","272.25","272.25","0","272","272","0","21%"
"REP./MANT. APARATOS MÉD. Y QUIR.","SERVICIO","U73963514","UTE. CIMA HOSPITAL SANTA LUCIA 2017","23/04/2020","1829.52","1829.52","0","1830","1830","0","21%"
"REP./MANT.BOMBAS, VÁLV., GRIFOS Y CONT.","SERVICIO","U73963514","UTE. CIMA HOSPITAL SANTA LUCIA 2017","23/04/2020","434.79","434.79","0","435","435","0","21%"
"SERV.INST.EQUIPO MEDICO Y QUIRURGICO","SERVICIO","U73963514","UTE. CIMA HOSPITAL SANTA LUCIA 2017","23/04/2020","1380.61","1380.61","0","1381","1381","0","21%"
"ARMARIO","SUMINISTRO","***2951**","JESUS    TERUEL MARTINEZ","24/04/2020","1","1","0","946","946","0","21%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","A08032401","LABORATORIOS HARTMANN, S.A.","24/04/2020","470000","470000","0","11186","11186","0","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","A08032401","LABORATORIOS HARTMANN, S.A.","24/04/2020","560000","560000","0","13328","13328","0","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","A08032401","LABORATORIOS HARTMANN, S.A.","24/04/2020","400000","400000","0","9520","9520","0","0%"
"SERV.INSTALACIÓN MAQUINARIA Y EQUIPOS","SERVICIO","A28061737","GENERAL ELECTRIC HEALTHCARE ESP.SA","24/04/2020","5505.5","5505.5","0","5506","5506","0","21%"
"TIRA 4 TUBOS CON TA..CIÓN PCR ROTORGENEQ","SUMINISTRO","A28114742","WERFEN ESPAÑA, S.A.","24/04/2020","2","2","0","358","358","0","21%"
"GESTION, RECOGIDA Y ELIMINACIÓN RESIDUOS","SUMINISTRO","A81098642","SRCL CONSENUR CEE, S.A.U","24/04/2020","3","3","0","1254","1254","0","10%"
"INSTALACION MAMPARA C.E. DR. QUESADA","SUMINISTRO","B30104343","CONSTRUCCIONES METALICAS ROMERO, SL","24/04/2020","1","1","0","1936","1936","0","21%"
"LIMPIEZA  EDIFICIOS ADMINISTRATIVOS","SUMINISTRO","B30132724","LIMCAMAR, S.L.","24/04/2020","1","1","0","315","315","0","21%"
"PUNTA PIPETA MULTIC..T 250 (CORONAVIRUS)","SUMINISTRO","B30788848","GRUPO VIRALAB 2005, S.L.","24/04/2020","2","2","0","306","306","0","21%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B73870024","HERUGUER, S.L.","24/04/2020","150","150","0","525","525","0","0%"
"MONITOR","SUMINISTRO","B73990988","SERVICIOS ELECTRONICOS DEL GUADLENT","24/04/2020","1","1","0","1972","1972","0","21%"
"GUANTE QUIRÚRGICO","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","24/04/2020","12750","12750","0","12805","12805","0","21%"
"TERMOMETROS","SUMINISTRO","B88454624","SOLFIX ENGINEERING, S.L.","24/04/2020","200","200","0","12600","12600","0","0%"
"Fij/suj/acc.ventiltp","SUMINISTRO","B97527477","MATCLINIC, S.L.","24/04/2020","20","20","0","484","484","0","21%"
"SERVICIO TELEVISIÓN HABITACIONES","SERVICIO","B98558885","MEDIP HEALTH, S.L.","24/04/2020","17817.93","14725.92","3092.01","17818","14726","3092","21%"
"SERV.INSTALACIÓN MAQUINARIA Y EQUIPOS","SERVICIO","E30805816","CRISTALERIA EL POLIGONO C.B.","24/04/2020","804.65","804.65","0","805","805","0","21%"
"SERV.INSTALACIÓN MAQUINARIA Y EQUIPOS","SERVICIO","E30805816","CRISTALERIA EL POLIGONO C.B.","24/04/2020","1331","1331","0","1331","1331","0","21%"
"SERV.INSTALACIÓN MAQUINARIA Y EQUIPOS","SERVICIO","E30805816","CRISTALERIA EL POLIGONO C.B.","24/04/2020","423.5","423.5","0","424","424","0","21%"
"ADHESIVO","SUMINISTRO","***4723**","JUAN MANUEL MARTINEZ TORRECILLAS","27/04/2020","26","26","0","315","315","0","21%"
"ADHESIVO","SUMINISTRO","***4723**","JUAN MANUEL MARTINEZ TORRECILLAS","27/04/2020","16","16","0","58","58","0","21%"
"ADHESIVO","SUMINISTRO","***4723**","JUAN MANUEL MARTINEZ TORRECILLAS","27/04/2020","16","16","0","116","116","0","21%"
"ADHESIVO","SUMINISTRO","***4723**","JUAN MANUEL MARTINEZ TORRECILLAS","27/04/2020","3","3","0","36","36","0","21%"
"REP./MANT. APARATOS MÉD. Y QUIR.","SERVICIO","***4954**","MARCOS MORA SANCHEZ","27/04/2020","5762.02","5762.02","0","5762","5762","0","21%"
"OTROS","SUMINISTRO","***8469**","MIGUEL ANGEL SALINAS REVERTE","27/04/2020","72","72","0","328","328","0","21%"
"TIRA 4 TUBOS CON TA..CIÓN PCR ROTORGENEQ","SUMINISTRO","A28114742","WERFEN ESPAÑA, S.A.","27/04/2020","6","6","0","1074","1074","0","21%"
"Termó/sensor reg.dat","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","27/04/2020","648","648","0","5449","5449","0","21%"
"HISOPOS","SUMINISTRO","A58710740","PALEX MEDICAL, S.A.","27/04/2020","20000","20000","0","90000","90000","0","0%"
"LIMPIEZA CENTROS SANITARIOS....","SERVICIO","A80364243","CLECE, S.A.","27/04/2020","35000","24131.86","10868.14","35000","24132","10868","21%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B02241453","CONFECCIONES DELMAPUNTO, S.L.","27/04/2020","720","720","0","2232","2232","0","0%"
"LIMPIEZA CENTROS SANITARIOS....","SERVICIO","B30365712","STV GESTIÓN, S.L.","27/04/2020","250000","131229.4","118770.6","250000","131229","118771","21%"
"GUANTE QUIRÚRGICO","SUMINISTRO","B61526414","MOLNLYCKE HEALTH CARE S.L.","27/04/2020","200","200","0","200","200","0","0%"
"Adecuación instalaciones ANATOMIA PATOLO","SERVICIO","B73873358","DECORACIONES BUENO NIETO, S.L.","27/04/2020","5100.6","5100.6","0","5101","5101","0","21%"
