Creation Date,Purchase Date,Fiscal Year,LPA Number,Purchase Order Number,Requisition Number,Acquisition Type,Sub-Acquisition Type,Acquisition Method,Sub-Acquisition Method,Department Name,wikidataDepartment,Supplier Code,Supplier Name,Supplier Qualifications,Supplier Zip Code,CalCard,Item Name,Identifier2,Item Description,Quantity,Unit Price,Total Price,Normalized UNSPSC,Commodity Title,Class,Class Title,Family,Family Title,Segment,Segment Title,Latitude,Longitude
2015-06-04T00:00:00Z,2015-07-01T00:00:00Z,2014-2015,1-13-89-41,4500285160,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,11350,Seafood Dimensions Intn'l Inc.,CA-SB,92809,NO,CHICKEN ENCHILADAS (12 DZ/P/CS),CHICKEN ENCHILADAS (12 DZ/P/CS)50192702,CHICKEN ENCHILADAS (12 DZ/P/CS),1692,2.15,3637.8,50192702,Frozen combination meals,50192700,Packaged combination meals,50190000,Prepared and preserved foods,50000000,Food Beverage and Tobacco Products,33.865826,-117.744572
2015-06-04T00:00:00Z,2015-06-04T00:00:00Z,2014-2015,1-15-89-38,4500285193,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,11527,"San Joaquin Distributors, Inc.",CA-SB,93706,NO,soup base,soup base50193104,beef flavored,420,0.95,399,50193104,Soup bases,50193100,Instant mixes and supplies,50190000,Prepared and preserved foods,50000000,Food Beverage and Tobacco Products,36.675079,-119.865393
2015-06-04T00:00:00Z,2015-07-01T00:00:00Z,2014-2015,1-13-89-41,4500285160,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,11350,Seafood Dimensions Intn'l Inc.,CA-SB,92809,NO,"ENCHILADA, CHEESE (12 DZ/P/CS)","ENCHILADA, CHEESE (12 DZ/P/CS)50192702","ENCHILADA, CHEESE (12 DZ/P/CS)",552,2.38,1313.76,50192702,Frozen combination meals,50192700,Packaged combination meals,50190000,Prepared and preserved foods,50000000,Food Beverage and Tobacco Products,33.865826,-117.744572
2015-06-04T00:00:00Z,2015-07-01T00:00:00Z,2014-2015,1-13-89-41,4500285160,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,11350,Seafood Dimensions Intn'l Inc.,CA-SB,92809,NO,"BURRITO, CHICKEN & BEAN (6 DZ/CS)","BURRITO, CHICKEN & BEAN (6 DZ/CS)50192702","BURRITO, CHICKEN & BEAN (6 DZ/CS)",2736,3.68,10068.48,50192702,Frozen combination meals,50192700,Packaged combination meals,50190000,Prepared and preserved foods,50000000,Food Beverage and Tobacco Products,33.865826,-117.744572
2015-06-04T00:00:00Z,2015-07-01T00:00:00Z,2014-2015,1-14-89-136,4500284426,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,1729526,ABC Ventures LLC,CA-SB,94583,NO,FROZEN KOSHER MEALS,FROZEN KOSHER MEALS50192703,FROZEN KOSHER MEALS,1,30899.89,30899.89,50192703,Shelf stable combination meals,50192700,Packaged combination meals,50190000,Prepared and preserved foods,50000000,Food Beverage and Tobacco Products,37.755754,-121.963415
2015-06-05T00:00:00Z,2014-07-15T00:00:00Z,2014-2015,3-13-70-2138E,HC53000-14-2380,,IT Services,,CMAS,,California Department of Health Care Services,http://www.wikidata.org/entity/Q5020424,36782,M Corp,CA-SB,95825,NO,"AMENDMENT 1, 12/12/2014","AMENDMENT 1, 12/12/201480101507","AMENDMENT # 1, 12/12/14: INCREASE QUANTITY FROM 840 HOURS TO 1,740
HOURS; INCREASE EXTENSION DOLLAR AMOUNT FROM $84,000 TO $174,000;
INCREASE TOTAL DOLLAR AMOUNT FROM $84,000 TO $174,000; EXTEND END DATE
FROM DECEMBER 31,2014 TO MAY 30,2015.",1,90000,90000,80101507,Information technology consultation services,80101500,Business and corporate management consultation services,80100000,Management advisory services,80000000,Management and Business Professionals and Administrative Services,38.590448,-121.406127
2015-06-05T00:00:00Z,2015-07-01T00:00:00Z,2014-2015,1-15-89-124,4500284545,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,19621,Christian Bartels Enterprises Inc. dba CB Enterprises,CA-SB,95366,NO,turkey,turkey50112012,turkey,1,6709.3,6709.3,50112012,"Turkey, processed without additions",50112000,Processed meat and poultry products,50110000,Meat and poultry products,50000000,Food Beverage and Tobacco Products,37.756787,-121.128369
2015-06-17T00:00:00Z,2015-07-01T00:00:00Z,2014-2015,1-13-89-07,4500288212,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,17520,Seacat Enterprises,CA-SB,90274,NO,CHEESE CHEDDAR,CHEESE CHEDDAR50131802,"CHEESE, CHEDDAR",2400,2.05,4920,50131802,Processed cheese,50131800,Cheese,50130000,Dairy products and eggs,50000000,Food Beverage and Tobacco Products,33.779784,-118.375432
2015-06-08T00:00:00Z,2015-06-01T00:00:00Z,2014-2015,5-12-99-04,C1400255,,NON-IT Services,Services are specifically exempt by statute,Master Service Agreement,,California Franchise Tax Board,http://www.wikidata.org/entity/Q5020495,39010,foothill transcription company inc,CA-MB CA-SB,95742,NO,Transcription Services,Transcription Services41105803,Transcription Services,1,9500,9500,41105803,Transcription or translation systems or kits,41105800,In vitro transcription and translation products,41100000,Laboratory and scientific equipment,41000000,Laboratory and Measuring and Observing and Testing Equipment,38.585855,-121.217204
2015-06-08T00:00:00Z,2015-06-08T00:00:00Z,2014-2015,1-13-89-76,4500285685,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,11527,"San Joaquin Distributors, Inc.",CA-SB,93706,NO,"Pudding, Banana","Pudding, Banana50192301",Ready to serve,60,24.45,1467,50192301,Prepared desserts,50192300,Desserts and dessert toppings,50190000,Prepared and preserved foods,50000000,Food Beverage and Tobacco Products,36.675079,-119.865393
2015-06-08T00:00:00Z,2015-06-08T00:00:00Z,2014-2015,1-13-89-76,4500285685,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,11527,"San Joaquin Distributors, Inc.",CA-SB,93706,NO,Tapioca Pudding,Tapioca Pudding50192301,Ready to serve,60,26.99,1619.4,50192301,Prepared desserts,50192300,Desserts and dessert toppings,50190000,Prepared and preserved foods,50000000,Food Beverage and Tobacco Products,36.675079,-119.865393
2015-06-08T00:00:00Z,2015-06-08T00:00:00Z,2014-2015,1-13-89-76,4500285685,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,11527,"San Joaquin Distributors, Inc.",CA-SB,93706,NO,Butterscotch,Butterscotch50192301,Ready to serve,60,24.93,1495.8,50192301,Prepared desserts,50192300,Desserts and dessert toppings,50190000,Prepared and preserved foods,50000000,Food Beverage and Tobacco Products,36.675079,-119.865393
2015-06-08T00:00:00Z,2015-06-08T00:00:00Z,2014-2015,1-13-89-76,4500285685,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,11527,"San Joaquin Distributors, Inc.",CA-SB,93706,NO,"Pudding, Chocolate","Pudding, Chocolate50192301",Ready to serve,60,26.04,1562.4,50192301,Prepared desserts,50192300,Desserts and dessert toppings,50190000,Prepared and preserved foods,50000000,Food Beverage and Tobacco Products,36.675079,-119.865393
2015-06-10T00:00:00Z,2015-07-01T00:00:00Z,2014-2015,1-13-89-62,4500285694,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,11350,Seafood Dimensions Intn'l Inc.,CA-SB,92809,NO,tortillas,tortillas50181901,Tortillas,1,9151.2,9151.2,50181901,Fresh bread,50181900,Bread and biscuits and cookies,50180000,Bread and bakery products,50000000,Food Beverage and Tobacco Products,33.865826,-117.744572
2015-06-09T00:00:00Z,2015-06-09T00:00:00Z,2014-2015,1-13-72-02-A,4500285914,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,18030,American Textile Systems,CA-MB CA-SB,90703,NO,"towel, blue","towel, blue52121701","towel, blue",3700,13.99,51763,52121701,Bath towels,52121700,Towels,52120000,Bedclothes and table and kitchen linen and towels,52000000,Domestic Appliances and Supplies and Consumer Electronic Products,33.867623,-118.068782
2015-06-09T00:00:00Z,2015-06-05T00:00:00Z,2014-2015,1-13-89-07,FV557010,,NON-IT Goods,,Statewide Contract,,California Department of Developmental Services,http://www.wikidata.org/entity/Q5020413,17520,Seacat Enterprises,CA-SB,90274,NO,"Bread, White","Bread, White50181901",bread,3520,1.19,4188.8,50181901,Fresh bread,50181900,Bread and biscuits and cookies,50180000,Bread and bakery products,50000000,Food Beverage and Tobacco Products,33.779784,-118.375432
2015-06-09T00:00:00Z,2015-06-05T00:00:00Z,2014-2015,1-13-89-07,FV557010,,NON-IT Goods,,Statewide Contract,,California Department of Developmental Services,http://www.wikidata.org/entity/Q5020413,17520,Seacat Enterprises,CA-SB,90274,NO,Rye Bread,Rye Bread50181901,Rye Bread,280,2.25,630,50181901,Fresh bread,50181900,Bread and biscuits and cookies,50180000,Bread and bakery products,50000000,Food Beverage and Tobacco Products,33.779784,-118.375432
2014-12-26T00:00:00Z,2014-12-22T00:00:00Z,2014-2015,1-14-89-69,4500263179,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,28553,INTERSECT USA,CA-MB CA-SB SB,91355,NO,BEANS,BEANS50401844,beans,1,13495,13495,50401844,Pinto beans,50401800,Beans,50400000,Fresh vegetables,50000000,Food Beverage and Tobacco Products,34.416351,-118.574425
2015-06-11T00:00:00Z,2015-07-01T00:00:00Z,2014-2015,1-14-89-02,4500286225,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,34872,Adolph Inc.,CA-SB,93720,NO,CSP-SQ PURCHASE ORDER,CSP-SQ PURCHASE ORDER50425608,"CSP-SQ PURCHASE ORDER NUMBER 4500286225 FY 15/16
 
 DICED DEHYDRATED POTATO
 FLAKE POTATO
 SLICED DEHYDRATED POTATO
 SHREDDED DEHYDRATED POTATO",1,60043.6,60043.6,50425608,Dried specialty potatoes,50425600,Dried potatoes,50420000,Dried vegetables,50000000,Food Beverage and Tobacco Products,36.85932,-119.759328
2015-06-11T00:00:00Z,2014-06-13T00:00:00Z,2014-2015,3-13-70-2049B,2214-1377,,IT Services,,CMAS,,California Department of Transportation,http://www.wikidata.org/entity/Q127743,36337,"Cambria Solutions, Inc.",CA-SB,95811,NO,System Design,System Design81111504,System Design,1,436224,436224,81111504,Application programming services,81111500,Software or hardware engineering,81110000,Computer services,81000000,Engineering and Research and Technology Based Services,38.581053,-121.488564
2015-06-23T00:00:00Z,2015-06-22T00:00:00Z,2014-2015,1-13-89-07,4500288831,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,17520,Seacat Enterprises,CA-SB,90274,NO,cheese,cheese50131801,cheese,1,30344.8,30344.8,50131801,Natural cheese,50131800,Cheese,50130000,Dairy products and eggs,50000000,Food Beverage and Tobacco Products,33.779784,-118.375432
2015-06-11T00:00:00Z,2015-06-11T00:00:00Z,2014-2015,1-14-89-70,14482152,,NON-IT Goods,,Statewide Contract,,"State Hospitals, Department of",,17520,Seacat Enterprises,CA-SB,90274,NO,BEVERAGE BASE,BEVERAGE BASE50202311,"110 cases of beverage base, sugar free, bulk, orange, 1 bag to 5 gal water",110,110,12100,50202311,Powdered drink mix,50202300,Non alcoholic beverages,50200000,Beverages,50000000,Food Beverage and Tobacco Products,33.779784,-118.375432
2015-06-12T00:00:00Z,2015-06-01T00:00:00Z,2014-2015,3-12-70-0506G,BOE 2014-4394,,IT Services,,CMAS,,"Equalization, Board of",,7149,"Kiefer Consulting, Inc.",CA-MB CA-SB,95630,NO,IT Consulting,IT Consulting80101507,IT Consulting (Software Developer),1,120000,120000,80101507,Information technology consultation services,80101500,Business and corporate management consultation services,80100000,Management advisory services,80000000,Management and Business Professionals and Administrative Services,38.670213,-121.147592
2015-06-13T00:00:00Z,2015-07-01T00:00:00Z,2014-2015,1-15-89-126,4500286661,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,15570,McGinty Sales Company,CA-SB,93306,NO,various lunchmeats,various lunchmeats50112019,various lunchmeats,1,56708.2,56708.2,50112019,"Specialty meat, processed with additions",50112000,Processed meat and poultry products,50110000,Meat and poultry products,50000000,Food Beverage and Tobacco Products,35.400031,-118.909275
2015-06-15T00:00:00Z,2015-07-01T00:00:00Z,2014-2015,1-13-89-62,4500287005,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,11350,Seafood Dimensions Intn'l Inc.,CA-SB,92809,NO,tortillas,tortillas50193301,Tortillas,11292,1,11292,50193301,Processed clementine fruit,50193300,Processed citrus fruits,50190000,Prepared and preserved foods,50000000,Food Beverage and Tobacco Products,33.865826,-117.744572
2015-06-19T00:00:00Z,2015-06-19T00:00:00Z,2014-2015,1-10-68-13,2660-081500000294,,NON-IT Goods,,Statewide Contract,,California Department of Transportation,http://www.wikidata.org/entity/Q127743,29677,California Veteran Supply Inc.,CA-DVBE CA-SB CDVBE,93612,NO,CAPSTONE,CAPSTONE10171701,Capstone,120,41.97,5036.4,10171701,Weed killer,10171700,Herbicides,10170000,Fertilizers and plant nutrients and herbicides,10000000,Live Plant and Animal Material and Accessories and Supplies,36.815415,-119.711438
2015-06-19T00:00:00Z,2015-06-19T00:00:00Z,2014-2015,2-13-99-01,PO532319928,,NON-IT Goods,,Statewide Contract,,California Department of Rehabilitation,http://www.wikidata.org/entity/Q5020436,1729897,SWEETMAN SYSTEMS,CA-MB CA-SB,91331,NO,Vocational Rehabilitation Services,Vocational Rehabilitation Services86101803,Vocational Rehabilitation Services,1,7137.5,7137.5,86101803,Vocational rehabilitation services,86101800,In service training and manpower development,86100000,Vocational training,86000000,Education and Training Services,34.255322,-118.42306
2015-06-15T00:00:00Z,2015-06-15T00:00:00Z,2014-2015,1-14-73-02A,4500287543,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,11527,"San Joaquin Distributors, Inc.",CA-SB,93706,NO,CSP-SQ PURCHASE ORDER,CSP-SQ PURCHASE ORDER52151504,"CSP-SQ PURCHSE ORDER NUMBER 4500287543 FY 14/15
 
 CONTAINER, PORTION CUP
 LID, PORTION CUP",1,8754,8754,52151504,Domestic disposable cups or glasses or lids,52151500,Domestic disposable kitchenware,52150000,Domestic kitchenware and kitchen supplies,52000000,Domestic Appliances and Supplies and Consumer Electronic Products,36.675079,-119.865393
2015-06-16T00:00:00Z,2015-04-15T00:00:00Z,2014-2015,1-14-75-41D,PRF 14-1701,,NON-IT Goods,,Statewide Contract,,California Department of Justice,http://www.wikidata.org/entity/Q5020429,8485,Midtown Stationers,CA-SB,94102,NO,Paper,Paper14111507,"Paper, Recycled Bond Type 1, cut Stock, White, 20 lb., 8.5"" X11"" (21 Pallets)",840,27.8,23352,14111507,Printer or copier paper,14111500,Printing and writing paper,14110000,Paper products,14000000,Paper Materials and Products,37.779168,-122.419625
2015-06-17T00:00:00Z,2015-06-10T00:00:00Z,2014-2015,1-13-89-07,15548017,,NON-IT Goods,,Statewide Contract,,"State Hospitals, Department of",,17520,Seacat Enterprises,CA-SB,90274,NO,CHEESE CHEDDAR,CHEESE CHEDDAR50131801,cheese,2300,1.81,4163,50131801,Natural cheese,50131800,Cheese,50130000,Dairy products and eggs,50000000,Food Beverage and Tobacco Products,33.779784,-118.375432
2015-06-17T00:00:00Z,2015-07-01T00:00:00Z,2014-2015,1-13-89-07,4500288212,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,17520,Seacat Enterprises,CA-SB,90274,NO,CHEESE AMERICAN 96SLICE/5LB LOAF,CHEESE AMERICAN 96SLICE/5LB LOAF50131802,"CHEESE AMERICAN 96SLICE/5LB LOAF ACTUAL: 120 SLICES/5LB LOAF,
  4-5LB LOAVES/CS",1000,2.1,2100,50131802,Processed cheese,50131800,Cheese,50130000,Dairy products and eggs,50000000,Food Beverage and Tobacco Products,33.779784,-118.375432
2015-06-18T00:00:00Z,2015-03-11T00:00:00Z,2014-2015,1-13-89-07,4500272900,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,17520,Seacat Enterprises,CA-SB,90274,NO,cheese,cheese50131802,AMERICAN AND PARMESEAN CHEESES.,1,7228.2,7228.2,50131802,Processed cheese,50131800,Cheese,50130000,Dairy products and eggs,50000000,Food Beverage and Tobacco Products,33.779784,-118.375432
2015-06-18T00:00:00Z,2015-07-01T00:00:00Z,2014-2015,1-15-89-43,4500283376,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,34872,Adolph Inc.,CA-SB,93720,NO,"Prunes, Pitted, Small","Prunes, Pitted, Small50305869","PRUNES, PITTED, SMALL",9360,2.48,23220.29,50305869,Royal diamond plums,50305800,Plums,50300000,Fresh fruits,50000000,Food Beverage and Tobacco Products,36.85932,-119.759328
2015-06-18T00:00:00Z,2015-07-01T00:00:00Z,2014-2015,1-15-89-43,4500288464,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,34872,Adolph Inc.,CA-SB,93720,NO,"Prunes, Pitted, Small","Prunes, Pitted, Small50192110","PRUNES, PITTED, SMALL",1,17175,17175,50192110,Nuts or dried fruits,50192100,Snack foods,50190000,Prepared and preserved foods,50000000,Food Beverage and Tobacco Products,36.85932,-119.759328
2015-06-19T00:00:00Z,2014-02-03T00:00:00Z,2014-2015,3-12-70-1074F,HC40059-13-9912,,IT Services,,CMAS,,California Department of Health Care Services,http://www.wikidata.org/entity/Q5020424,23905,"Stanfield Systems, Inc.",CA-DVBE CA-SB,95630,NO,"Amendment #2, March 26, 2015","Amendment #2, March 26, 201580101507","Amendment #2, 3/26/2015: Increase Quantity of item # 1 from 2,000 to
2,469 hours and extension total from $146,000 to $180,237. Increase
Quantity of item # 2 from 2,000 to 2,469 hours and extension total from
$152,000 to $187,644.
  Increase the Grand tot",1,69881,69881,80101507,Information technology consultation services,80101500,Business and corporate management consultation services,80100000,Management advisory services,80000000,Management and Business Professionals and Administrative Services,38.670213,-121.147592
2015-06-19T00:00:00Z,2014-02-03T00:00:00Z,2014-2015,3-12-70-1074F,HC40059-13-9912,,IT Services,,CMAS,,California Department of Health Care Services,http://www.wikidata.org/entity/Q5020424,23905,"Stanfield Systems, Inc.",CA-DVBE CA-SB,95630,NO,"Amendment 3, 6/19/15","Amendment 3, 6/19/1580101507","Amendment 3, 6/19/15
  Decrease FY 14/15 funding from $243,713.75 to $231,061.25; add
  $12,652.00 to FY 15/16; extend end date from 6/30/15 to 7/31/15.",1,0,0,80101507,Information technology consultation services,80101500,Business and corporate management consultation services,80100000,Management advisory services,80000000,Management and Business Professionals and Administrative Services,38.670213,-121.147592
2015-06-23T00:00:00Z,2015-06-22T00:00:00Z,2014-2015,1-14-89-20,4500288881,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,34872,Adolph Inc.,CA-SB,93720,NO,chips,chips50192109,chips,294,21.87,6429.78,50192109,Crisps or chips or pretzels or mixes,50192100,Snack foods,50190000,Prepared and preserved foods,50000000,Food Beverage and Tobacco Products,36.85932,-119.759328
2015-06-22T00:00:00Z,2015-07-01T00:00:00Z,2014-2015,1-15-89-76,SN553027,,NON-IT Goods,,Statewide Contract,,California Department of Developmental Services,http://www.wikidata.org/entity/Q5020413,11527,"San Joaquin Distributors, Inc.",CA-SB,93706,NO,"Pudding, Chocolate","Pudding, Chocolate50192301",6/#10/cs,336,24.2,8131.2,50192301,Prepared desserts,50192300,Desserts and dessert toppings,50190000,Prepared and preserved foods,50000000,Food Beverage and Tobacco Products,36.675079,-119.865393
2015-06-22T00:00:00Z,2015-07-01T00:00:00Z,2014-2015,1-15-89-76,SN553027,,NON-IT Goods,,Statewide Contract,,California Department of Developmental Services,http://www.wikidata.org/entity/Q5020413,11527,"San Joaquin Distributors, Inc.",CA-SB,93706,NO,"Pudding, Vanilla","Pudding, Vanilla50192301",6/#10/cs,168,24.2,4065.6,50192301,Prepared desserts,50192300,Desserts and dessert toppings,50190000,Prepared and preserved foods,50000000,Food Beverage and Tobacco Products,36.675079,-119.865393
2015-06-22T00:00:00Z,2015-06-24T00:00:00Z,2014-2015,SLP-14-70-0140B,P1401153,,IT Goods,,Software License Program,,California Franchise Tax Board,http://www.wikidata.org/entity/Q5020495,1483780,Virtual Computing Technology,CA-MB CA-SB,92009,NO,Software,Software43232313,Software,1,31403.27,31403.27,43232313,Transaction server software,43232300,Data management and query software,43230000,Software,43000000,Information Technology Broadcasting and Telecommunications,33.096916,-117.245946
2015-06-23T00:00:00Z,2015-02-26T00:00:00Z,2014-2015,1-13-89-99,4500270803,,NON-IT Goods,,Statewide Contract,,Correctional Health Care Services,,1729526,ABC Ventures LLC,CA-SB,94583,NO,Frozen Dietary Meals,Frozen Dietary Meals50192702,Frozen Dietary Meals,1,22293.46,22293.46,50192702,Frozen combination meals,50192700,Packaged combination meals,50190000,Prepared and preserved foods,50000000,Food Beverage and Tobacco Products,37.755754,-121.963415
2015-06-23T00:00:00Z,2015-06-22T00:00:00Z,2014-2015,1-15-89-59,4500288908,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,34872,Adolph Inc.,CA-SB,93720,NO,cereal,cereal50221201,cereal,1,6378,6378,50221201,Ready to eat or hot cereals,50221200,Processed cereals,50220000,Cereal and pulse products,50000000,Food Beverage and Tobacco Products,36.85932,-119.759328
2015-06-24T00:00:00Z,2015-06-23T00:00:00Z,2014-2015,1-14-73-02A,4500289059,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,11527,"San Joaquin Distributors, Inc.",CA-SB,93706,NO,APRON,APRON20101618,apron,1,11712.83,11712.83,20101618,Apron feeder,20101600,Screens and feeding equipment,20100000,Mining and quarrying machinery and equipment,20000000,Mining and Well Drilling Machinery and Accessories,36.675079,-119.865393
2015-06-09T00:00:00Z,2015-07-01T00:00:00Z,2014-2015,1-15-89-59,4500285982,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,34872,Adolph Inc.,CA-SB,93720,NO,Wheat Farina,Wheat Farina50221101,Quick cooking,3300,0.43,1419,50221101,Cereal grains,50221100,Cereals,50220000,Cereal and pulse products,50000000,Food Beverage and Tobacco Products,36.85932,-119.759328
2015-06-25T00:00:00Z,2015-06-25T00:00:00Z,2014-2015,1-10-68-13,71500000462,,NON-IT Goods,,Statewide Contract,,California Department of Transportation,http://www.wikidata.org/entity/Q127743,29677,California Veteran Supply Inc.,CA-DVBE CA-SB CDVBE,93612,NO,Herbicides,Herbicides10171701,Roundup Pro Concentrate,960,19.87,19075.2,10171701,Weed killer,10171700,Herbicides,10170000,Fertilizers and plant nutrients and herbicides,10000000,Live Plant and Animal Material and Accessories and Supplies,36.815415,-119.711438
2015-06-25T00:00:00Z,2015-06-25T00:00:00Z,2014-2015,1-10-68-13,71500000462,,NON-IT Goods,,Statewide Contract,,California Department of Transportation,http://www.wikidata.org/entity/Q127743,29677,California Veteran Supply Inc.,CA-DVBE CA-SB CDVBE,93612,NO,Herbicides,Herbicides10171701,Landmark,200,128.96,25792,10171701,Weed killer,10171700,Herbicides,10170000,Fertilizers and plant nutrients and herbicides,10000000,Live Plant and Animal Material and Accessories and Supplies,36.815415,-119.711438
2015-06-30T00:00:00Z,2015-06-30T00:00:00Z,2014-2015,SLP-14-70-0158A,s4073164,,IT Goods,,Software License Program,,California Department of Parks and Recreation,http://www.wikidata.org/entity/Q2933976,1567640,Global Blue DVBE,CA-DVBE CA-MB CA-SB,95675,NO,Work Force,Work Force43231512,KRONOS Workforce Licensing - Bundle,1,1562400,1562400,43231512,License management software,43231500,Business function specific software,43230000,Software,43000000,Information Technology Broadcasting and Telecommunications,38.547476,-120.742898
2015-06-26T00:00:00Z,2015-07-01T00:00:00Z,2014-2015,1-13-89-13,4500289807,,NON-IT Goods,,Statewide Contract,,Correctional Health Care Services,,1729526,ABC Ventures LLC,CA-SB,94583,NO,"Salt, Table, Iodized, Indiv.","Salt, Table, Iodized, Indiv.50171551","Salt, Table, Iodized, Indiv.",10,4.25,42.5,50171551,Cooking or table salt,50171500,Herbs and spices and extracts,50170000,Seasonings and preservatives,50000000,Food Beverage and Tobacco Products,37.755754,-121.963415
2015-06-26T00:00:00Z,2015-07-01T00:00:00Z,2014-2015,1-13-89-13,4500289807,,NON-IT Goods,,Statewide Contract,,Correctional Health Care Services,,1729526,ABC Ventures LLC,CA-SB,94583,NO,"Pepper, Black, Ground Indiv.","Pepper, Black, Ground Indiv.50171551","Pepper, Black, Ground Indiv.",10,8.25,82.5,50171551,Cooking or table salt,50171500,Herbs and spices and extracts,50170000,Seasonings and preservatives,50000000,Food Beverage and Tobacco Products,37.755754,-121.963415
2015-06-30T00:00:00Z,2015-03-06T00:00:00Z,2014-2015,1-14-89-03,4500272329,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,34872,Adolph Inc.,CA-SB,93720,NO,margarine,margarine50131701,MARGARINE-VARIETY,1,8792.64,8792.64,50131701,Fresh milk or butter products,50131700,Milk and butter products,50130000,Dairy products and eggs,50000000,Food Beverage and Tobacco Products,36.85932,-119.759328
2015-06-29T00:00:00Z,2015-01-16T00:00:00Z,2014-2015,2-13-99-01,PO532146276,,IT Goods,,Statewide Contract,,California Department of Rehabilitation,http://www.wikidata.org/entity/Q5020436,1085840,Access Technology Solutions,CA-MB CA-SB,92563,NO,"24"" LCD Monitor","24"" LCD Monitor43211902","24"" LCD Monitor",1,199.95,199.95,43211902,Liquid crystal display LCD panels or monitors,43211900,Computer displays,43210000,Computer Equipment and Accessories,43000000,Information Technology Broadcasting and Telecommunications,33.576465,-117.148479
2015-06-29T00:00:00Z,2015-01-16T00:00:00Z,2014-2015,2-13-99-01,PO532146276,,IT Goods,,Statewide Contract,,California Department of Rehabilitation,http://www.wikidata.org/entity/Q5020436,1085840,Access Technology Solutions,CA-MB CA-SB,92563,NO,Scroll mouse,Scroll mouse43211708,Scroll mouse,1,19.95,19.95,43211708,Computer mouse or trackballs,43211700,Computer data input devices,43210000,Computer Equipment and Accessories,43000000,Information Technology Broadcasting and Telecommunications,33.576465,-117.148479
