Producto,ProductURI,Tipo,NIF,Adjudicatario,OrganizationURI,Fecha,Cantidad Pedido,Cantidad Recibido,Cantidad Pendiente,Importe del Pedido,Importe Pagado,Importe Pendiente,VAT
Cánulas Guedel-Mayo,Cánulas_Guedel-Mayo,SUMINISTRO,B80957889,"INTERSURGICAL ESPAÑA, S.L.",INTERSURGICAL_ESPAÑA_SL,2020-04-13T00:00:00Z,70,70,0,21,21,0,0
Conector/adaptador,Conector/adaptador,SUMINISTRO,B80957889,"INTERSURGICAL ESPAÑA, S.L.",INTERSURGICAL_ESPAÑA_SL,2020-04-13T00:00:00Z,25,25,0,60,60,0,21
Conector/adaptador,Conector/adaptador,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-04-13T00:00:00Z,100,50,50,0,0,0,0
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,B97527477,"MATCLINIC, S.L.",MATCLINIC_SL,2020-04-13T00:00:00Z,500,500,0,817,817,0,21
CALZAS,CALZAS,SUMINISTRO,B98528631,"NEOTEC PHARMA, S.L.",NEOTEC_PHARMA_SL,2020-04-13T00:00:00Z,20000,18400,1600,8784,8081,703,0
"MASCARILLAS QUIRURGICAS I, de tipo II y IIR",MASCARILLAS_QUIRURGICAS_I__de_tipo_II_y_IIR,SUMINISTRO,B98528631,"NEOTEC PHARMA, S.L.",NEOTEC_PHARMA_SL,2020-04-13T00:00:00Z,3000000,3000000,0,2055609,2055609,0,21
Termó/sensor reg.dat,Termó/sensor_reg_dat,SUMINISTRO,W0068620D,MASIMO EUROPE LTD SUCURSAL EN ESPAÑ,MASIMO_EUROPE_LTD_SUCURSAL_EN_ESPAÑ,2020-04-13T00:00:00Z,140,140,0,1686,1686,0,21
MANTENIMIENTO CENTROS SANITARIOS,MANTENIMIENTO_CENTROS_SANITARIOS,SERVICIO,***4723**,JUAN MANUEL MARTINEZ TORRECILLAS,JUAN_MANUEL_MARTINEZ_TORRECILLAS,2020-04-14T00:00:00Z,883.3,883.3,0,883,883,0,21
Nebuliz./humidific.,Nebuliz_/humidific_,SUMINISTRO,A03142114,"TELEFLEX MEDICAL, S.A.",TELEFLEX_MEDICAL_SA,2020-04-14T00:00:00Z,150,150,0,100,100,0,21
Sondas urológicas,Sondas_urológicas,SUMINISTRO,A03142114,"TELEFLEX MEDICAL, S.A.",TELEFLEX_MEDICAL_SA,2020-04-14T00:00:00Z,20,20,0,34,34,0,10
DESINFECTANTE SUPERFICIE,DESINFECTANTE_SUPERFICIE,SUMINISTRO,A08032401,"LABORATORIOS HARTMANN, S.A.",LABORATORIOS_HARTMANN_SA,2020-04-14T00:00:00Z,2000,2000,0,15730,15730,0,21
"MASCARILLAS QUIRURGICAS I, de tipo II y IIR",MASCARILLAS_QUIRURGICAS_I__de_tipo_II_y_IIR,SUMINISTRO,A28017895,"EL CORTE INGLES, S.A.",EL_CORTE_INGLES_SA,2020-04-14T00:00:00Z,69000,69000,0,30056,30056,0,21
Sondas de aspiración,Sondas_de_aspiración,SUMINISTRO,A28389484,"MEDTRONIC IBERICA, S.A.",MEDTRONIC_IBERICA_SA,2020-04-14T00:00:00Z,60,60,0,720,720,0,21
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B08438731,"IZASA HOSPITAL, S.L.U",IZASA_HOSPITAL_SLU,2020-04-14T00:00:00Z,400,400,0,387,387,0,21
OTROS,OTROS,SUMINISTRO,B30243737,"VIALTA, S.L.",VIALTA_SL,2020-04-14T00:00:00Z,10,10,0,186,186,0,21
HISOPOS,HISOPOS,SUMINISTRO,B46072807,"DURVIZ, S. L.U",DURVIZ_S_LU,2020-04-14T00:00:00Z,8000,8000,0,31600,31600,0,21
Fij/suj/acc.ventiltp,Fij/suj/acc_ventiltp,SUMINISTRO,B46149555,"DEXTRO MEDICA, S.L.",DEXTRO_MEDICA_SL,2020-04-14T00:00:00Z,10,10,0,411,411,0,0
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B46149555,"DEXTRO MEDICA, S.L.",DEXTRO_MEDICA_SL,2020-04-14T00:00:00Z,30,30,0,1465,1465,0,0
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B46149555,"DEXTRO MEDICA, S.L.",DEXTRO_MEDICA_SL,2020-04-14T00:00:00Z,30,30,0,1465,1465,0,0
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B46149555,"DEXTRO MEDICA, S.L.",DEXTRO_MEDICA_SL,2020-04-14T00:00:00Z,30,30,0,1465,1465,0,0
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,B46149555,"DEXTRO MEDICA, S.L.",DEXTRO_MEDICA_SL,2020-04-14T00:00:00Z,10,10,0,468,468,0,0
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,B46149555,"DEXTRO MEDICA, S.L.",DEXTRO_MEDICA_SL,2020-04-14T00:00:00Z,100,100,0,185,185,0,21
DESINFECTANTE TOALLITAS,DESINFECTANTE_TOALLITAS,SUMINISTRO,B48910756,"VESISMIN, S.L.",VESISMIN_SL,2020-04-14T00:00:00Z,6500,6500,0,546,546,0,0
DESINFECTANTE TOALLITAS,DESINFECTANTE_TOALLITAS,SUMINISTRO,B48910756,"VESISMIN, S.L.",VESISMIN_SL,2020-04-14T00:00:00Z,23050,23050,0,1936,1936,0,0
Toall/esp.desechable,Toall/esp_desechable,SUMINISTRO,B48910756,"VESISMIN, S.L.",VESISMIN_SL,2020-04-14T00:00:00Z,42000,42000,0,2312,2312,0,21
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,B59078071,"HOSPITAL HISPANIA, SL.",HOSPITAL_HISPANIA_SL,2020-04-14T00:00:00Z,50,50,0,2046,2046,0,21
Conector/adaptador,Conector/adaptador,SUMINISTRO,B73182586,"MARCOM MEDICA, S.L.",MARCOM_MEDICA_SL,2020-04-14T00:00:00Z,30,30,0,2033,2033,0,21
LIMPIEZA CENTROS SANITARIOS....,LIMPIEZA_CENTROS_SANITARIOS____,SUMINISTRO,B73924193,IVERDE SERVICIOS Y GESTION AMBIENTA,IVERDE_SERVICIOS_Y_GESTION_AMBIENTA,2020-04-14T00:00:00Z,936,747,189,32038,25569,6469,21
Resucitador manual,Resucitador_manual,SUMINISTRO,B81040149,"FIRMA AMBU, S.L.",FIRMA_AMBU_SL,2020-04-14T00:00:00Z,72,72,0,741,741,0,21
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-04-14T00:00:00Z,120,120,0,4646,4646,0,10
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-04-14T00:00:00Z,72,72,0,2788,2788,0,10
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-04-14T00:00:00Z,120,120,0,868,868,0,10
"GUANTES DE NITRILO, CON Y SIN POLVO",GUANTES_DE_NITRILO__CON_Y_SIN_POLVO,SUMINISTRO,B83239335,"GAMMA SOLUTIONS, S.L.",GAMMA_SOLUTIONS_SL,2020-04-14T00:00:00Z,450000,450000,0,58500,58500,0,21
Cán.traq.laring,Cán_traq_laring,SUMINISTRO,B83886176,"SMITHS MEDICAL ESPAÑA, S.R.L.",SMITHS_MEDICAL_ESPAÑA_SRL,2020-04-14T00:00:00Z,3,3,0,346,346,0,10
Cán.traq.laring,Cán_traq_laring,SUMINISTRO,B83886176,"SMITHS MEDICAL ESPAÑA, S.R.L.",SMITHS_MEDICAL_ESPAÑA_SRL,2020-04-14T00:00:00Z,6,6,0,713,713,0,10
Toall/esp.desechable,Toall/esp_desechable,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-04-14T00:00:00Z,3384,3384,0,3686,3686,0,21
HISOPOS,HISOPOS,SUMINISTRO,B86760337,"ELIGEN DIAGNOSTICA, S.L.",ELIGEN_DIAGNOSTICA_SL,2020-04-14T00:00:00Z,8000,8000,0,32000,32000,0,21
Eq/acc. perfusión,Eq/acc__perfusión,SUMINISTRO,B87334017,"CARDINAL HEALTH SPAIN 511, S.L.",CARDINAL_HEALTH_SPAIN_511_SL,2020-04-14T00:00:00Z,72,72,0,305,305,0,21
Sistemas nutrición,Sistemas_nutrición,SUMINISTRO,B87334017,"CARDINAL HEALTH SPAIN 511, S.L.",CARDINAL_HEALTH_SPAIN_511_SL,2020-04-14T00:00:00Z,120,120,0,508,508,0,21
Fij/suj/acc.ventiltp,Fij/suj/acc_ventiltp,SUMINISTRO,B87513040,"VYAIRE MEDICA, SLU.",VYAIRE_MEDICA_SLU,2020-04-14T00:00:00Z,12,12,0,174,174,0,21
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,B87513040,"VYAIRE MEDICA, SLU.",VYAIRE_MEDICA_SLU,2020-04-14T00:00:00Z,40,40,0,741,741,0,21
DESINFECTANTE SUPERFICIE,DESINFECTANTE_SUPERFICIE,SUMINISTRO,A08032401,"LABORATORIOS HARTMANN, S.A.",LABORATORIOS_HARTMANN_SA,2020-04-15T00:00:00Z,32,32,0,252,252,0,21
DESINFECTANTE SUPERFICIE,DESINFECTANTE_SUPERFICIE,SUMINISTRO,A08032401,"LABORATORIOS HARTMANN, S.A.",LABORATORIOS_HARTMANN_SA,2020-04-15T00:00:00Z,121,121,0,937,937,0,21
"MASCARILLAS QUIRURGICAS I, de tipo II y IIR",MASCARILLAS_QUIRURGICAS_I__de_tipo_II_y_IIR,SUMINISTRO,A08032401,"LABORATORIOS HARTMANN, S.A.",LABORATORIOS_HARTMANN_SA,2020-04-15T00:00:00Z,1000000,1000000,0,600000,600000,0,21
Fij/suj/acc.ventiltp,Fij/suj/acc_ventiltp,SUMINISTRO,A28063485,"DRAGER MEDICAL HISPANIA, S.A.",DRAGER_MEDICAL_HISPANIA_SA,2020-04-15T00:00:00Z,20,20,0,805,805,0,21
Fij/suj/acc.ventiltp,Fij/suj/acc_ventiltp,SUMINISTRO,A28063485,"DRAGER MEDICAL HISPANIA, S.A.",DRAGER_MEDICAL_HISPANIA_SA,2020-04-15T00:00:00Z,12,12,0,276,276,0,21
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,A28063485,"DRAGER MEDICAL HISPANIA, S.A.",DRAGER_MEDICAL_HISPANIA_SA,2020-04-15T00:00:00Z,5,5,0,239,239,0,21
KIT PURIFICACIÓN RN..SANGRE QUIASYMPHONY,KIT_PURIFICACIÓN_RN__SANGRE_QUIASYMPHONY,SUMINISTRO,A28114742,"WERFEN ESPAÑA, S.A.",WERFEN_ESPAÑA_SA,2020-04-15T00:00:00Z,960,960,0,8805,8805,0,21
ARMARIO ROPERO-TAQUILLA,ARMARIO_ROPERO-TAQUILLA,SUMINISTRO,B30243737,"VIALTA, S.L.",VIALTA_SL,2020-04-15T00:00:00Z,120,120,0,14504,14504,0,21
ARMARIO ROPERO-TAQUILLA,ARMARIO_ROPERO-TAQUILLA,SUMINISTRO,B30243737,"VIALTA, S.L.",VIALTA_SL,2020-04-15T00:00:00Z,180,180,0,21757,21757,0,21
MESILLA DE NOCHE,MESILLA_DE_NOCHE,SUMINISTRO,B50057322,"INDUSTRIAS HIDRAULICAS PARDO, S.L.",INDUSTRIAS_HIDRAULICAS_PARDO_SL,2020-04-15T00:00:00Z,106,106,0,42582,42582,0,21
SILLONES HABITACION PACIENTE,SILLONES_HABITACION_PACIENTE,SUMINISTRO,B50057322,"INDUSTRIAS HIDRAULICAS PARDO, S.L.",INDUSTRIAS_HIDRAULICAS_PARDO_SL,2020-04-15T00:00:00Z,106,106,0,50021,50021,0,0
CAMAS ARTICULADAS ELECTRICAS,CAMAS_ARTICULADAS_ELECTRICAS,SUMINISTRO,B62552732,"HILL-ROM IBERIA, SL",HILL-ROM_IBERIA_SL,2020-04-15T00:00:00Z,50,50,0,105000,105000,0,0
CAMAS ARTICULADAS ELECTRICAS,CAMAS_ARTICULADAS_ELECTRICAS,SUMINISTRO,B62552732,"HILL-ROM IBERIA, SL",HILL-ROM_IBERIA_SL,2020-04-15T00:00:00Z,56,56,0,100912,100912,0,0
MONO INTEGRAL,MONO_INTEGRAL,SUMINISTRO,B73612046,"GLOBAL PROTECCION Y SEGURIDAD, S. L",GLOBAL_PROTECCION_Y_SEGURIDAD_S_L,2020-04-15T00:00:00Z,11000,11000,0,429000,429000,0,0
Conector/adaptador,Conector/adaptador,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-04-15T00:00:00Z,13,13,0,0,0,0,0
Conector/adaptador,Conector/adaptador,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-04-15T00:00:00Z,2,2,0,0,0,0,0
Conector/adaptador,Conector/adaptador,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-04-15T00:00:00Z,3,3,0,0,0,0,0
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-04-15T00:00:00Z,2,2,0,109,109,0,21
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-04-15T00:00:00Z,30,30,0,217,217,0,21
MANTENIMIENTO CENTROS SANITARIOS,MANTENIMIENTO_CENTROS_SANITARIOS,SERVICIO,***4723**,JUAN MANUEL MARTINEZ TORRECILLAS,JUAN_MANUEL_MARTINEZ_TORRECILLAS,2020-04-16T00:00:00Z,1391.5,1391.5,0,1392,1392,0,21
MANTENIMIENTO CENTROS SANITARIOS,MANTENIMIENTO_CENTROS_SANITARIOS,SERVICIO,***4723**,JUAN MANUEL MARTINEZ TORRECILLAS,JUAN_MANUEL_MARTINEZ_TORRECILLAS,2020-04-16T00:00:00Z,1331,1331,0,1331,1331,0,21
MANTENIMIENTO CENTROS SANITARIOS,MANTENIMIENTO_CENTROS_SANITARIOS,SERVICIO,***4723**,JUAN MANUEL MARTINEZ TORRECILLAS,JUAN_MANUEL_MARTINEZ_TORRECILLAS,2020-04-16T00:00:00Z,1331,1331,0,1331,1331,0,21
Sonda endodigestiva,Sonda_endodigestiva,SUMINISTRO,A08130502,"FRESENIUS KABI ESPAÑA, S.A.",FRESENIUS_KABI_ESPAÑA_SA,2020-04-16T00:00:00Z,40,40,0,198,198,0,0
HISOPOS,HISOPOS,SUMINISTRO,B03362621,"AKRALAB, S.L.",AKRALAB_SL,2020-04-16T00:00:00Z,5000,5000,0,14080,14080,0,0
TEST RAPIDO COVID-19,TEST_RAPIDO_COVID-19,SUMINISTRO,B08707010,ORTOPEDIA Y CIRUGIA S.L.,ORTOPEDIA_Y_CIRUGIA_SL,2020-04-16T00:00:00Z,50400,50400,0,604800,604800,0,21
"MASCARILLAS QUIRURGICAS I, de tipo II y IIR",MASCARILLAS_QUIRURGICAS_I__de_tipo_II_y_IIR,SUMINISTRO,B61526414,MOLNLYCKE HEALTH CARE S.L.,MOLNLYCKE_HEALTH_CARE_SL,2020-04-16T00:00:00Z,600,600,0,109,109,0,21
BATAS DESECHABLES E IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES,SUMINISTRO,B73870024,"HERUGUER, S.L.",HERUGUER_SL,2020-04-16T00:00:00Z,625,625,0,2647,2647,0,21
BATAS DESECHABLES E IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES,SUMINISTRO,B73870024,"HERUGUER, S.L.",HERUGUER_SL,2020-04-16T00:00:00Z,775,775,0,2813,2813,0,21
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,B80957889,"INTERSURGICAL ESPAÑA, S.L.",INTERSURGICAL_ESPAÑA_SL,2020-04-16T00:00:00Z,200,200,0,520,520,0,21
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-04-16T00:00:00Z,260,260,0,1258,1258,0,21
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-04-16T00:00:00Z,800,800,0,281,281,0,21
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-04-16T00:00:00Z,38000,38000,0,11020,11020,0,0
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-04-16T00:00:00Z,35000,35000,0,10150,10150,0,0
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-04-16T00:00:00Z,28000,28000,0,8120,8120,0,0
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-04-16T00:00:00Z,20000,20000,0,5800,5800,0,0
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-04-16T00:00:00Z,3800,3800,0,1102,1102,0,0
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-04-16T00:00:00Z,2600,2600,0,754,754,0,0
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,B87513040,"VYAIRE MEDICA, SLU.",VYAIRE_MEDICA_SLU,2020-04-16T00:00:00Z,100,100,0,206,206,0,21
MANTENIMIENTO CENTROS SANITARIOS,MANTENIMIENTO_CENTROS_SANITARIOS,SERVICIO,***4723**,JUAN MANUEL MARTINEZ TORRECILLAS,JUAN_MANUEL_MARTINEZ_TORRECILLAS,2020-04-17T00:00:00Z,1270.5,1270.5,0,1270,1270,0,21
MANTENIMIENTO CENTROS SANITARIOS,MANTENIMIENTO_CENTROS_SANITARIOS,SERVICIO,***4723**,JUAN MANUEL MARTINEZ TORRECILLAS,JUAN_MANUEL_MARTINEZ_TORRECILLAS,2020-04-17T00:00:00Z,1331,1331,0,1331,1331,0,21
MANTENIMIENTO CENTROS SANITARIOS,MANTENIMIENTO_CENTROS_SANITARIOS,SERVICIO,***4723**,JUAN MANUEL MARTINEZ TORRECILLAS,JUAN_MANUEL_MARTINEZ_TORRECILLAS,2020-04-17T00:00:00Z,1125.3,1125.3,0,1125,1125,0,21
MANTENIMIENTO CENTROS SANITARIOS,MANTENIMIENTO_CENTROS_SANITARIOS,SERVICIO,***4723**,JUAN MANUEL MARTINEZ TORRECILLAS,JUAN_MANUEL_MARTINEZ_TORRECILLAS,2020-04-17T00:00:00Z,1331,1331,0,1331,1331,0,21
Rec/col/acc.,Rec/col/acc_,SUMINISTRO,A03802451,"MEDILEVEL, S.A.",MEDILEVEL_SA,2020-04-17T00:00:00Z,500,500,0,600,600,0,21
"GUANTES DE NITRILO, CON Y SIN POLVO",GUANTES_DE_NITRILO__CON_Y_SIN_POLVO,SUMINISTRO,A08032401,"LABORATORIOS HARTMANN, S.A.",LABORATORIOS_HARTMANN_SA,2020-04-17T00:00:00Z,39600,39600,0,1140,1140,0,21
"GUANTES DE NITRILO, CON Y SIN POLVO",GUANTES_DE_NITRILO__CON_Y_SIN_POLVO,SUMINISTRO,A08032401,"LABORATORIOS HARTMANN, S.A.",LABORATORIOS_HARTMANN_SA,2020-04-17T00:00:00Z,400000,400000,0,11519,11519,0,21
"GUANTES DE NITRILO, CON Y SIN POLVO",GUANTES_DE_NITRILO__CON_Y_SIN_POLVO,SUMINISTRO,A08032401,"LABORATORIOS HARTMANN, S.A.",LABORATORIOS_HARTMANN_SA,2020-04-17T00:00:00Z,400000,400000,0,11519,11519,0,21
"GUANTES DE NITRILO, CON Y SIN POLVO",GUANTES_DE_NITRILO__CON_Y_SIN_POLVO,SUMINISTRO,A08032401,"LABORATORIOS HARTMANN, S.A.",LABORATORIOS_HARTMANN_SA,2020-04-17T00:00:00Z,270000,270000,0,7775,7775,0,21
"GUANTES DE NITRILO, CON Y SIN POLVO",GUANTES_DE_NITRILO__CON_Y_SIN_POLVO,SUMINISTRO,A08032401,"LABORATORIOS HARTMANN, S.A.",LABORATORIOS_HARTMANN_SA,2020-04-17T00:00:00Z,5000,5000,0,144,144,0,0
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,A28536480,"VYGON, S.A.",VYGON_SA,2020-04-17T00:00:00Z,16,16,0,1646,1646,0,21
CAPUCHONES,CAPUCHONES,SUMINISTRO,A54282835,"LILUS, S.A.",LILUS_SA,2020-04-17T00:00:00Z,200,200,0,2124,2124,0,21
KITS PCR DIAGNOSTICO COVID-19,KITS_PCR_DIAGNOSTICO_COVID-19,SUMINISTRO,A58710740,"PALEX MEDICAL, S.A.",PALEX_MEDICAL_SA,2020-04-17T00:00:00Z,30,30,0,90750,90750,0,21
PCR EXTRACCION Y MATERIAL ACCESORIO,PCR_EXTRACCION_Y_MATERIAL_ACCESORIO,SUMINISTRO,A58710740,"PALEX MEDICAL, S.A.",PALEX_MEDICAL_SA,2020-04-17T00:00:00Z,6,6,0,515,515,0,21
PCR EXTRACCION Y MATERIAL ACCESORIO,PCR_EXTRACCION_Y_MATERIAL_ACCESORIO,SUMINISTRO,A58710740,"PALEX MEDICAL, S.A.",PALEX_MEDICAL_SA,2020-04-17T00:00:00Z,62,62,0,4402,4402,0,0
PCR EXTRACCION Y MATERIAL ACCESORIO,PCR_EXTRACCION_Y_MATERIAL_ACCESORIO,SUMINISTRO,A58710740,"PALEX MEDICAL, S.A.",PALEX_MEDICAL_SA,2020-04-17T00:00:00Z,16,16,0,3072,3072,0,0
PCR EXTRACCION Y MATERIAL ACCESORIO,PCR_EXTRACCION_Y_MATERIAL_ACCESORIO,SUMINISTRO,A58710740,"PALEX MEDICAL, S.A.",PALEX_MEDICAL_SA,2020-04-17T00:00:00Z,62,62,0,12400,12400,0,0
OTROS,OTROS,SUMINISTRO,B30728455,"FERREGAS GARCIA-VASO, S.L.",FERREGAS_GARCIA-VASO_SL,2020-04-17T00:00:00Z,4,4,0,67,67,0,21
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B59078071,"HOSPITAL HISPANIA, SL.",HOSPITAL_HISPANIA_SL,2020-04-17T00:00:00Z,8,8,0,0,0,0,21
MONO INTEGRAL,MONO_INTEGRAL,SUMINISTRO,B73287740,"LEASK, S.L.",LEASK_SL,2020-04-17T00:00:00Z,3350,3350,0,162738,162738,0,21
MONO INTEGRAL,MONO_INTEGRAL,SUMINISTRO,B73287740,"LEASK, S.L.",LEASK_SL,2020-04-17T00:00:00Z,1875,1875,0,91085,91085,0,21
MONO INTEGRAL,MONO_INTEGRAL,SUMINISTRO,B73287740,"LEASK, S.L.",LEASK_SL,2020-04-17T00:00:00Z,2925,2925,0,142092,142092,0,21
MONO INTEGRAL,MONO_INTEGRAL,SUMINISTRO,B73287740,"LEASK, S.L.",LEASK_SL,2020-04-17T00:00:00Z,10650,10175,475,427571,408501,19070,0
MONO INTEGRAL,MONO_INTEGRAL,SUMINISTRO,B73287740,"LEASK, S.L.",LEASK_SL,2020-04-17T00:00:00Z,1125,650,475,45166,26096,19070,0
MONO INTEGRAL,MONO_INTEGRAL,SUMINISTRO,B73287740,"LEASK, S.L.",LEASK_SL,2020-04-17T00:00:00Z,75,50,25,3011,2007,1004,0
BATAS DESECHABLES E IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES,SUMINISTRO,B73870024,"HERUGUER, S.L.",HERUGUER_SL,2020-04-17T00:00:00Z,425,425,0,1543,1543,0,21
CONECTOR,CONECTOR,SUMINISTRO,B73912479,"BIOMEDICA DIV. HOSPIT. SELECT, S.L",BIOMEDICA_DIV_HOSPIT_SELECT_SL,2020-04-17T00:00:00Z,50,50,0,185,185,0,21
MASCARILLA PROTECCION FFP2,MASCARILLA_PROTECCION_FFP2,SUMINISTRO,U05567797,UTE. BODYTONE INTERNATIONAL SPORT Y,UTE_BODYTONE_INTERNATIONAL_SPORT_Y,2020-04-17T00:00:00Z,500000,280000,220000,1750000,980000,770000,0
"MASCARILLAS QUIRURGICAS I, de tipo II y IIR",MASCARILLAS_QUIRURGICAS_I__de_tipo_II_y_IIR,SUMINISTRO,U05567797,UTE. BODYTONE INTERNATIONAL SPORT Y,UTE_BODYTONE_INTERNATIONAL_SPORT_Y,2020-04-17T00:00:00Z,2000000,1991800,8200,1920000,1912128,7872,0
MONO INTEGRAL,MONO_INTEGRAL,SUMINISTRO,U05567797,UTE. BODYTONE INTERNATIONAL SPORT Y,UTE_BODYTONE_INTERNATIONAL_SPORT_Y,2020-04-17T00:00:00Z,50000,14975,35025,1700000,509150,1190850,0
KIT ENSAYO SONDA CE..019-nCoV SARS-CoV-2,KIT_ENSAYO_SONDA_CE__019-nCoV_SARS-CoV-2,SUMINISTRO,GB674056721,LGC GENOMICS LIMITED,LGC_GENOMICS_LIMITED,2020-04-18T00:00:00Z,4,4,0,1053,1053,0,21
Fiad/acc. intubación,Fiad/acc__intubación,SUMINISTRO,A03142114,"TELEFLEX MEDICAL, S.A.",TELEFLEX_MEDICAL_SA,2020-04-20T00:00:00Z,11,11,0,44,44,0,10
Sondas urológicas,Sondas_urológicas,SUMINISTRO,A03142114,"TELEFLEX MEDICAL, S.A.",TELEFLEX_MEDICAL_SA,2020-04-20T00:00:00Z,50,50,0,85,85,0,10
Sondas urológicas,Sondas_urológicas,SUMINISTRO,A03142114,"TELEFLEX MEDICAL, S.A.",TELEFLEX_MEDICAL_SA,2020-04-20T00:00:00Z,85,85,0,145,145,0,10
Sondas urológicas,Sondas_urológicas,SUMINISTRO,A03142114,"TELEFLEX MEDICAL, S.A.",TELEFLEX_MEDICAL_SA,2020-04-20T00:00:00Z,5,5,0,9,9,0,0
"GUANTES DE NITRILO, CON Y SIN POLVO",GUANTES_DE_NITRILO__CON_Y_SIN_POLVO,SUMINISTRO,A08032401,"LABORATORIOS HARTMANN, S.A.",LABORATORIOS_HARTMANN_SA,2020-04-20T00:00:00Z,126000,126000,0,3629,3629,0,21
Fij/suj/acc.ventiltp,Fij/suj/acc_ventiltp,SUMINISTRO,A28061737,GENERAL ELECTRIC HEALTHCARE ESP.SA,GENERAL_ELECTRIC_HEALTHCARE_ESPSA,2020-04-20T00:00:00Z,20,20,0,484,484,0,21
Fij/suj/acc.ventiltp,Fij/suj/acc_ventiltp,SUMINISTRO,A28061737,GENERAL ELECTRIC HEALTHCARE ESP.SA,GENERAL_ELECTRIC_HEALTHCARE_ESPSA,2020-04-20T00:00:00Z,10,10,0,242,242,0,21
Fij/suj/acc.ventiltp,Fij/suj/acc_ventiltp,SUMINISTRO,A28389484,"MEDTRONIC IBERICA, S.A.",MEDTRONIC_IBERICA_SA,2020-04-20T00:00:00Z,10,10,0,145,145,0,21
