Año,Mes,Descripcion Centro,Organismo,Numero Contrato,Numero Expediente,Descripcion Contrato,Tipo Contrato,Procedimiento Adjudicacion,Articulo,Apartado,Criterios Adjudicacion,Presupuesto Total(IVA Incluido),Importe Adjudicacion (IVA Incluido),Plazo,Fecha Adjudicacion,Nombre/Razon Social,NIF/CIF Adjudicatario,Fecha Formalizacion,Tiene acuerdo Marco,Tiene ingreso/coste cero,Adjudicado por precios unitarios
2020,Enero,Ayuntamiento De Madrid,"Rea De Gobierno De Familias, Igualdad Y Bienestar Social",202000067,171/2019/00304,"realizacion de actividades de expresion dramatica con personas con discapacidad en 25 centros, (de educacion especial, centros ocupacionales y centros de dia) del municipio de madrid, incluyendo formacion a los responsables de los grupos, materiales teoricos y tecnicos, asesoramiento a lo largo del curso para el desarrollo de los talleres teatrales, asi como la organizacion y coordinacion de un certamen final con los montajes, incluidos los servicios de sonido y la gestion del acceso y aforo del local.",Servicios,Abierto,,,Pluralidad de criterios,84458.0,76012.2,22.86,2019-11-10T00:00:00Z,"Producciones Teatrales Madrid, S.L.",B82527581,2019-06-11T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Distrito De Retiro,202000068,300/2019/01200,acompaamiento a los proyectos de participacion infantil y juvenil en el distrito de retiro,Servicios,Abierto simplificado,,,Un unico criterio,30000.0,23694.0,12,2019-12-20T00:00:00Z,"Merino Y Merino Producciones, S.L.",B81590606,2019-12-26T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Distrito De Retiro,202000069,300/2019/01193,suministro de instrumentos musicales para la creacion de orquestas escolares,Suministro,Abierto simplificado sumario,,,Pluralidad de criterios,30000.0,27001.15,0.5,2019-12-13T00:00:00Z,Polimusica S.A.,A28415610,2019-12-17T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Rea De Gobierno De Hacienda Y Personal,202000070,300/2019/00356,"organizacion e imparticion, en modalidad virtual, de diferentes actividades formativas incluidas en los planes de formacion del ayuntamiento de madrid de 2019 y 2020. lote 4",Servicios,Abierto,,,Pluralidad de criterios,52152.21,21382.53,13.06,2019-10-23T00:00:00Z,Sararte S L,B70223599,2019-11-22T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Rea De Gobierno De Hacienda Y Personal,202000071,300/2019/00356,"organizacion e imparticion, en modalidad virtual, de diferentes actividades formativas incluidas en los planes de formacion del ayuntamiento de madrid de 2019 y 2020. lote 5",Servicios,Abierto,,,Pluralidad de criterios,39993.76,22399.52,13.06,2019-10-23T00:00:00Z,Sararte S L,B70223599,2019-11-22T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Rea De Gobierno De Hacienda Y Personal,202000072,300/2019/00356,"organizacion e imparticion, en modalidad virtual, de diferentes actividades formativas incluidas en los planes de formacion del ayuntamiento de madrid de 2019 y 2020. lote 2",Servicios,Abierto,,,Pluralidad de criterios,40873.8,20037.6,13.06,2019-10-23T00:00:00Z,Sararte S L,B70223599,2019-11-22T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Rea De Gobierno De Hacienda Y Personal,202000073,300/2019/00356,"organizacion e imparticion, en modalidad virtual, de diferentes actividades formativas incluidas en los planes de formacion del ayuntamiento de madrid de 2019 y 2020. lote 3",Servicios,Abierto,,,Pluralidad de criterios,46521.68,28843.3,13.3,2019-10-15T00:00:00Z,Ingenieria E Integracion Avanzadas S.A. (ingenia),A29584315,2019-11-15T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Informtica Ayuntamiento De Madrid,202000074,300/2019/00407,"arrendamiento, incluido su mantenimiento, de las suscripciones del sistema de gestor de base de datos postgres.",Suministro,Abierto,,,Un unico criterio,135247.75,135247.75,24,2019-10-25T00:00:00Z,"Econocom Servicios, S.A.",A28816379,2019-04-12T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Distrito De Latina,202000075,300/2019/00519,"servicios tecnicos de iluminacion, montaje, sonido y labores auxiliares necesarios para el desarrollo de las actividades ordinarias y extraordinarias del distrito de latina",Servicios,Abierto,,,Pluralidad de criterios,324280.0,324280.0,12,2019-10-17T00:00:00Z,Maria Cristina Losada Gonzalez,50086068A,2019-11-13T00:00:00Z,false,false,true
2020,Enero,Ayuntamiento De Madrid,Agencia Tributaria Madrid,202000076,300/2019/01492,suministro de consumibles informaticos para determinados equipos de impresion del organismo autonomo agencia tributaria madrid.,Suministro,Abierto simplificado sumario,,,Un unico criterio,42339.42,33930.54,1,2019-12-19T00:00:00Z,"Discount Informatico, S.L.",B32212557,2019-12-23T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Distrito De Villaverde,202000077,300/2019/01205,cabalgatas de reyes magos villaverde oeste y este y carnaval 2020. lote 2,Servicios,Abierto,,,Pluralidad de criterios,20622.03,18029.0,0.13,2019-04-12T00:00:00Z,Trato Producciones Artisticas Sl,B86700796,2020-09-01T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000078,MDC/2019/00233,"representacion de dos conciertos, melani di biasio y david virelles junto con master class de jazz dentro del programa ""suena conde duque iv"" en el auditorio del centro cultural conde duque",Servicios,Negociado sin publicidad,168,a) apartado 2,,19506.41,19506.41,0.43,2019-05-11T00:00:00Z,"Ciudad Zen Musicas, S.L.",B85650505,2019-11-11T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,"Area De Gobierno De Portavoz, Seguridad Y Emergencias",202000079,300/2019/00244,"mantenimiento preventivo y correctivo de la instalacion hidraulica de agua contraincendios de los vehiculos en propiedad, auetoescaleras  y brazo articulado de la jefatura del cuerpo de bomberos del ayuntamiento de madrid. lote 1",Servicios,Abierto,,,Un unico criterio,31986.0,31986.0,24,2019-08-11T00:00:00Z,"Jotrinsa Talleres, S.L.",B80713191,2019-04-12T00:00:00Z,false,false,true
2020,Enero,Ayuntamiento De Madrid,"Area De Gobierno De Portavoz, Seguridad Y Emergencias",202000080,300/2019/00244,"mantenimiento preventivo y correctivo de la instalacion hidraulica de agua contraincendios de los vehiculos en propiedad, auetoescaleras  y brazo articulado de la jefatura del cuerpo de bomberos del ayuntamiento de madrid. lote 2",Servicios,Abierto,,,Un unico criterio,151472.85,151472.85,24,2019-08-11T00:00:00Z,"Iturri, S.A.",A41050113,2019-05-12T00:00:00Z,false,false,true
2020,Enero,Ayuntamiento De Madrid,"Area De Gobierno De Portavoz, Seguridad Y Emergencias",202000081,300/2019/00244,"mantenimiento preventivo y correctivo de la instalacion hidraulica de agua contraincendios de los vehiculos en propiedad, auetoescaleras  y brazo articulado de la jefatura del cuerpo de bomberos del ayuntamiento de madrid. lote 3",Servicios,Abierto,,,Un unico criterio,29275.6,29275.6,24,2019-11-15T00:00:00Z,Rosenbauer Espaola S.A.,A28859833,2019-12-19T00:00:00Z,false,false,true
2020,Enero,Ayuntamiento De Madrid,"Area De Gobierno De Portavoz, Seguridad Y Emergencias",202000082,300/2019/00244,"mantenimiento preventivo y correctivo de la instalacion hidraulica de agua contraincendios de los vehiculos en propiedad, auetoescaleras  y brazo articulado de la jefatura del cuerpo de bomberos del ayuntamiento de madrid. lote 4",Servicios,Abierto,,,Un unico criterio,69717.16,69717.16,24,2019-08-11T00:00:00Z,Incipresa,A36633600,2019-10-12T00:00:00Z,false,false,true
2020,Enero,Ayuntamiento De Madrid,"Rea De Gobierno De Familias, Igualdad Y Bienestar Social",202000083,300/2019/00102,"servicio de orientacion juridica generalista para las personas usuarias de los centros de servicios sociales, y para las personas socias de los centros municipales de mayores del ayuntamiento de madrid.",Servicios,Abierto,,,Pluralidad de criterios,301889.17,241993.9,12,2019-06-11T00:00:00Z,Law And Business Enterprises Worldwide Sl,B85784106,2019-11-29T00:00:00Z,false,false,false
2020,Enero,Empresas,"Mercamadrid, S.A.",202000084,MER/2019/00029,"servicios de correduria de seguros, contratacion de polizas de seguro a traves de mediador 2020 y 2021",Servicios,Ordinario,,,Pluralidad de criterios,721001.66,547672.14,24,2019-11-12T00:00:00Z,"Aon Gil Y Carvajal, S.A. Correduria De Seguros",A28109247,2019-12-17T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000085,MDC/2019/00249,"suministro, produccion, instalacion, desmontaje y recolocacion de banderolas sobre farolas, para las campaas de comunicacion de madrid destino",Suministro,Abierto,,,Pluralidad de criterios,181500.0,181500.0,12,2019-10-25T00:00:00Z,"Nivell Publicitari Digital, S.L.",B64251366,2019-11-25T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000086,MDC/2019/00241,"servicio de traduccion y subtitulado de audiovisuales para la cineteca, dentro de matadero madrid",Servicios,Abierto,,,Pluralidad de criterios,101640.0,101640.0,12,2019-10-15T00:00:00Z,"36 Caracteres, S.L.",B83814871,2019-07-11T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000087,MDC/2019/00244,pr19-00244 garabato de escultura gixot8 (navidad),Servicios,Negociado sin publicidad,168,a) apartado 2,,20570.0,20570.0,0.33,2019-12-19T00:00:00Z,Joan Rovira Boix,77272367A,2019-12-20T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000088,MDC/2019/00258,"servicio de auditoria financiera de las cuentas anuales para los ejercicios 2019-2020-2021 de madrid destino cultura, turismo y negocio, s.a.",Servicios,Abierto,,,Pluralidad de criterios,145200.0,76992.3,36,2019-09-10T00:00:00Z,Crowe Servicios De Auditoria S.L.P,B83887125,2019-11-19T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000089,MDC/2019/00245,"pr19-0430 taller participativo infantil titulado ""cartas viajeras. el retablo"" en la galeria de cristal del palacio de cibeles (navidad)",Servicios,Negociado sin publicidad,168,a) apartado 2,,25682.25,25682.25,0.7,2019-12-13T00:00:00Z,Vergne Quiroga Pablo,50321710X,2019-12-18T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000090,MDC/2019/00222,servicio de prevencion ajeno para la prestacion de la figura de recurso preventivo y elaboracion de documentacion tecnica de prevencion de riesgos laborales para las actividades incluidas en la campaa de navidad,Servicios,Abierto simplificado sumario,,,Un unico criterio,38115.0,38115.0,1.5,2019-11-29T00:00:00Z,"Servicio De Prevencion, Formacion Y Consultoria, S.L.",B85808335,2019-02-12T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000091,MDC/2019/00229,pr19-0430 representacion de una serie de conciertos a que suena colombia en el centro cultural matadero (navidad),Servicios,Negociado sin publicidad,168,a) apartado 2,,34727.0,34727.0,0.56,2019-12-13T00:00:00Z,Asociacion Cultural La Parceria,G87152104,2019-12-13T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,"Area De Gobierno De Portavoz, Seguridad Y Emergencias",202000092,300/2018/01270,suministro de diverso material fungible con destino al servicio de samur-proteccion civil del ayuntamiento de madrid. lote 17,Suministro,Abierto,,,Un unico criterio,6688.0,6688.0,24,2019-11-13T00:00:00Z,"Laerdal Espaa, S.L.",B80351471,2019-11-12T00:00:00Z,false,false,true
2020,Enero,Ayuntamiento De Madrid,"Area De Gobierno De Portavoz, Seguridad Y Emergencias",202000093,300/2018/01270,suministro de diverso material fungible con destino al servicio de samur-proteccion civil del ayuntamiento de madrid. lote 18,Suministro,Abierto,,,Un unico criterio,172743.96,172743.96,24,2019-11-13T00:00:00Z,Cardiva 2 S L,B80601982,2019-11-12T00:00:00Z,false,false,true
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000094,MDC/2019/00228,"pr19-0430 creacion, diseo, produccion y exhibicion de un espectaculo de videomapping en el palacio de comunicaciones de cibeles (navidad)",Servicios,Negociado sin publicidad,168,a) apartado 2,,222277.0,222277.0,0.3,2019-12-12T00:00:00Z,"Onionlab, S.L",B64818032,2019-12-13T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000095,MDC/2019/00248,"suministro en regimen de adquisicion, asi como su montaje, de elementos de sealizacion de emergencias para instalaciones gestionadas por madrid destino",Suministro,Abierto simplificado,,,Un unico criterio,60500.0,60500.0,6,2019-11-20T00:00:00Z,"Servicios Y Seguridad Covadonda, S.L.",B81508590,2019-11-23T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000096,MDC/2019/00265,suministro del folleto z-pocket card 3x8 para madrid destino,Suministro,Negociado sin publicidad,168,a) apartado 2,,30567.0,30567.0,9,2019-10-12T00:00:00Z,Z-media Global Bvba (z-card Europe),BE0725771420,2019-12-12T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000097,MDC/2019/00246,"pr19-0430 representacion de dos conciertos y actividad infantil en el centro cultural matadero madrid,  en los jardines de cabo noval y en la sala plato de cineteca  (navidad)",Servicios,Negociado sin publicidad,168,a) apartado 2,,6400.9,6400.9,0.23,2019-12-20T00:00:00Z,"Sol Producciones,s.L.",B80823891,2019-12-23T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,"Area De Gobierno De Portavoz, Seguridad Y Emergencias",202000098,300/2018/01751,"servicio de mantenimiento de 1.607 cascos integrales usados o nuevos, y 551 linternas recargables led usadas o nuevas con cargadores para la jefatura del cuerpo de bomberos del ayuntamiento de madrid.",Servicios,Abierto,,,Pluralidad de criterios,369122.96,280938.38,24,2019-11-15T00:00:00Z,"Drager Safety Hispania, S.A.",A83140012,2019-12-13T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,"Rea De Gobierno De Familias, Igualdad Y Bienestar Social",202000099,300/2019/00104,"contrato administrativo de servicios que conlleven prestaciones directas a favor de la ciudadania denominado ""centro de crisis 24 horas para la atencion a mujeres victimas de violencia sexual""",Servicios,Abierto,,,Pluralidad de criterios,2517773.54,2242878.0,24,2019-06-11T00:00:00Z,Fundacion Para La Convivencia Aspacia,G86527496,2019-11-29T00:00:00Z,false,false,false
2020,Enero,Empresas,"Empresa Municipal De Servicios Funerarios Y Cementerios De Madrid, S.A.",202000100,SFC/2019/00053,"obras de acondicionamiento del crematorio del cementerio de nuestra seora de la almudena de madrid de la emsfycm, s.a.",Obras,Negociado sin publicidad,168,a) apartado 1,,199263.97,194004.9,3,2019-12-11T00:00:00Z,"Obras Y Edificaciones Page, S.L.",B79547980,2019-12-16T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Rea De Gobierno De Medio Ambiente Y Movilidad,202000101,300/2018/02185,contrato de servicios para la gestion del centro de informacion y educacion ambiental de la casa de campo,Servicios,Abierto,,,Pluralidad de criterios,403526.48,377297.26,24,2019-11-13T00:00:00Z,"Talher, S.A.",A08602815,2019-12-12T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000102,MDC/2019/00252,"suministro en regimen de adquisicion, asi como su entrega y montaje, de mobiliario de oficina",Suministro,Abierto,,,Pluralidad de criterios,169400.0,169400.0,24,2019-10-29T00:00:00Z,"Grupo Disofic, S.L.U.",B29070943,2019-03-12T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Distrito De Hortaleza,202000103,300/2018/01613,programa de actividades extraescolares municpales en centros educativos del distrito de hortleza 2019-2021,Servicios,Abierto,,,Pluralidad de criterios,222974.4,195531.34,18.7,2019-10-31T00:00:00Z,"Hartford, S.L.",B59416479,2019-02-12T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000104,MDC/2019/00243,"pr19-0430 programa de actividades de literatura y tradicion oral titulado ""espacio macondo"" en la casa del lector de matadero madrid (navidad)",Servicios,Negociado sin publicidad,168,a) apartado 2,,24200.0,24200.0,0.36,2019-12-20T00:00:00Z,Fundacion Contemporanea,G85598928,2019-12-20T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Rea De Gobierno De Obras Y Equipamientos,202000105,145/2019/01322,"el objeto del contrato es la suscripcion de una poliza de seguro de rc, para el aseguramiento de las consecuencias economicas derivadas de la responsabilidad civil/patrimonial, general, por instalaciones radiactivas no sometidas a seguro obligatorio, profesional, patronal o por accidente de trabajo, que durante la vigencia del contrato pudiera corresponder directa, solidaria o subsidiariamente al ayuntamiento de madrid por el ordenamiento juridico vigente, por daos corporales, materiales y perjuicios economicos consecutivos o no, causados a terceros en el ejercicio de su actividad asegurada.",Servicios,Abierto,,,Pluralidad de criterios,1.1E7,8588106.0,24,2019-11-19T00:00:00Z,"Allianz Compaia De Seguros Y Reaseguros, S.A.",A28007748,2019-12-19T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Distrito De Retiro,202000106,300/2019/00373,servicio de vigilancia y seguridad de los edificios dependientes del distrito de retiro,Servicios,Abierto,,,Pluralidad de criterios,997332.32,916826.47,24,2019-07-10T00:00:00Z,"Sasegur, S.L.",B78976263,2019-04-12T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Informtica Ayuntamiento De Madrid,202000107,300/2019/01351,"mantenimiento de dos impresoras oce variostream 7550g501 twin, de iam.",Servicios,Abierto simplificado,,,Un unico criterio,117112.14,117112.14,9,2019-03-12T00:00:00Z,"Canon Espaa, S.A.",A28122125,2019-11-12T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000108,MDC/2019/00242,"pr19-0430 servicio de realizacion de dos espectaculos piromusicales ,  asi como suministro de materiales pirotecnicos de acompaamiento al desfile de la cabalgata 2020",Servicios,Negociado sin publicidad,168,a) apartado 2,,16127.48,16127.48,0.53,2019-12-20T00:00:00Z,"Pirotecnia Vulcano, S.L.",B80077027,2019-12-20T00:00:00Z,false,false,false
