Ao;Mes;Descripcin Centro;Organismo;Nmero Contrato;Nmero Expediente;Descripcin Contrato;Tipo Contrato;Procedimiento Adjudicacin;Artculo;Apartado;Criterios Adjudicacin;Presupuesto Total(IVA Incluido);Importe Adjudicacin (IVA Incluido);Plazo;Fecha Adjudicacin;Nombre/Razn Social;NIF/CIF Adjudicatario;Fecha Formalizacin;Acuerdo Marco;Ingreso/Coste Cero;Observaciones;;;;;;;;
2020;Marzo;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000350;MDC/2020/00024;"REPRESENTACION ARTISTICA DE TRES CONCIERTOS ""CRAIG LEON&CASSELL WEBB"", ""MOON DUO"" Y ""PONGO"" DENTRO DEL CICLO DE MUSICA EMERGENTE Y CONTEMPORANEA ""SUENA CONDE DUQUE V"" EN CENTRO CULTURAL CONDE DUQUE";Servicios;Negociado sin publicidad;168;a) apartado 2;;20246.93;20246.93;2.13;21/02/2020;GIRADISCOS, S.L.;B86922523;02/03/2020; ;;;;;;;;;;
2020;Marzo;AYUNTAMIENTO DE MADRID;DISTRITO DE ARGANZUELA;202000351;300/2018/01156;"TERAPIA OCUPACIONAL ""ENVEJECER EN CASA"" AO 2019";Servicios;Abierto;;;Pluralidad de criterios;56094.57;53240.04;12;13/06/2019;BENORT SOCIAL SL;B45561909;10/07/2019; ;;;;;;;;;;
2020;Marzo;EMPRESAS;EMPRESA MUNICIPAL DE LA VIVIENDA Y SUELO DE MADRID, S.A.;202000352;EVS/2020/00008;SUMINISTRO DEL SOFTWARE DENOMINADO INFOLEX PARA LA GESTION DE EXPEDIENTES JUDICIALES DE LA EMPRESA MUNICIPAL DE LA VIVIENDA Y SUELO DE MADRID, S.A.;Suministro;Negociado sin publicidad;168;a) apartado 2;;9624.34;9624.34;12;14/02/2020;EDITORIAL ARANZADI, S.A.;A81962201;25/02/2020; ;;;;;;;;;;
2020;Marzo;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000353;EMT/2019/00144;SUMINISTRO DE PAPEL BLANCO PARA IMPRESORAS Y FOTOCOPIADORAS, TAMAO A4 DE 80G/M2 (09000377);Suministro;Abierto simplificado;;;Un unico criterio;26269.10;18718.70;12;10/02/2020;S.C. SAN MARTIIN S.L.;B28922490;05/03/2020; ;;;;;;;;;;
2020;Marzo;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000354;EMT/2019/00134;SUMINISTRO DE UNA CARRETILLA ELEVADORA ELECTRICA;Suministro;Abierto simplificado;;;Un unico criterio;27830.00;27541.80;3;08/01/2020;ALCAMAR S.L.;B28659811;05/03/2020; ;;;;;;;;;;
2020;Marzo;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000355;EMT/2019/00132;SUMINISTRO DE PISTON COMPLETO PARA MOTOR E2876LUH03 REFERENCIA MAN 51.02500-6078, MAHLE 229 16 00, O EQUIVALENTE (03019786);Suministro;Abierto simplificado;;;Un unico criterio;21780.00;21779.27;12;03/02/2020;MAN TRUCK & BUS IBERIA, S.A.;A78507498;05/03/2020; ;;;;;;;;;;
2020;Marzo;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000356;EMT/2019/00067;ACUERDO MARCO PARA LA EJECUCION DE OBRAS EN EDIFICIOS E INFRAESTRUCTURAS DE LA EMT DE MADRID;Obras;Abierto;;;Pluralidad de criterios;0.00;0.00;24;15/01/2020;SERANCO, S.A.;A79189940;12/02/2020;SI;;;;;;;;;;
2020;Abril;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000357;EMT/2019/00111;SERVICIO DE MANTENIMIENTO DE LA INFRAESTRUCTURA HARDWARE DE LA EMT DE MADRID;Servicios;Abierto;;;Pluralidad de criterios;1011759.65;974050.00;48;22/01/2020;SPHERA, DESARROLLO E INNOVACION EN TECNOLOGIAS DE LA INFORMACION, S.A.;A86405305;20/02/2020; ;;;;;;;;;;
2020;Abril;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000358;EMT/2019/00118;ADQUISICION DE 2 MOTORES DE NOMINA Y 15 LICENCIAS DE USUARIO Y RENOVACION DEL MANTENIMIENTO DE LAS LICENCIAS DEL ERP DE SAP DE EMT DE MADRID;Suministro;Abierto;;;Un unico criterio;1406723.75;1361450.73;34.2;22/01/2020;VANTURE CORPORATE GROUP S.A.;A63201735;24/02/2020; ;;;;;;;;;;
2020;Abril;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000359;MDC/2020/00010;CONTRATACION DE LOS TRABAJOS DE REDACCION DEL PROYECTO TECNICO , EJECUCION DE OBRAS Y SUMINISTRO E INSTALACION Y MODERNIZACION DEL EQUIPAMIENTO DE LAS INSTALACIONES AUDIOVISUALES DEL COMPLEJO CAJA MAGICA (LOTE 1);Suministro;Abierto simplificado;;;Pluralidad de criterios;847000.00;708932.22;5.23;15/01/2020;UTE MADRID DESTINO;U88562228;28/01/2020; ;;;;;;;;;;
2020;Abril;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000360;EMT/2019/00119;SUMINISTRO, INSTALACION Y CONFIGURACION DE UNA INFRAESTRUCTURA MODULAR DE SERVIDORES Y ALMACENAMIENTO Y PARA LA EVOLUCION DEL SISTEMA DE ALMACENAMIENTO - LOTES 1, 2 Y 3;Suministro;Abierto;;;Pluralidad de criterios;682440.00;636933.06;1.5;22/01/2020;SPHERA, DESARROLLO E INNOVACION EN TECNOLOGIAS DE LA INFORMACION, S.A.;A86405305;05/03/2020; ;;;;;;;;;;
2020;Abril;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000361;EMT/2019/00108;SERVICIO PARA LA REALIZACION DE INSPECCIONES, INFORMES Y TRAMITES REGLAMENTARIOS PARA CONSEGUIR LAS CERTIFICACIONES OFICIALES EN LAS INSTALACIONES PETROLIFERAS EN LOS CENTROS DE TRABAJO DE LA EMT Y MANTENIMIENTO DE LOS EQUIPOS E INSTALACIONES DE DISTRIBUCION DE CARBURANTES LIQUIDOS EN LOS CENTROS DE OPERACIONES DE FUENCARRAL, CARABANCHEL, LA ELIPA Y ENTREVIAS- LOTES 1 Y 2;Servicios;Abierto;;;Pluralidad de criterios;211073.61;204526.28;36;03/02/2020;TOKHEIM KOPPENS IBERICA, S.A.;A28102622;20/03/2020; ;;;;;;;;;;
2020;Abril;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000362;MDC/2020/00010;CONTRATACION DE LOS TRABAJOS DE REDACCION DE PROYECTO TECNICO, EJECUCION DE OBRAS Y SUMINISTRO E INSTALACION Y MODERNIZACION DEL EQUIPAMIENTO DE LAS INSTALACIONES AUDIOVISUALES DEL PABELLON MULTIUSOS I Y II DE RECINTOS FERIALES DE LA CASA DE CAMPO. LOTE 2;Suministro;Abierto simplificado;;;Pluralidad de criterios;726000.00;650575.13;5.23;21/01/2020;UTE CASA CAMPO;U88568167;28/01/2020; ;;;;;;;;;;
2020;Abril;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000363;EMT/2019/00121;SUMINISTRO DE INYECTOR ELECTRONICO DE MOTOR DE GAS IVECO 5801377309, BOSCH 0280158827, O EQUIVALENTE (03021841);Suministro;Abierto;;;Un unico criterio;313390.00;271887.00;24;03/01/2020;EUROPART HISPANO ALEMANA, S.A.;A96598917;05/03/2020; ;;;;;;;;;;
2020;Abril;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000364;EMT/2019/00127;SUMINISTRO DE 5 ARRANCADORES PARA EL C.O. LA ELIPA Y ENTREVIAS - LOTES 1 Y 2;Suministro;Abierto simplificado;;;Un unico criterio;6050.00;4961.00;4;07/01/2020;RASMUS MARINE, S.L.;B84629344;20/02/2020; ;;;;;;;;;;
2020;Abril;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000365;EMT/2019/00147;EJECUCION DE LAS OBRAS DE ADECUACION DE LA ESTACION DE REPOSTADO DE GASOIL DEL CENTRO DE OPERACIONES DE LA ELIPA DE EMT MADRID;Obras;Abierto simplificado;;;Pluralidad de criterios;68365.00;63039.37;0.93;06/02/2020;ELECNOR S.A.;A48027056;16/03/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;REA DE GOBIERNO DE OBRAS Y EQUIPAMIENTOS;202000366;300/2018/01557;CONTRATO PARA LA EJECUCION DE LAS OBRAS EN ACERAS, PAVIMENTOS, ALCORQUES, RENATURALIZACION, JARDINERAS Y PLANTACION DE ALCORQUES CONTEMPLADAS EN LAS ACTUACIONES DE MEJORA URBANA ASOCIADAS A LOS PLANES INTEGRALES DE BARRIO, CONFORME AL PROCESO DE CONCERTACION REALIZADO CON LAS ENTIDADES PARTICIPANTES EN DICHOS PLANES INTEGRALES. PIBAS. 3 LOTES. LOTE 3;Obras;Abierto;;;Pluralidad de criterios;403764.39;276174.84;3;17/04/2019;INGENIERIA Y DISEOS TECNICOS, S.A.U.;A78847381;21/05/2019; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;REA DE GOBIERNO DE OBRAS Y EQUIPAMIENTOS;202000367;300/2018/01778;CONTRATO DE SERVICIO DE DIRECCION FACULTATIVA Y DE COORDINACION DE SEGURIDAD Y SALUD DE LAS OBRAS CONTEMPLADAS EN LAS ACTUACIONES DE MEJORA URBANA ASOCIADAS A LOS PLANES INTEGRALES DE BARRIO. 3 LOTES. LOTE 3;Servicios;Abierto simplificado;;;Pluralidad de criterios;8482.45;7253.95;16;26/04/2019;TPF GETINSA EUROESTUDIOS S.L.;B84840685;16/05/2019; ;;;;;;;;;;
2020;Abril;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000368;EMT/2019/00120;SUMINISTRO DE 270.000 LITROS DE DETERGENTE PARA LIMPIEZA DE CARROCERIAS SIN FROTAR (06000045);Suministro;Abierto;;;Pluralidad de criterios;261360.00;219215.70;24;22/01/2020;THOMIL, S.A.;A81765067;26/03/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;REA DE GOBIERNO DE OBRAS Y EQUIPAMIENTOS;202000369;300/2018/01778;CONTRATO DE SERVICIO DE DIRECCION FACULTATIVA Y DE COORDINACION DE SEGURIDAD Y SALUD DE LAS OBRAS CONTEMPLADAS EN LAS ACTUACIONES DE MEJORA URBANA ASOCIADAS A LOS PLANES INTEGRALES DE BARRIO. 3 LOTES. LOTE 1;Servicios;Abierto simplificado;;;Pluralidad de criterios;18584.66;15888.51;18;22/04/2019;TPF GETINSA EUROESTUDIOS S.L.;B84840685;16/05/2019; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;REA DE GOBIERNO DE OBRAS Y EQUIPAMIENTOS;202000370;300/2018/01557;CONTRATO PARA LA EJECUCION DE LAS OBRAS EN ACERAS, PAVIMENTOS, ALCORQUES, RENATURALIZACION, JARDINERAS Y PLANTACION DE ALCORQUES CONTEMPLADAS EN LAS ACTUACIONES DE MEJORA URBANA ASOCIADAS A LOS PLANES INTEGRALES DE BARRIO, CONFORME AL PROCESO DE CONCERTACION REALIZADO CON LAS ENTIDADES PARTICIPANTES EN DICHOS PLANES INTEGRALES. PIBAS. 3 LOTES. LOTE 1;Obras;Abierto;;;Pluralidad de criterios;884629.68;608979.07;4.16;17/04/2019;"MANTENIMIENTO DE INFRAESTRUCTURAS; S.A.";A80173115;21/05/2019; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;REA DE GOBIERNO DE OBRAS Y EQUIPAMIENTOS;202000371;300/2018/01557;CONTRATO PARA LA EJECUCION DE LAS OBRAS EN ACERAS, PAVIMENTOS, ALCORQUES, RENATURALIZACION, JARDINERAS Y PLANTACION DE ALCORQUES CONTEMPLADAS EN LAS ACTUACIONES DE MEJORA URBANA ASOCIADAS A LOS PLANES INTEGRALES DE BARRIO, CONFORME AL PROCESO DE CONCERTACION REALIZADO CON LAS ENTIDADES PARTICIPANTES EN DICHOS PLANES INTEGRALES. PIBAS. 3 LOTES. LOTE 2;Obras;Abierto;;;Pluralidad de criterios;2966230.41;2013180.58;5;17/04/2019;UTE: INESCO S.A. Y ASFALTOS Y PAVIMENTOS S.A.;U88392162;21/06/2019; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;MADRID SALUD;202000372;300/2019/01458;SERVICIO PARA LA REALIZACION DE LAS AUDITORIAS EXTERNAS DE EVALUACION DE LA ACREDITACION DEL DEPARTAMENTO DEL LABORATORIO DE SALUD PUBLICA DE MADRID SALUD (EXPEDIENTES LE/406, LE/1915 Y LE/2500). AOS 2020 Y 2021;Servicios;Negociado sin publicidad;168;a) apartado 2;;50950.72;50950.72;22;24/02/2020;ENTIDAD NACIONAL DE ACREDITACION;G78373214;28/02/2020; ;;;;;;;;;;
2020;Abril;EMPRESAS;EMPRESA MUNICIPAL DE LA VIVIENDA Y SUELO DE MADRID, S.A.;202000373;EVS/2020/00010;DESINFECCION DE LA SEDE DE EMVS. TRAMITACION DE EMERGENCIA. ;Suministro;Tramitacin Emergencia;;;;2032.80;2032.80;1;13/03/2020;EZSA SANIDAD AMBIENTAL SL;B09321928;13/03/2020; ;;;;;;;;;;
2020;Abril;EMPRESAS;EMPRESA MUNICIPAL DE LA VIVIENDA Y SUELO DE MADRID, S.A.;202000374;EVS/2020/00011;SUMINISTRO DE OCHO ORDENADORES PORTATILES. TRAMITACION DE EMERGENCIA.;Suministro;Tramitacin Emergencia;;;;10244.66;10244.66;1;16/03/2020;TECNICOS ASOCIADOS INFORMATICA, S.A.U.;A79054748;16/03/2020; ;;;;;;;;;;
2020;Abril;EMPRESAS;EMPRESA MUNICIPAL DE LA VIVIENDA Y SUELO DE MADRID, S.A.;202000375;EVS/2020/00009;SUMINISTRO DE UN ORDENADOR PORTATIL PARA LA DIRECCION DE ADMINISTRACION Y FINANZAS;Suministro;Tramitacin Emergencia;;;;899.01;899.01;1;13/03/2020;EL CORTE INGLES S A;A28017895;13/03/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;REA DE GOBIERNO DE FAMILIAS, IGUALDAD Y BIENESTAR SOCIAL;202000376;300/2019/01556;CONTRATO DE SERVICIO DE MANUTENCION CON PRODUCTOS DE COMERCIO JUSTO PARA LOS USUARIOS DE LA UNIDAD DE ALOJAMIENTO DE EMERGENCIA PARA LA POBLACION INMIGRANTE;Servicios;Abierto simplificado;;;Pluralidad de criterios;59994.00;59994.00;12;17/03/2020;AXIAL MEDITERRANEA, SL .;B98792708;02/04/2020; ;;;;;;;;;;
2020;Abril;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000377;EMT/2019/00124;SUMINISTRO DE 50.880 KILOS DE ACEITE SINTETICO MOTOR 15W40 MERCEDES GNC EURO VI (06001312);Suministro;Abierto;;;Un unico criterio;566396.16;557161.44;12;26/02/2020;COSAN LUBRICANTES ESPAA, S.L.;B66084617;26/03/2020; ;;;;;;;;;;
2020;Abril;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000378;EMT/2019/00126;SUMINISTRO Y MANTENIMIENTO DE LICENCIAS DE ANTIVIRUS KASPERSKY;Suministro;Abierto;;;Un unico criterio;197896.21;197230.00;48;31/01/2020;TELEFONICA SOLUCIONES DE INFORMATICA Y COMUNICACION DE ESPAA, S.A.;A78053147;19/03/2020; ;;;;;;;;;;
2020;Abril;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000379;EMT/2019/00141;"REALIZACION DE ESTUDIOS E INFORMES PARA LA ""DESCLASIFICACION DE ZONAS PARA LOCAL CON RIESGO DE INCENDIO Y EXPLOSION (CENTROS DE OPERACIONES, APARCAMIENTOS Y BASES)"" - LOTES 1 Y 2";Servicios;Abierto simplificado;;;Pluralidad de criterios;30543.04;23304.60;12;07/02/2020;INITIUM AUTOMATIZACION Y ROBOTICA S.L.;B84085885;16/03/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;DISTRITO DE PUENTE DE VALLECAS;202000380;114/2020/01504;CON EL FIN DE GARANTIZAR LA ALIMENTACION BASICA CONSISTENTE EN DOS COMIDAS DIARIAS, SE HACE PRECISO LA CONTRATACION DEL SERVICIO DE MANUTENCION PARA AQUELLAS PERSONAS QUE SE HALLAN EN SITUACION O RIESGO DE EXCLUSION SOCIAL, Y QUE COMO CONSECUENCIA DE LA ADOPCION DE LAS MEDIDAS EXTRAORDINARIAS DE CONTENCION DEL COVID-19, SE VAN A VER IMPEDIDOS DE SU SUMINISTRO. ;Servicios;Tramitacin Emergencia;;;;528000.00;528000.00;2;18/03/2020;ALASA CATERING SL;B87601571;18/03/2020; ;;;;;;;;;;
2020;Abril;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000381;EMT/2019/00087;SUMINISTRO Y MONTAJE DE PUERTAS SECCIONALES PARA LA BASE DEL RECUERDO DE LA EMT DE MADRID;Suministro;Abierto simplificado;;;Pluralidad de criterios;36300.00;22480.44;2.33;08/01/2020;DOMYA SYSTEMS S.L.;B87603189;26/03/2020; ;;;;;;;;;;
2020;Abril;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000382;EMT/2019/00151;SERVICIO DE MANTENIMIENTO DEL SISTEMA DE GESTION DE FLOTA DE LAS GRUAS DE RETIRADA DE VEHICULOS DE LA VIA PUBLICA.;Servicios;Abierto;;;Pluralidad de criterios;380624.86;380624.86;36;29/01/2020;GRUPO MECANICA DEL VUELO SISTEMAS S.A.U.;A83135111;05/03/2020; ;;;;;;;;;;
2020;Abril;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000383;EMT/2019/00154;SERVICIO DE RECTIFICADO DE COMPONENTES DE MOTOR;Servicios;Abierto simplificado;;;Un unico criterio;47020.60;47020.60;24;19/02/2020;RENOVA MOTOR, S.L.;B45303617;19/03/2020; ;;;;;;;;;;
2020;Abril;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000384;MDC/2020/00028;"EJECUCION Y DESARROLLO DE LA REPRESENTACION ARTISTICA ""EL OTRO""  Y ACTIVIDAD PARALELA/PEDAGOGICA EN TEATRO FERNAN GOMEZ. CENTRO CULTURAL DE LA VILLA";Servicios;Negociado sin publicidad;168;a) apartado 2;;259820.88;259215.88;1.2;12/02/2020;EL DESVAN PRODUCCIONES, S.L;B06619969;05/03/2020; ;;;;;;;;;;
2020;Abril;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000385;MDC/2020/00026;SERVICIOS DE COORDINACION DEL PROGRAMA DE 0 A 99: COMUNIDAD DE APRENDIZAJE INTERGENERACIONAL Y CAMPAMENTO DE VERANO INTERGENERACIONAL. EDICION 2020;Servicios;Negociado sin publicidad;168;a) apartado 2;;37994.00;37994.00;5.13;27/02/2020;ASOCIACION LA ESCALERA INTERVENCION E INVESTIGACION EN AMBITOS COMUNITARIOS;G87770004;27/02/2020; ;;;;;;;;;;
2020;Abril;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000386;MDC/2020/00027;SERVICIO DE ENVIO DE DOCUMENTACION Y PAQUETERIA DE AMBITO NACIONAL E INTERNACIONAL;Servicios;Abierto;;;Pluralidad de criterios;54450.00;54450.00;24;30/01/2020;WEST FARGO, S.L.;B79557633;05/02/2020; ;;;;;;;;;;
2020;Abril;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000387;EMT/2019/00158;SUMINISTRO DE MAQUINAS PARA ANALISIS DE LA SALUD DE LOS TRABAJADORES DE EMT DE MADRID - LOTE 5;Suministro;Abierto simplificado;;;Un unico criterio;7139.00;6748.17;1;05/02/2020;INSTALACIONES INTEGRALES LED, S.L.;B86310562;16/03/2020; ;;;;;;;;;;
2020;Abril;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000388;EMT/2019/00158;SUMINISTRO DE MAQUINAS PARA ANALISIS DE LA SALUD DE LOS TRABAJADORES DE EMT DE MADRID - LOTES 2 Y 6;Suministro;Abierto simplificado;;;Un unico criterio;11047.30;10466.50;1;05/02/2020;PREVYMEDICA ELECTROMEDICINA S.L.;B84570456;19/03/2020; ;;;;;;;;;;
2020;Abril;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000389;EMT/2019/00158;SUMINISTRO DE MAQUINAS PARA ANALISIS DE LA SALUD DE LOS TRABAJADORES DE EMT DE MADRID - LOTES 1 Y 4;Suministro;Abierto simplificado;;;Un unico criterio;3993.00;3775.20;1;05/02/2020;D MEDICA S.L.;B46733234;16/04/2020; ;;;;;;;;;;
2020;Abril;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000390;EMT/2019/00131;SERVICIOS DE TRANSPORTE DE RECAUDACION Y VALORES DE EMT MADRID;Servicios;Abierto;;;Un unico criterio;860402.86;827324.42;24;26/02/2020;PROSEGUR SERVICIOS DE EFECTIVO ESPAA, SL;B86657640;26/03/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000391;195/2020/00004;CONTRATO DE EMERGENCIA DE ADQUISICION DE 2.500 UNIDADES DE GAFAS DE PROTECCION HERMETICA PARA EL SAMUR PROTECCION CIVIL, COMO CONSECUENCIA DE LA SITUACION EXCEPCIONAL DE SALUD PUBLICA OCASIONADA POR EL COVID-19 (122020TE);Suministro;Tramitacin Emergencia;;;;25712.50;25712.50;1;29/03/2020;LOST SIMETRY, S.L.;B14602403;16/04/2020; ;;;;;;;;;;
2020;Abril;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000392;MDC/2020/00025;SERVICIO DE ASISTENCIA TCECNICA EN DIRECCION DE EJECUCION Y COORDINACION DE SEGURIDAD Y SALUD DURANTE LA EJECUCION DE LAS OBRAS ASOCIADAS AL ACUERDO MARCO DE OBRAS IV 2019-2020, A DESARROLLAR EN LOS CENTROS DEPENDIENTES DE MADRID DESTINO. LOTE 1;Servicios;Abierto simplificado;;;Pluralidad de criterios;26620.00;19965.00;12;11/02/2020;ARQUITECTURA TECNICA GONZALEZ PALACIOS, S.L.P.;B88132949;03/03/2020; ;;;;;;;;;;
2020;Abril;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000393;MDC/2020/00025;LOTE 2. SERVICIO DE ASISTENCIA TECNICA EN DIRECCION DE EJECUCION Y COORDINACION DE SEGURIDAD Y SALUD DURANTE LA EJECUCION DE LAS OBRAS ASOCIADAS AL ACUERDO MARCO DE OBRAS IV 2019-2020, A DESARROLLAR EN LOS CENTROS DEPENDIENTES DE MADRID DESTINO;Servicios;Abierto simplificado;;;Pluralidad de criterios;21780.00;16335.00;12;11/02/2020;ARQUITECTURA TECNICA GONZALEZ PALACIOS, S.L.P.;B88132949;03/03/2020; ;;;;;;;;;;
2020;Abril;EMPRESAS;EMPRESA MUNICIPAL DE LA VIVIENDA Y SUELO DE MADRID, S.A.;202000394;EVS/2020/00013;SUMINISTRO DE 4 FUENTES DE ALIMENTACION PARA CABINA DE ALMACENAMIENTO INSTALADA EN EMPRESA MUNICIPAL DE LA VIVIENDA Y SUELO DE MADRID, S.A.;Suministro;Abierto simplificado;;;Un unico criterio;1089.00;459.80;0.33;20/03/2020;TECNICOS ASOCIADOS INFORMATICA, S.A.U.;A79054748;25/03/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000395;195/2020/00003;CONTRATO DE EMERGENCIA DE ADQUISICION DE 40 TAQUILLAS PARA EL SAMUR PROTECCION CIVIL, COMO CONSECUENCIA DE LA SITUACION EXCEPCIONAL DE SALUD PUBLICA OCASIONADA POR EL COVID-19 (012020TE);Suministro;Tramitacin Emergencia;;;;8910.92;8910.92;1;16/03/2020;MOBILIAR, SL;B78118106;17/04/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;AGENCIA TRIBUTARIA MADRID;202000396;205/2020/15466;SERVICIO DE DESINFECCION POR NEBULIZACION CON PRODUCTO VIRUCIDA, DE LOS EDIFICIOS DEL ORGANISMO AUTONOMO AGENCIA TRIBUTARIA MADRID DE SACRAMENTO 1,3-5, 7, 9, LOCAL SACRAMENTO 7 Y 7-BIS, MAYOR 58, OAIC HIERRO 27 Y OAIC RAMON POWER 24, COMO MEDIDA EXCEPCIONAL POR SITUACION DE EMERGENCIA RELATIVA AL COVID-19 PARA EVITAR LOS RIESGOS SANITARIOS, Y DE CONTAGIO DE LOS EMPLEADOS MUNICIPALES DE LA AGENCIA TRIBUTARIA MADRID.TRAMITACION DE EMEREGENCIA.;Servicios;Tramitacin Emergencia;;;;5687.00;5687.00;0.03;02/04/2020;DOKESIM MANTENIMIENTO INTEGRAL, SL;B86649993;08/04/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;REA DE GOBIERNO DE HACIENDA Y PERSONAL;202000397;135/2019/00210;POLIZA DE SEGURO DE AUTOMOVILES PARA LA FLOTA DE VEHICULOS DEL AYUNTAMIENTO DE MADRID;Servicios;Abierto;;;Pluralidad de criterios;2096720.28;2001987.30;24;25/02/2020;BILBAO, C.A._DE SEGUROS Y REASEGUROS.;A48001648;31/03/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;AGENCIA PARA EL EMPLEO DE MADRID;202000398;300/2018/01416;ACUERDO MARCO PARA EL ARRENDAMIENTO DE EQUIPOS INFORMATICOS (2019) PARA LA AGENCIA PARA EL EMPLEO DE MADRID;Suministro;Abierto;;;Pluralidad de criterios;0.00;0.00;24;02/08/2019;BECHTLE DIRECT S.L.;B83029439;24/09/2019;SI;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;INFORMTICA AYUNTAMIENTO DE MADRID;202000399;300/2019/01544;SERVICIO DE MANTENIMIENTO Y SOPORTE DEL SOFTWARE KNOSYS.;Servicios;Abierto simplificado;;;Un unico criterio;72600.00;72600.00;48;23/03/2020;MICRONET, S.A.;A28899599;08/04/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;DISTRITO DE CIUDAD LINEAL;202000400;300/2019/01043;ORGANIZACION Y FUNCIONAMIENTO DE DOS PROYECTOS EDUCATIVOS, DENTRO DE LOS FONDOS DE REEQUILIBRIO TERRITORIAL DEL DISTRITO DE CIUDAD LINEAL. LOTE 2;Servicios;Abierto;;;Pluralidad de criterios;157080.00;125796.00;33.56;04/02/2020;ALVALOP SERVICIOS XXI SL;B36591063;03/03/2020; ;;;;;;;;;;
2020;Abril;AYUNTAMIENTO DE MADRID;DISTRITO DE CIUDAD LINEAL;202000401;300/2019/01043;ORGANIZACION Y FUNCIONAMIENTO DE DOS PROYECTOS EDUCATIVOS, DENTRO DE LOS FONDOS DE REEQUILIBRIO TERRITORIAL DEL DISTRITO DE CIUDAD LINEAL. LOTE 1;Servicios;Abierto;;;Pluralidad de criterios;114285.60;95997.00;33.6;04/02/2020;J C MADRID DEPORTE Y CULTURA S.L.;B80345721;02/03/2020; ;;;;;;;;;;
