contract-number,award-date,expiry-date,gsin,gsin-description_en,supplier-legal-name,supplier-address-city,wikiCity-Supplier,supplier-address-prov-state,supplier-address-postal-code,supplier-address-country,organization-employee-count_en,total-contract-value,end-user-entity_en,wikiEndUserEntity,contracting-entity-office-name_en,contracting-address-city,wikiCity-EndUser,contracting-address-prov-state,contracting-address-postal-code,contracting-address-country
E62ZR-203192-001-EEM,2020-03-27T00:00:00Z,2021-03-28T00:00:00Z,N7030,ADP Software,Open Text Inc,San Mateo,http://www.wikidata.org/entity/Q169943,California,94404,United States of America,5000 employees and over,9163.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,BPMS - PRODUCT,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E6MON-170002-007-MTB,2020-03-31T00:00:00Z,2020-05-31T00:00:00Z,WR2320,"TRUCKS AND TRUCK TRACTORS, WHEELED - RENTAL",RYDER TRUCK RENTAL CANADA LTD.-LOCATION DE CAMIONS RYDER DU CANADA LTEE.,Vanier,http://www.wikidata.org/entity/Q3554588,Quebec,G1M3J3,Canada,200 to 499 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC-MON,Montreal,http://www.wikidata.org/entity/Q340,Quebec,H5A1L6,Canada
E6MON-170002-009-MTB,2020-03-31T00:00:00Z,2020-05-31T00:00:00Z,WR2320,"TRUCKS AND TRUCK TRACTORS, WHEELED - RENTAL",Location Brossard inc.,Dorval,http://www.wikidata.org/entity/Q141963,Quebec,H9P1J7,Canada,100 to 199 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC-MON,Montreal,http://www.wikidata.org/entity/Q340,Quebec,H5A1L6,Canada
E6MON-210005-001-MTA,2020-03-30T00:00:00Z,2020-07-31T00:00:00Z,N5510D,Lumber,CANAC-MARQUIS GRENIER LTEE,LAncienne-Lorette,http://www.wikidata.org/entity/Q142218,Quebec,G2E5W2,Canada,1500 to 2499 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC-MON,Montreal,http://www.wikidata.org/entity/Q340,Quebec,H5A1L6,Canada
E6MON-210005-002-MTA,2020-03-30T00:00:00Z,2020-07-31T00:00:00Z,N5510D,Lumber,Lefebvre & Benot S.E.C.,Laval,http://www.wikidata.org/entity/Q141810,Quebec,H7C0A5,Canada,1 to 4 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC-MON,Montreal,http://www.wikidata.org/entity/Q340,Quebec,H5A1L6,Canada
E6VIC-200005-012-VIC,2020-03-30T00:00:00Z,2021-02-28T00:00:00Z,N8905Z,"Meat, Poultry and Fish",FRASER VALLEY MEAT SUPPLIES LTD,Chilliwack,http://www.wikidata.org/entity/Q983026,British Columbia,V2P4W8,Canada,100 to 199 employees,7000.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC VIC,Victoria,http://www.wikidata.org/entity/Q2132,British Columbia,V8W3X4,Canada
EA003-180668-001-PWD,2020-03-26T00:00:00Z,2018-10-05T00:00:00Z,5129B,Construction of Other Buildings,CAN-AM PLATFORMS & CONSTRUCTION LTD.,"Shearstown, Newfoundland and Labrador",http://www.wikidata.org/entity/Q7492211,Newfoundland and Labrador,A0A3V0,Canada,1 to 4 employees,6540084.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,PROJECT MGNT RPS,St. Johns,http://www.wikidata.org/entity/Q2082,Newfoundland and Labrador,A1C5T2,Canada
EC015-172663-001-PWB,2020-03-31T00:00:00Z,2018-07-31T00:00:00Z,H300E,Construction Inspection Services,GEMTEC CONSULTING ENGINEERS AND SCIENTISTS LIMITED,Fredericton,http://www.wikidata.org/entity/Q2138,New Brunswick,E3C2E6,Canada,50 to 99 employees,514200.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,A&ES MARINE,Moncton,http://www.wikidata.org/entity/Q457334,New Brunswick,E1C1H1,Canada
EC015-182906-001-PWB,2020-03-26T00:00:00Z,2020-09-30T00:00:00Z,5139D,General Marine Construction Work,Acadian Marine & Diving Ltd,Caraquet,http://www.wikidata.org/entity/Q1035422,New Brunswick,E1W0A2,Canada,5 to 9 employees,927504.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,A&ES MARINE,Moncton,http://www.wikidata.org/entity/Q457334,New Brunswick,E1C1H1,Canada
EC015-182906-002-PWB,2020-03-26T00:00:00Z,2020-09-30T00:00:00Z,5139D,General Marine Construction Work,Landco Construction Ltd,"Cap-Pelé, New Brunswick",http://www.wikidata.org/entity/Q2936962,New Brunswick,E4N3B3,Canada,5 to 9 employees,1.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,A&ES MARINE,Moncton,http://www.wikidata.org/entity/Q457334,New Brunswick,E1C1H1,Canada
ED001-202855-001-PWC,2020-03-26T00:00:00Z,2021-01-31T00:00:00Z,5138C,Dredging Services - Floating Plant,Gaudette's Transit Mix LTD.,Tignish,http://www.wikidata.org/entity/Q1295698,Prince Edward Island,C0B2B0,Canada,10 to 19 employees,2392000.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,REAL PROPERTY-PROJ MGMT,Charlottetown,http://www.wikidata.org/entity/Q2127,Prince Edward Island,C1A4A2,Canada
ED001-202855-002-PWC,2020-03-26T00:00:00Z,2021-01-31T00:00:00Z,5138C,Dredging Services - Floating Plant,ECO -Technologies,Caraquet,http://www.wikidata.org/entity/Q1035422,New Brunswick,E1W0A2,Canada,10 to 19 employees,1.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,REAL PROPERTY-PROJ MGMT,Charlottetown,http://www.wikidata.org/entity/Q2127,Prince Edward Island,C1A4A2,Canada
EE474-202843-001-MTA,2020-03-31T00:00:00Z,2030-11-01T00:00:00Z,N7110C,CHAIR (OFFICE),Global Total Office,Toronto,http://www.wikidata.org/entity/Q172,Ontario,M3J2J7,Canada,500 to 999 employees,14771.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,COE-PTS,Quebec City,http://www.wikidata.org/entity/Q2145,Quebec,G1K4K1,Canada
EE520-180387-001-QCM,2020-03-25T00:00:00Z,2020-03-31T00:00:00Z,C122A,"Architectural & Engineering Services - Highways, Roads, Railways,Bridges and Dams",SNC-LAVALIN INC,Quebec City,http://www.wikidata.org/entity/Q2145,Quebec,G2K2E2,Canada,5000 employees and over,723878.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CST 2 - PARKS,Quebec City,http://www.wikidata.org/entity/Q2145,Quebec,G1R3Z8,Canada
EE520-181576-001-QCM,2020-03-25T00:00:00Z,2021-03-31T00:00:00Z,C122A,"Architectural & Engineering Services - Highways, Roads, Railways,Bridges and Dams",CIMA+,Montreal,http://www.wikidata.org/entity/Q340,Quebec,H3C3X6,Canada,1500 to 2499 employees,502375.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CST 2 - PARKS,Quebec City,http://www.wikidata.org/entity/Q2145,Quebec,G1R3Z8,Canada
EF236-180187-001-MTC,2020-03-31T00:00:00Z,2020-03-31T00:00:00Z,C111A,Architect-Engineer Services - Administration & Service Buildings,Bouthillette Parizeau,Montreal,http://www.wikidata.org/entity/Q340,Quebec,H2P2R8,Canada,200 to 499 employees,381562.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CST 5-SECURITY,Montreal,http://www.wikidata.org/entity/Q340,Quebec,H5A1L6,Canada
EF930-202865-001-MTC,2020-03-27T00:00:00Z,2020-07-31T00:00:00Z,C119F,Engineering Services - Buildings,FIGURR Collectif Architectes,Montreal,http://www.wikidata.org/entity/Q340,Quebec,H4C1A9,Canada,20 to 49 employees,89980.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,COE-PTS-AES,Montreal,http://www.wikidata.org/entity/Q340,Quebec,H5A1L6,Canada
EF937-141432-001-MTC,2020-03-26T00:00:00Z,2020-03-31T00:00:00Z,C111A,Architect-Engineer Services - Administration & Service Buildings,"STGM + RRA, en coentreprise",Quebec City,http://www.wikidata.org/entity/Q2145,Quebec,G1E3J3,Canada,1 to 4 employees,5828184.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CST 3 - REVENUE,Montreal,http://www.wikidata.org/entity/Q340,Quebec,H5A1L6,Canada
EF944-171886-001-QCM,2020-03-25T00:00:00Z,2020-06-30T00:00:00Z,C119F,Engineering Services - Buildings,WSP CANADA INC.,Montreal,http://www.wikidata.org/entity/Q340,Quebec,H3H1P9,Canada,5000 employees and over,382571.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CST 4 - HEALTH,Montreal,http://www.wikidata.org/entity/Q340,Quebec,H5A1L6,Canada
EF944-193416-001-MTC,2020-03-27T00:00:00Z,2020-12-31T00:00:00Z,K100A,"Cleaning and Maintenance, Janitorial",AXIA SERVICES,Montreal,http://www.wikidata.org/entity/Q340,Quebec,H1A3N6,Canada,500 to 999 employees,108162.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CST 4 - HEALTH,Montreal,http://www.wikidata.org/entity/Q340,Quebec,H5A1L6,Canada
EF945-181430-001-MTC,2020-03-26T00:00:00Z,2021-03-31T00:00:00Z,T099AA,Co-Publishing of Books,Groupe Cadoret Arpenteurs-Gomtres Inc.,Baie-Comeau,http://www.wikidata.org/entity/Q139654,Quebec,G4Z1R6,Canada,20 to 49 employees,56705.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,COE-PTS-GEOMATICS,Montreal,http://www.wikidata.org/entity/Q340,Quebec,H5A1L6,Canada
EJ196-150921-001-FK,2020-03-30T00:00:00Z,2020-07-31T00:00:00Z,K100A,"Cleaning and Maintenance, Janitorial",GDI Integrated Facility Services,Etobicoke,http://www.wikidata.org/entity/Q1020159,Ontario,M9W5X2,Canada,5000 employees and over,521345.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,OPERATIONAL SUPPORT SERVS QM,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1P0B6,Canada
EJ196-171378-001-FK,2020-03-30T00:00:00Z,2019-03-06T00:00:00Z,K100A,"Cleaning and Maintenance, Janitorial",Cleanmatters Janitorial Services Ltd,Nepean,http://www.wikidata.org/entity/Q1639083,Ontario,K2G5P3,Canada,200 to 499 employees,319399.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,OPERATIONAL SUPPORT SERVS QM,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1P0B6,Canada
EJ196-171466-001-FK,2020-03-30T00:00:00Z,2020-03-31T00:00:00Z,5161B,"Heating, Ventilation and Air Conditioning Maintenance & Inspection Services",Black & McDonald Limited (Ottawa),Ottawa,http://www.wikidata.org/entity/Q1930,Ontario,K1H1E1,Canada,1500 to 2499 employees,707238.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,OPERATIONAL SUPPORT SERVS QM,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1P0B6,Canada
EJ196-200865-001-FK,2020-03-30T00:00:00Z,2030-03-31T00:00:00Z,5169CB,Elevator Maintenance (buildings),Thyssen Krupp Elevator Limited,Ottawa,http://www.wikidata.org/entity/Q1930,Ontario,K1B4W4,Canada,500 to 999 employees,128820.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,OPERATIONAL SUPPORT SERVS QM,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1P0B6,Canada
EJ196-201311-001-FK,2020-03-31T00:00:00Z,2025-03-31T00:00:00Z,5161B,"Heating, Ventilation and Air Conditioning Maintenance & Inspection Services",Lar-Mex Inc.,Gloucester,http://www.wikidata.org/entity/Q784440,Ontario,K1J9J8,Canada,20 to 49 employees,482414.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,OPERATIONAL SUPPORT SERVS QM,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1P0B6,Canada
EN578-100808-288-EE,2020-03-30T00:00:00Z,2023-09-30T00:00:00Z,N7030,ADP Software,In-House Solutions Inc.,Cambridge,http://www.wikidata.org/entity/Q1028279,Ontario,N3C3X4,Canada,50 to 99 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,BUSINESS MANAGEMENT DIR.,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0H4,Canada
EN578-100808-297-EE,2020-03-31T00:00:00Z,2023-09-30T00:00:00Z,N7030,ADP Software,YoppWorks Inc.,Ottawa,http://www.wikidata.org/entity/Q1930,Ontario,K2K3C9,Canada,5 to 9 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,BUSINESS MANAGEMENT DIR.,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0H4,Canada
EN578-121185-008-ZL,2020-03-25T00:00:00Z,2021-03-31T00:00:00Z,K105A,Commercial Security Guard and Related Services,The British Columbia Corps of Commissionaires,Vancouver,http://www.wikidata.org/entity/Q24639,British Columbia,V6C2T5,Canada,1000 to 1499 employees,1899406.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,BUSINESS MANAGEMENT DIR.,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0H4,Canada
EN740-200463-001-FK,2020-03-26T00:00:00Z,2023-03-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services","COLLIERS PROJECT LEADERS INC., TIREE FACILITY SOLUTIONS INC. IN JOINT VENTURE",Ottawa,http://www.wikidata.org/entity/Q1930,Ontario,K2C1E6,Canada,200 to 499 employees,9000000.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,MATERIEL MANAGEMENT,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
EP008-203078-001-FK,2020-03-27T00:00:00Z,2021-04-01T00:00:00Z,K115A,Preparation & Disposal of Excess & Surplus Movable Assets,Ottawa-Carleton Association for Persons with Developmental Disabilities,Ottawa,http://www.wikidata.org/entity/Q1930,Ontario,K2E7X3,Canada,100 to 199 employees,471900.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,AFD SECTOR,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0S5,Canada
EP168-201844-001-FE,2020-03-27T00:00:00Z,2020-07-31T00:00:00Z,C119F,Engineering Services - Buildings,SNC-LAVALIN INC,Montreal,http://www.wikidata.org/entity/Q340,Quebec,H2Z1Z3,Canada,5000 employees and over,785125.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,RPS A&ES BLDGS DIRECTORATE,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
EP745-202895-001-ZF,2020-03-27T00:00:00Z,2021-03-29T00:00:00Z,R109D,Translation Services,TECHNI-TEXTES INC.,Saint-Hubert-de-Rivière-du-Loup,http://www.wikidata.org/entity/Q3462425,Quebec,J3Y5W5,Canada,1 to 4 employees,100603.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,PROCUREMENT CENTRE,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
EP745-202896-001-ZF,2020-03-30T00:00:00Z,2021-04-02T00:00:00Z,R109D,Translation Services,1946246 Ontario Inc.,Toronto,http://www.wikidata.org/entity/Q172,Ontario,M5J2S1,Canada,1 to 4 employees,100488.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,PROCUREMENT CENTRE,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
EP764-160977-001-ZQ,2020-03-31T00:00:00Z,2019-03-31T00:00:00Z,R019F,Consulting Services,Contract Community,Ottawa,http://www.wikidata.org/entity/Q1930,Ontario,K2C0R4,Canada,1 to 4 employees,4461132.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,OPERATIONS,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1P5B5,Canada
EP777-202458-009-PPS,2020-03-26T00:00:00Z,2021-03-31T00:00:00Z,N7110,Office Furniture,ABI-Advanced Business Interiors Inc.,Ottawa,http://www.wikidata.org/entity/Q1930,Ontario,K1G4L2,Canada,100 to 199 employees,46449.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,OPERATIONS,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1P5A7,Canada
EP788-171244-001-FE,2020-03-27T00:00:00Z,2019-11-30T00:00:00Z,C121A,Architectural & Engineering Services - Restoration-Conservation Heritage Building Structures,WATSON MACEWEN TERAMURA ARCHITECTS,Ottawa,http://www.wikidata.org/entity/Q1930,Ontario,K2P0C2,Canada,5 to 9 employees,377303.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,OPERATIONS,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0H9,Canada
EP907-160226-001-ZF,2020-03-30T00:00:00Z,2021-04-09T00:00:00Z,R109D,Translation Services,Composition Ste-Foy inc,Quebec City,http://www.wikidata.org/entity/Q2145,Quebec,G1V1S5,Canada,20 to 49 employees,452714.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,DISPATCH CENTRE,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
EP907-160226-002-ZF,2020-03-30T00:00:00Z,2021-04-09T00:00:00Z,R109D,Translation Services,UBIQUS CANADA INC.,Montreal,http://www.wikidata.org/entity/Q340,Quebec,H2W2M5,Canada,5 to 9 employees,476860.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,DISPATCH CENTRE,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
EP907-180266-001-ZF,2020-03-30T00:00:00Z,2021-04-02T00:00:00Z,R109D,Translation Services,Compagnie Amplexor Canada inc.,Montreal,http://www.wikidata.org/entity/Q340,Quebec,H2Y3P6,Canada,20 to 49 employees,101638.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,DISPATCH CENTRE,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
EP907-180280-001-ZF,2020-03-30T00:00:00Z,2021-04-04T00:00:00Z,R109D,Translation Services,Compagnie Amplexor Canada inc.,Montreal,http://www.wikidata.org/entity/Q340,Quebec,H2Y3P6,Canada,20 to 49 employees,195458.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,DISPATCH CENTRE,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
EP959-191022-001-FK,2020-03-31T00:00:00Z,2028-12-02T00:00:00Z,B206A,Energy Studies including Federal Buildings Initiative,Ameresco,Richmond Hill,http://www.wikidata.org/entity/Q52998,Ontario,L4B4N4,Canada,50 to 99 employees,5403576.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,ENVIRONMENTAL SERVICES,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
EQ406-182674-001-TOR,2020-03-25T00:00:00Z,2019-03-31T00:00:00Z,N7030,ADP Software,Language Research Development Group Inc.,Montreal,http://www.wikidata.org/entity/Q340,Quebec,H3A2G3,Canada,20 to 49 employees,300580.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,ONTARIO REGION HUMAN RESOURCES,North York,http://www.wikidata.org/entity/Q1586510,Ontario,M2N6A6,Canada
EQ754-170189-001-PWL,2020-03-30T00:00:00Z,2018-12-31T00:00:00Z,C119F,Engineering Services - Buildings,Stantec Consulting Ltd.,Ottawa,http://www.wikidata.org/entity/Q1930,Ontario,K2C3G4,Canada,5000 employees and over,249819.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,ONT PTS PROJECT MGT,Toronto,http://www.wikidata.org/entity/Q172,Ontario,M2N6A6,Canada
EQ754-173146-001-PWL,2020-03-31T00:00:00Z,2020-03-31T00:00:00Z,R123AH,Project Management Services,Mobile Resource Group Inc.,Ottawa,http://www.wikidata.org/entity/Q1930,Ontario,K2K2X3,Canada,1 to 4 employees,448655.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,ONT PTS PROJECT MGT,Toronto,http://www.wikidata.org/entity/Q172,Ontario,M2N6A6,Canada
EQ754-190121-002-TOR,2020-03-26T00:00:00Z,2019-10-31T00:00:00Z,N7110,Office Furniture,Prestige Office Interiors,Markham,http://www.wikidata.org/entity/Q44016,Ontario,L3R6A7,Canada,100 to 199 employees,40218.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,ONT PTS PROJECT MGT,Toronto,http://www.wikidata.org/entity/Q172,Ontario,M2N6A6,Canada
EQ754-192093-002-KIN,2020-03-27T00:00:00Z,2019-08-30T00:00:00Z,N7110,Office Furniture,"HAWORTH, LTD.",Holland,http://www.wikidata.org/entity/Q1001742,Michigan,49423,United States of America,2500 to 4999 employees,33687.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,ONT PTS PROJECT MGT,Toronto,http://www.wikidata.org/entity/Q172,Ontario,M2N6A6,Canada
EQ953-202862-001-PWL,2020-03-30T00:00:00Z,2020-04-30T00:00:00Z,5124B,Construction of Commercial Buildings,STF Construction Limited,Hamilton,http://www.wikidata.org/entity/Q133116,Ontario,L8H3N8,Canada,10 to 19 employees,89994.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,LONDON DISTRICT OFFICE,London,http://www.wikidata.org/entity/Q92561,Ontario,N6A3E3,Canada
ET025-182458-001-PWZ,2020-03-30T00:00:00Z,2020-03-31T00:00:00Z,C211D,Architect and Engineering Services - Buildings,Francois Clauzade - Cindy Gibson - Architects,Winnipeg,http://www.wikidata.org/entity/Q2135,Manitoba,R3M2W9,Canada,1 to 4 employees,67500.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,REAL PROPERTY SERVS,Winnipeg,http://www.wikidata.org/entity/Q2135,Manitoba,R3B0T6,Canada
ET959-191066-001-CAL,2020-03-26T00:00:00Z,2021-03-31T00:00:00Z,N6115B,"Generator Set, Diesel Engine","Cummins Eastern Canada, Cummins Est du Canada, Cummins Sales and Service, Cummins Ventes et Service",Ottawa,http://www.wikidata.org/entity/Q1930,Ontario,K1G3W5,Canada,1000 to 1499 employees,1.5E7,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,MGR COMMERCIAL ACQUISITIONS,Winnipeg,http://www.wikidata.org/entity/Q2135,Manitoba,R3B0T6,Canada
EW038-162198-001-PWU,2020-03-31T00:00:00Z,2021-09-30T00:00:00Z,C119A,Architectual Services - Buildings,COUPLAND KRAEMER ARCHITECTURE + INTERIOR DESIGN INC.,Calgary,http://www.wikidata.org/entity/Q36312,Alberta,T2G2L3,Canada,10 to 19 employees,88342.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,RPB ADMINISTRATION,Edmonton,http://www.wikidata.org/entity/Q2096,Alberta,T5J1S6,Canada
EW038-202095-001-PWZ,2020-03-31T00:00:00Z,2020-12-31T00:00:00Z,C119A,Architectual Services - Buildings,Architecture49 Inc.,Winnipeg,http://www.wikidata.org/entity/Q2135,Manitoba,R3T6B8,Canada,200 to 499 employees,87615.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,RPB ADMINISTRATION,Edmonton,http://www.wikidata.org/entity/Q2096,Alberta,T5J1S6,Canada
EW479-180853-004-EDM,2020-03-26T00:00:00Z,2021-07-15T00:00:00Z,WR2310,PASSENGER MOTOR VEHICLES - RENTAL,budget rent -a- car of edmonton ltd,Edmonton,http://www.wikidata.org/entity/Q2096,Alberta,T6E5Z6,Canada,200 to 499 employees,650000.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,MGR COMMERCIAL ACQUISITIONS,Edmonton,http://www.wikidata.org/entity/Q2096,Alberta,T5J1S6,Canada
EW699-170956-001-NCS,2020-03-27T00:00:00Z,2020-03-31T00:00:00Z,E108F,Northern Contaminated Site Environmental Clean-up Work-Services,Stantec Consulting Ltd.,Ottawa,http://www.wikidata.org/entity/Q1930,Ontario,K2C3G4,Canada,5000 employees and over,3233736.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,ENVIRONMENTAL SERVS,Edmonton,http://www.wikidata.org/entity/Q2096,Alberta,T5J1S6,Canada
EW699-182456-001-NCS,2020-03-31T00:00:00Z,2021-01-31T00:00:00Z,E108F,Northern Contaminated Site Environmental Clean-up Work-Services,EnGlobe Corp.,Laval,http://www.wikidata.org/entity/Q141810,Quebec,H7S2E4,Canada,1500 to 2499 employees,1378307.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,ENVIRONMENTAL SERVS,Edmonton,http://www.wikidata.org/entity/Q2096,Alberta,T5J1S6,Canada
EW999-152044-001-PWZ,2020-03-31T00:00:00Z,2021-03-31T00:00:00Z,5164AB,"Electrical Contractor Services, Class A Licence",Arctic Electrical Ltd.,Iqaluit,http://www.wikidata.org/entity/Q2030,Nunavut,X0A0H0,Canada,5 to 9 employees,325500.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,GOVT OF CANADA,Iqaluit,http://www.wikidata.org/entity/Q2030,Northwest Territories,X0A0H0,Canada
EZ011-203045-001-VAN,2020-03-27T00:00:00Z,2021-04-03T00:00:00Z,N5610A,"Asphalt, Liquid Petroleum, Primer and Cement for Road Purpose",Westcoast Partners Ltd.,Fort Nelson,http://www.wikidata.org/entity/Q606045,British Columbia,V0C1R0,Canada,5 to 9 employees,89964.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,ALASKA HIGHWAY FORT NELSON,Fort Nelson,http://www.wikidata.org/entity/Q606045,British Columbia,V0C1R0,Canada
EZ108-182013-001-TPV,2020-03-28T00:00:00Z,2021-03-31T00:00:00Z,C119A,Architectual Services - Buildings,WSP,Victoria,http://www.wikidata.org/entity/Q2132,British Columbia,V8Z0B9,Canada,5000 employees and over,165534.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,ALASKA HGHWY,Vancouver,http://www.wikidata.org/entity/Q24639,British Columbia,V6Z0B9,Canada
EZ899-170090-001-TPV,2020-03-30T00:00:00Z,2021-03-31T00:00:00Z,C119A,Architectual Services - Buildings,"Russell Chernoff, Rand Thompson",Vancouver,http://www.wikidata.org/entity/Q24639,British Columbia,V6E3C9,Canada,20 to 49 employees,149982.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,P&T SERVS PRJCT MGNT,Vancouver,http://www.wikidata.org/entity/Q24639,British Columbia,V6Z0B9,Canada
EZ899-171081-001-TPV,2020-03-30T00:00:00Z,2021-03-31T00:00:00Z,C119F,Engineering Services - Buildings,Stantec Consulting Ltd. (Vancouver),Vancouver,http://www.wikidata.org/entity/Q24639,British Columbia,V6B6A3,Canada,200 to 499 employees,136481.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,P&T SERVS PRJCT MGNT,Vancouver,http://www.wikidata.org/entity/Q24639,British Columbia,V6Z0B9,Canada
EZ899-180181-001-TPV,2020-03-31T00:00:00Z,2021-03-31T00:00:00Z,C119A,Architectual Services - Buildings,Kasian Architecture Interior Design and Planning Ltd.,Vancouver,http://www.wikidata.org/entity/Q24639,British Columbia,V6G2Z6,Canada,200 to 499 employees,361869.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,P&T SERVS PRJCT MGNT,Vancouver,http://www.wikidata.org/entity/Q24639,British Columbia,V6Z0B9,Canada
