Gastos,Centro,Descripcion Centro,Seccion,Descripcion Seccion,Programa,Descripcion Programa,Capitulo,Descripcion Capitulo,Descripcion Economico,C_DISPUESTO,OBL_RECONOC
2984,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92006,FOMENTO DE LA TRANSPARENCIA Y MEJORA DE LA GESTIÓN,1,GASTOS DE PERSONAL,TRIENIOS,157261.76,157261.76
2985,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92006,FOMENTO DE LA TRANSPARENCIA Y MEJORA DE LA GESTIÓN,1,GASTOS DE PERSONAL,COMPLEMENTO DE DESTINO,465858.09,465858.09
2986,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92006,FOMENTO DE LA TRANSPARENCIA Y MEJORA DE LA GESTIÓN,1,GASTOS DE PERSONAL,COMPLEMENTO ESPECÍFICO,1101065.68,1101065.68
2987,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92006,FOMENTO DE LA TRANSPARENCIA Y MEJORA DE LA GESTIÓN,1,GASTOS DE PERSONAL,OTROS COMPLEMENTOS,42845.33,42845.33
2988,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92006,FOMENTO DE LA TRANSPARENCIA Y MEJORA DE LA GESTIÓN,1,GASTOS DE PERSONAL,RETRIBUCIONES BÁSICAS,0,0
2989,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92006,FOMENTO DE LA TRANSPARENCIA Y MEJORA DE LA GESTIÓN,1,GASTOS DE PERSONAL,OTRAS REMUNERACIONES,0,0
2990,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92006,FOMENTO DE LA TRANSPARENCIA Y MEJORA DE LA GESTIÓN,1,GASTOS DE PERSONAL,PRODUCTIVIDAD,145843.92,145843.92
2991,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92006,FOMENTO DE LA TRANSPARENCIA Y MEJORA DE LA GESTIÓN,1,GASTOS DE PERSONAL,SEGURIDAD SOCIAL,469803.59,469803.59
2992,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92006,FOMENTO DE LA TRANSPARENCIA Y MEJORA DE LA GESTIÓN,1,GASTOS DE PERSONAL,OTRAS CUOTAS,12786.53,12786.53
2993,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92006,FOMENTO DE LA TRANSPARENCIA Y MEJORA DE LA GESTIÓN,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,ARRENDAMIENTOS DE EQUIPOS PARA PROCESOS INFORMAC.,992.2,992.2
2994,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92006,FOMENTO DE LA TRANSPARENCIA Y MEJORA DE LA GESTIÓN,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",0,0
2995,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92006,FOMENTO DE LA TRANSPARENCIA Y MEJORA DE LA GESTIÓN,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,PUBLICIDAD Y PROPAGANDA,2968.37,2968.37
2996,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92006,FOMENTO DE LA TRANSPARENCIA Y MEJORA DE LA GESTIÓN,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,"REUNIONES, CONFERENCIAS Y CURSOS",0,0
2997,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92006,FOMENTO DE LA TRANSPARENCIA Y MEJORA DE LA GESTIÓN,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,OTROS GASTOS DIVERSOS,10125.66,10125.66
2998,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92006,FOMENTO DE LA TRANSPARENCIA Y MEJORA DE LA GESTIÓN,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,ESTUDIOS Y TRABAJOS TÉCNICOS,150705.67,150705.67
2999,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92011,"DIR.GST.ADMV.PORTAVOZ,COORD.JUNTA GOB. Y REL.PLENO",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,4583.53,4583.53
3000,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92011,"DIR.GST.ADMV.PORTAVOZ,COORD.JUNTA GOB. Y REL.PLENO",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",0,0
3001,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92011,"DIR.GST.ADMV.PORTAVOZ,COORD.JUNTA GOB. Y REL.PLENO",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,MATERIAL INFORMÁTICO NO INVENTARIABLE,4643.67,4643.67
3002,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92011,"DIR.GST.ADMV.PORTAVOZ,COORD.JUNTA GOB. Y REL.PLENO",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,VESTUARIO,0,0
3003,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92011,"DIR.GST.ADMV.PORTAVOZ,COORD.JUNTA GOB. Y REL.PLENO",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,PRODUCTOS ALIMENTICIOS,106.02,106.02
3004,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92011,"DIR.GST.ADMV.PORTAVOZ,COORD.JUNTA GOB. Y REL.PLENO",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,PRODUCTOS DE LIMPIEZA Y ASEO,27.83,27.83
3005,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92011,"DIR.GST.ADMV.PORTAVOZ,COORD.JUNTA GOB. Y REL.PLENO",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,OTROS SUMINISTROS,364.79,364.79
3006,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92011,"DIR.GST.ADMV.PORTAVOZ,COORD.JUNTA GOB. Y REL.PLENO",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,POSTALES,0,0
3007,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92011,"DIR.GST.ADMV.PORTAVOZ,COORD.JUNTA GOB. Y REL.PLENO",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,INFORMÁTICAS,3914.58,3914.58
3008,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92011,"DIR.GST.ADMV.PORTAVOZ,COORD.JUNTA GOB. Y REL.PLENO",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,TRANSPORTES,0,0
3009,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92011,"DIR.GST.ADMV.PORTAVOZ,COORD.JUNTA GOB. Y REL.PLENO",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,TRIBUTOS ESTATALES,0,0
3010,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92011,"DIR.GST.ADMV.PORTAVOZ,COORD.JUNTA GOB. Y REL.PLENO",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,TRIBUTOS DE LAS COMUNIDADES AUTÓNOMAS,0,0
3011,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92011,"DIR.GST.ADMV.PORTAVOZ,COORD.JUNTA GOB. Y REL.PLENO",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,PUBLICACIÓN EN DIARIOS OFICIALES,4272.72,4272.72
3012,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92011,"DIR.GST.ADMV.PORTAVOZ,COORD.JUNTA GOB. Y REL.PLENO",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,DEL PERSONAL DIRECTIVO,0,0
3013,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92011,"DIR.GST.ADMV.PORTAVOZ,COORD.JUNTA GOB. Y REL.PLENO",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,DEL PERSONAL NO DIRECTIVO,3241.64,3241.64
3014,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92011,"DIR.GST.ADMV.PORTAVOZ,COORD.JUNTA GOB. Y REL.PLENO",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,GASTOS DE VIAJE DEL PERSONAL DIRECTIVO,27.8,27.8
3015,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92011,"DIR.GST.ADMV.PORTAVOZ,COORD.JUNTA GOB. Y REL.PLENO",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,LOCOMOCIÓN URBANA PERSONAL DIRECTIVO,106.25,106.25
3016,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92011,"DIR.GST.ADMV.PORTAVOZ,COORD.JUNTA GOB. Y REL.PLENO",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,GASTOS DE VIAJE DEL PERSONAL NO DIRECTIVO,4672.05,4672.05
3017,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92011,"DIR.GST.ADMV.PORTAVOZ,COORD.JUNTA GOB. Y REL.PLENO",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,LOCOMOCIÓN URBANA PERSONAL NO DIRECTIVO,0,0
3018,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92011,"DIR.GST.ADMV.PORTAVOZ,COORD.JUNTA GOB. Y REL.PLENO",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,OTRAS INDEMNIZACIONES,2194.02,2194.02
3019,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92011,"DIR.GST.ADMV.PORTAVOZ,COORD.JUNTA GOB. Y REL.PLENO",6,INVERSIONES REALES,MOBILIARIO Y EQUIPOS DE OFICINA,4811.35,4811.35
3020,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92011,"DIR.GST.ADMV.PORTAVOZ,COORD.JUNTA GOB. Y REL.PLENO",6,INVERSIONES REALES,OTRO MOBILIARIO Y ENSERES,0,0
3021,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92401,PARTICIPACIÓN CIUDADANA,1,GASTOS DE PERSONAL,RETRIBUCIONES BÁSICAS,49057.26,49057.26
3022,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92401,PARTICIPACIÓN CIUDADANA,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO A1,106609.03,106609.03
3023,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92401,PARTICIPACIÓN CIUDADANA,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO A2,145068.46,145068.46
3024,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92401,PARTICIPACIÓN CIUDADANA,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO C1,20968.31,20968.31
3025,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92401,PARTICIPACIÓN CIUDADANA,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO C2,75461.75,75461.75
3026,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92401,PARTICIPACIÓN CIUDADANA,1,GASTOS DE PERSONAL,TRIENIOS,79795.55,79795.55
3027,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92401,PARTICIPACIÓN CIUDADANA,1,GASTOS DE PERSONAL,COMPLEMENTO DE DESTINO,236423.88,236423.88
3028,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92401,PARTICIPACIÓN CIUDADANA,1,GASTOS DE PERSONAL,COMPLEMENTO ESPECÍFICO,554589.66,554589.66
3029,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92401,PARTICIPACIÓN CIUDADANA,1,GASTOS DE PERSONAL,OTROS COMPLEMENTOS,25371.13,25371.13
3030,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92401,PARTICIPACIÓN CIUDADANA,1,GASTOS DE PERSONAL,PRODUCTIVIDAD,49221.94,49221.94
3031,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92401,PARTICIPACIÓN CIUDADANA,1,GASTOS DE PERSONAL,SEGURIDAD SOCIAL,286310.34,286310.34
3032,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92401,PARTICIPACIÓN CIUDADANA,1,GASTOS DE PERSONAL,OTRAS CUOTAS,42347.76,42347.76
3033,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92401,PARTICIPACIÓN CIUDADANA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,ARRENDAMIENTOS DE EQUIPOS PARA PROCESOS INFORMAC.,0,0
3034,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92401,PARTICIPACIÓN CIUDADANA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,VESTUARIO,0,0
3035,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92401,PARTICIPACIÓN CIUDADANA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,PUBLICIDAD Y PROPAGANDA,111193.96,111193.96
3036,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92401,PARTICIPACIÓN CIUDADANA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,"REUNIONES, CONFERENCIAS Y CURSOS",16639.81,16639.81
3037,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92401,PARTICIPACIÓN CIUDADANA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,ESTUDIOS Y TRABAJOS TÉCNICOS,2053.54,2053.54
3038,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92401,PARTICIPACIÓN CIUDADANA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,256130.15,256130.15
3039,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92401,PARTICIPACIÓN CIUDADANA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,OTRAS INDEMNIZACIONES,6045,6045
3040,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92401,PARTICIPACIÓN CIUDADANA,4,TRANSFERENCIAS CORRIENTES,OTRAS TRANSFERENCIAS  A INSTITUC. SIN FINES  LUCRO,0,0
3041,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92501,ATENCIÓN A LA CIUDADANÍA,1,GASTOS DE PERSONAL,RETRIBUCIONES BÁSICAS,64765.08,64765.08
3042,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92501,ATENCIÓN A LA CIUDADANÍA,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO A1,299108.61,299108.61
3043,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92501,ATENCIÓN A LA CIUDADANÍA,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO A2,564316.75,564316.75
3044,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92501,ATENCIÓN A LA CIUDADANÍA,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO C1,627701.77,627701.77
3045,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92501,ATENCIÓN A LA CIUDADANÍA,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO C2,1208337.28,1208337.28
3046,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92501,ATENCIÓN A LA CIUDADANÍA,1,GASTOS DE PERSONAL,TRIENIOS,605952.11,605952.11
3047,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92501,ATENCIÓN A LA CIUDADANÍA,1,GASTOS DE PERSONAL,COMPLEMENTO DE DESTINO,1769634.62,1769634.62
3048,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92501,ATENCIÓN A LA CIUDADANÍA,1,GASTOS DE PERSONAL,COMPLEMENTO ESPECÍFICO,4682188.47,4682188.47
3049,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92501,ATENCIÓN A LA CIUDADANÍA,1,GASTOS DE PERSONAL,OTROS COMPLEMENTOS,241868.59,241868.59
3050,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92501,ATENCIÓN A LA CIUDADANÍA,1,GASTOS DE PERSONAL,RETRIBUCIONES BÁSICAS,13458.19,13458.19
3051,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92501,ATENCIÓN A LA CIUDADANÍA,1,GASTOS DE PERSONAL,OTRAS REMUNERACIONES,17532.59,17532.59
3052,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92501,ATENCIÓN A LA CIUDADANÍA,1,GASTOS DE PERSONAL,RETRIBUCIONES BÁSICAS,7563.16,7563.16
3053,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92501,ATENCIÓN A LA CIUDADANÍA,1,GASTOS DE PERSONAL,OTRAS REMUNERACIONES,18050.87,18050.87
3054,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92501,ATENCIÓN A LA CIUDADANÍA,1,GASTOS DE PERSONAL,PRODUCTIVIDAD,202650.65,202650.65
3055,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92501,ATENCIÓN A LA CIUDADANÍA,1,GASTOS DE PERSONAL,GRATIFICACIONES POR SERVICIOS EXTRAORDINARIOS,168.44,168.44
3056,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92501,ATENCIÓN A LA CIUDADANÍA,1,GASTOS DE PERSONAL,SEGURIDAD SOCIAL,2605973.35,2605973.35
3057,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92501,ATENCIÓN A LA CIUDADANÍA,1,GASTOS DE PERSONAL,OTRAS CUOTAS,390849.62,390849.62
3058,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92501,ATENCIÓN A LA CIUDADANÍA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,"REP., MANT. Y CONSERV. DE MOBILIARIO",0,0
3059,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92501,ATENCIÓN A LA CIUDADANÍA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,54133.51,54133.51
3060,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92501,ATENCIÓN A LA CIUDADANÍA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,MATERIAL INFORMÁTICO NO INVENTARIABLE,18050.05,18050.05
3061,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92501,ATENCIÓN A LA CIUDADANÍA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,SEGURIDAD,74176.73,74176.73
3062,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92501,ATENCIÓN A LA CIUDADANÍA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,ESTUDIOS Y TRABAJOS TÉCNICOS,0,0
3063,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92501,ATENCIÓN A LA CIUDADANÍA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,4285346.89,4285346.89
3064,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92501,ATENCIÓN A LA CIUDADANÍA,6,INVERSIONES REALES,MOBILIARIO Y EQUIPOS DE OFICINA,0,0
3065,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92501,ATENCIÓN A LA CIUDADANÍA,6,INVERSIONES REALES,OTRO MOBILIARIO Y ENSERES,0,0
3066,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92501,ATENCIÓN A LA CIUDADANÍA,6,INVERSIONES REALES,SEÑALIZACIÓN,0,0
3067,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92501,ATENCIÓN A LA CIUDADANÍA,6,INVERSIONES REALES,EDIFICIOS Y OTRAS CONSTRUCCIONES (REFORMA),0,0
3068,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92501,ATENCIÓN A LA CIUDADANÍA,6,INVERSIONES REALES,MOBILIARIO Y EQUIPOS DE OFICINA (REFORMA Y REP.),0,0
3069,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92501,ATENCIÓN A LA CIUDADANÍA,6,INVERSIONES REALES,OTRO MOBILIARIO Y ENSERES (REFORMA Y REPOSICIÓN),0,0
3070,1,AYUNTAMIENTO DE MADRID,77,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92501,ATENCIÓN A LA CIUDADANÍA,6,INVERSIONES REALES,SEÑALIZACIÓN (REFORMA Y REPOSICIÓN),0,0
3071,1,AYUNTAMIENTO DE MADRID,87,DESARROLLO URBANO,13402,PLANIFICACIÓN DE LA MOVILIDAD,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,ESTUDIOS Y TRABAJOS TÉCNICOS,344310.75,344310.75
3072,1,AYUNTAMIENTO DE MADRID,87,DESARROLLO URBANO,13402,PLANIFICACIÓN DE LA MOVILIDAD,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,122400,122400
3073,1,AYUNTAMIENTO DE MADRID,87,DESARROLLO URBANO,13402,PLANIFICACIÓN DE LA MOVILIDAD,4,TRANSFERENCIAS CORRIENTES,OTRAS TRANSFERENCIAS  A INSTITUC. SIN FINES  LUCRO,3750,3750
3074,1,AYUNTAMIENTO DE MADRID,87,DESARROLLO URBANO,13402,PLANIFICACIÓN DE LA MOVILIDAD,7,TRANSFERENCIAS DE CAPITAL,A LA ADMINISTRACIÓN GENERAL DEL ESTADO,0,0
3075,1,AYUNTAMIENTO DE MADRID,87,DESARROLLO URBANO,13403,INSTALACIONES DE GESTIÓN DE LA MOVILIDAD,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,9871687.46,9871687.46
3076,1,AYUNTAMIENTO DE MADRID,87,DESARROLLO URBANO,15000,DIR.Y GEST.ADMV. DE DESARROLLO URBANO,1,GASTOS DE PERSONAL,RETRIBUCIONES BÁSICAS,226532,226532
3077,1,AYUNTAMIENTO DE MADRID,87,DESARROLLO URBANO,15000,DIR.Y GEST.ADMV. DE DESARROLLO URBANO,1,GASTOS DE PERSONAL,OTRAS REMUNERACIONES,201.91,201.91
3078,1,AYUNTAMIENTO DE MADRID,87,DESARROLLO URBANO,15000,DIR.Y GEST.ADMV. DE DESARROLLO URBANO,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO A1,482715.85,482715.85
3079,1,AYUNTAMIENTO DE MADRID,87,DESARROLLO URBANO,15000,DIR.Y GEST.ADMV. DE DESARROLLO URBANO,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO A2,439868.09,439868.09
3080,1,AYUNTAMIENTO DE MADRID,87,DESARROLLO URBANO,15000,DIR.Y GEST.ADMV. DE DESARROLLO URBANO,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO C1,553882.24,553882.24
3081,1,AYUNTAMIENTO DE MADRID,87,DESARROLLO URBANO,15000,DIR.Y GEST.ADMV. DE DESARROLLO URBANO,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO C2,589079.07,589079.07
