Ambit subjectiu,Organ de contractacio,Codi de expedient,id,Objecte del contracte,Descripcio de la prestacio,Tipus de contracte,Pressupost de licitacio,Data de publicacio,Empresa adjudicataria,Import de adjudicacio,Enllace a la publicacio,Codi CPV,Data de adjudicacio
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/AH01/1101198223/20/CMUI,0279,Subministrament de sistemes de tracció amb politges per reconversió de la Planta 5a annex en area de crítics i Planta 3a d'hospitalització de Hospital de Traumatologia en area COVID-19.,Subministrament de sistemes de tracció amb politges per reconversió de la Planta 5a annex en area de crítics i Planta 3a d'hospitalització de Hospital de Traumatologia en area COVID-19.,Subministraments,21000,2020-05-11T00:00:00Z,"ARJO IBERIA, S.L.",21000,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62211230&lawType=3,33100000,2020-03-06T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Sistema d'Emergències Mèdiques SA (SEMSA),CE36/2020,0280,"COMPRA EMERGÈNCIA 36: Retolació de 14 Vehicles amb vinils dels logotips D'EMERGÈNCIES MÈDIQUES, SA.",Retolació de 14 Vehicles amb vinils dels logotips D'Emergències Mèdiques SA.,Serveis,545.16,2020-05-08T00:00:00Z,Transforma 21,545.16,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=61933715&lawType=3,22459100,2020-04-22T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Servei Català de la Salut (CatSalut),5100-2020-N1232,0281,Subministrament dequipament mèdic divers.,"Publicació massiva de contractes tramitats per emergència, de subministrament d'equipament mèdic  en el marc de l'estratègia de resposta a l'epidèmia del SARS-CoV-2.",Subministraments,0,2020-06-18T00:00:00Z,INCOTRON EYMASA S.L.U,66445.04,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64300560&lawType=3,33000000,2020-06-18T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Fundació de Gestió Sanitària de l'Hospital de la Santa Creu i Sant Pau,COVID-19/MATERIAL SANITARI,0282,BATA VISITANT TST POLIPROPILE 20 GRS.,"Subministrament del material sanitari, necessari per fer front a la pandèmia del COVID-19",Subministraments,0,2020-06-12T00:00:00Z,"SUMINISTROS HOSPITALARIOS, S.A.",17854,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64039095&lawType=3,33140000,2020-03-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),1101200263,0283,Barres tècniques,Contractació del'edifici de modular de 4000m2. Obres d'instal·lació i mobiliari tècnic. Hospital Universitari Germans Trias i Pujol,Obres,4112012.41,2020-06-12T00:00:00Z,"CAMFIL ESPAÑA,S.A.",33270,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64027573&lawType=3,45215140,2020-05-04T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/AH05/1101194015/20/PNSP,0284,Subministrament de fungible d'alt fluxe per a l'Hospital Joan XXIII de Tarragona. COVID-19,Subministrament de fungible d'alt fluxe per a l'Hospital Joan XXIII de Tarragona. COVID-19,Subministraments,114460,2020-05-22T00:00:00Z,MARTIN VECINO SL,114460,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62864347&lawType=3,33140000,2020-03-20T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut d'Assistència Sanitària (IAS),CONTR/2020/0000000020,0285,GUA VINIL PETIT NO ESTERIL SENSE POLSGUA VINIL MITJÀ NO ESTERIL SENSE POLSGUA VINIL GRAN NO ESTERIL SENSE POLSGUA NITRIL N/ESTERIL BLAU T/PETITAGUA NITRIL N/ESTERIL BLAU T/MITJANAGUA NITRIL N/ESTERIL BLAU T/GRANLLEIXIU ADEP 5LCOLIPLEX BOSSA BLANCA 52x60 G-90 PK-25Z DTQUI BOSSA BLANCA 80X105 G.150 PK-10,Subministrament de material sanitari corresponent al mes de març 2020 per atendre la urgència de la COVID_19 (Serveis Logístics) de L'IAS,Subministraments,226476.57,2020-05-15T00:00:00Z,SERHS DISTRIBUCIO I LOGISTICA SL,584.45,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62152530&lawType=3,33140000,2020-04-30T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020-1018,0286,2020-1018 Contractació emergència servei de rentat i higienització de la roba als espais i hotels destinats a professionals de l'HCB,Contractació emergència servei de rentat i higienització de la roba als espais i hotels destinats a professionals de l'HCB,Serveis,7669.83,2020-05-27T00:00:00Z,"ELIS MANOMETIC, S.A.U.",7669.83,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63130960&lawType=3,98310000,2020-03-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1086,0287,SERVEI DE MANTENIMENT GENERAL COVID HCB/HOTEL SALUT,erveis transversals generals - Publicació MASSIVA de contractes tramitats d'EMERGÈNCIA,Serveis,0,2020-07-01T00:00:00Z,"PLANCHISTERIA INDUSTRIAL MIRPA, S.L",3515,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65032975&lawType=3,98311000,2020-04-30T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/AH01/1101195999/20/CMUI,0288,Subministrament de 4.800 mascaretes FPP3. Pla de contingència front a l'epidèmia del SARS-CoV-2 de l'Hospital Universitari Vall d'Hebron.,Subministrament de 4.800 mascaretes FPP3. Pla de contingència front a l'epidèmia del SARS-CoV-2 de l'Hospital Universitari Vall d'Hebron.,Subministraments,23760,2020-06-25T00:00:00Z,"PALEX MEDICAL, S.A.",23760,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64655621&lawType=3,33000000,2020-04-27T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/AH02/1101197538/20/CMUI,0289,SUBMINISTRAMENT DE MATERIAL SANITARI BRAÇAL PER A PRESSIO ARTERIAL PER L'HOSPITAL UNIVERSITARI DE BELLVITGE,Subministrament de Material Sanitari Braçal per a pressió arterial per l'Hospital Universitari de Bellvitge,Subministraments,2020,2020-05-14T00:00:00Z,EQUIPAMIENTOS MEDICOS CANTONI SL,2020,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62409196&lawType=3,33124130,2020-04-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),1101195063,0290,Sistema climatització,"Contractació de les obres de remodelació, adequació i dotació dels nous espais, per a habilitar 60 llits crítics estables de l'Hospital Universitari Germans Trias i Pujol",Obres,633211.41,2020-06-12T00:00:00Z,"DAUNIS,S.A.",29209.56,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64025392&lawType=3,45215100,2020-05-04T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Corporació de Salut del Maresme i la Selva,CSMS 15/20-N,0291,Servei dalimentació a lHospital Salut de Calella per a la CSMS,Publicació de contractes tramitats d'emergencia Part II,Subministraments,0,2020-06-15T00:00:00Z,Serhs Food Area SL,14803.08,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64140989&lawType=3,33100000,2020-06-15T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut d'Investigació Biomèdica de Girona (IDIBGI),202021,0292,2019-nCoV_N_Positive Control,Subministrament de material fungible i inventariable per situació d'emergència derivada de la COVID_19 per a l'IDIBGI.,Subministraments,137353.69,2020-06-19T00:00:00Z,IDTDNA,67,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64599454&lawType=3,33140000,2020-06-18T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Sistema d'Emergències Mèdiques SA (SEMSA),CE66/2020,0293,COMPRA EMERGÈNCIA 66: 180 Mascaretes laríngeas,180 Mascaretes laríngeas,Subministraments,6840,2020-06-15T00:00:00Z,"Teleflex Medical, SAU",6840,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63825706&lawType=3,33140000,2020-05-29T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Sanitari Integral,256,0294,"ventilador mecanic per fluxe+trolley, ventilador ultra portatil ventway, tubuladura ventilador ventway, kit enrequiment co2 ventway, filtre ventilador ventway, filtre ventilador ventway, tubuladura ventilador ventway, adaptador via aerea equip evone i set fungible 20 pacients) evone",Publicació massiva de contractes tramitats d'emergència 2020,Subministraments,0,2020-07-07T00:00:00Z,INTERNATIONAL EMERGENCY SERVICES S.L.,111094.71,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65297999&lawType=3,33140000,2020-07-07T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Departament de Justícia,JU-2020-437,0295,"COVID-19 Instal·lació càmeres de vigilància, barreres infrar",Publicació massiva contractes tramitats d'emergencia a 08.07.2020,Subministraments,0,2020-07-08T00:00:00Z,"UBERCROS SEGURIDAD, SL",5998.6,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65201692&lawType=3,32523000-5,2020-04-30T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),1101193158,0296,LLIT CRITICS,Execució dels treballs i la compra d'equipament per a dotar una àrea de tractament de 21 llits de pacients crítics a les dependències de la UPAC de l'Hospital Universitari Germans Trias i Pujol,Subministraments,339736.3,2020-06-09T00:00:00Z,"LINET IBERIA, S.L.",49400,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64002886&lawType=3,33100000,2020-03-12T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Fundació Centre de Regulació Genòmica,CONTRACTE 25 - TRAMITACIÓ EMERGÈNCIA COVID-19,0297,MATERIAL DE LABORATORI (PLAQUES),Material per realitzar tests de detecció massiva de COVID-19,Subministraments,5048,2020-06-23T00:00:00Z,"BIO-RAD LABORATORIES, S.A.",5048,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64618849&lawType=3,33696500,2020-06-18T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Centre de Telecomunicacions i Tecnologies de la Informació de la Generalitat de Catalunya,CTTI-2020-177,0298,"Servei de creació de compte CTTI AWS (MPA), desplegament de Control Tower i consum serveis AWS des de la MPA.","Creació de compte CTTI AWS (MPA), desplegament de Control Tower i consum serveis AWS des de la MPA mitjançant tramitació d'emergència per motiu del context generat per la pandèmia del coronavirus COVID-19.",Serveis,200000,2020-06-22T00:00:00Z,"DXC Technology Servicios España, S.L.",200000,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64498854&lawType=3,48800000,2020-06-20T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Servei Català de la Salut (CatSalut),Serveis general per al funcionament de la Residència Nou de la Rambla per atendre pacients de Coronavirus provinents de Residències de la ciutat de Barcelona amb diversa tipologia diagnòstica,0299,"9.2-Publicació massiva de contractes tramitats per emergència, de subministraments i serveis diversos d'àmbit social en el marc de l'estratègia de resposta a l'epidèmia del SARS-CoV-2.","Publicació massiva de contractes tramitats per emergència, de subministraments i serveis diversos d'àmbit social en el marc de l'estratègia de resposta a l'epidèmia del SARS-CoV-2.",Serveis,0,2020-06-18T00:00:00Z,MULTISERVEIS NDAVANT SL,360418.23,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64600124&lawType=3,71241000,2020-06-18T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1000,0300,INTERFERON BETA-1B250 MCG/ML VIAL+ JER P,Subministrament de medicaments - Publicació MASSIVA de contractes tramitats d'EMERGÈNCIA,Subministraments,0,2020-05-27T00:00:00Z,"BAYER HISPANIA, S.L.",39600.02,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63089784&lawType=3,33690000,2020-03-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1043,0301,Mat.rebutjable de laboratori,Subministrament de material rebutjable de laboratori - Publicació MASSIVA de contractes tramitats d'EMERGÈNCIA,Subministraments,0,2020-06-09T00:00:00Z,"PROQUINORTE, S.A.",1316,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64000462&lawType=3,33140000,2020-03-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1055,0302,Petit utllatge ús sanitari,"Subministrament de divers material sanitari, utillatges i instrumental - Publicació MASSIVA de contractació tramitada d'EMERGÈNCIA",Subministraments,0,2020-06-09T00:00:00Z,"GENERAL ELECTRIC HEALTHCARE ESPAÑA, S.A.",145,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63998855&lawType=3,33000000,2020-03-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Departament d'Interior,IT-2020-517,0303,Subministrament de 150.000 mascaretes FFP2 en el marc de l'estratègia deresposta a l'epidèmia del SARS-CoV-2.,Subministrament de 150.000 mascaretes FFP2 en el marc de l'estratègia deresposta a l'epidèmia del SARS-CoV-2.,Subministraments,375000,2020-05-21T00:00:00Z,"ANÁLISIS Y SERVICIOS INTREGRALES PORT, S.L.",375000,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62573364&lawType=3,33952000,2020-05-07T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Servei Català de la Salut (CatSalut),7.1-Serveis diversos,0304,Tasques d'ampliació dels servidors de la infraestructura que dóna servei a les noves aplicacions desenvolupades per donar resposta a la Covid-19,"Publicació massiva de contractes tramitats per emergència, de serveis diversos i altres en el marc de l'estratègia de resposta a l'epidèmia del SARS-CoV-2.",Serveis,0,2020-05-20T00:00:00Z,"INVENTIVA I GESTIO TIC, S.L.",4500,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62074449&lawType=3,71317210,2020-05-20T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/CC00/1101196888/20/CMUI,0305,CONTRACTACIÓ EMERGÈNCIA SUBMINISTRAMENT MASCARETES FFP2,Contractació emergència subministrament mascaretes FFP2,Subministraments,116480,2020-05-21T00:00:00Z,3M ESPAÑA SL,116480,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62662408&lawType=3,33140000,2020-04-08T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,"Departament de Treball, Afers Socials i Famílies",E-12-2020-2,0306,"Contracte d'emergència per a la prestació dels serveis de neteja i desinfecció de centres residencials per a gent gran i/o persones amb especial vulnerabilitat, per tal de fer front al COVID-19 (E-12-2020-2)",Contracte d'emergència per a la prestació dels serveis de neteja i desinfecció de centres residencials per a gent gran i/o persones amb especial vulnerabilitat per tal de fer front al COVID-19,Serveis,413223.14,2020-05-07T00:00:00Z,"ANTICIMEX 3D SANIDAD AMBIENTAL, SA",413223.14,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62037320&lawType=3,90911200,2020-03-30T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de les Dones,ICD-2020-20071,0307,"Servei d'Intervenció en Crisi per atendre situacions d'emergència per feminicidis i violències masclistes greus, d'una durada de 6 mesos, adreçada a famílies, professionals i entorn proper a tot el territori de Catalunya.","Servei d'Intervenció en Crisi per atendre situacions d'emergència per feminicidis i violències masclistes greus, d'una durada de 6 mesos, adreçada a famílies, professionals i entorn proper a tot el territori de Catalunya.",Serveis,14800,2020-05-06T00:00:00Z,G360 Cartografies Humanes i Socials,14800,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=61936819&lawType=3,85121270,2020-03-30T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Servei Català de la Salut (CatSalut),5.1-Allotjament de pacients,0308,Atenció i allotjament a l'Hotel Ciutat de Martorell de pacients provinents de l'Hospital Comarcal Sant Joan de Déu de Martorell,"Publicació massiva de contractes tramitats per emergència, dels serveis d'allotjament de pacients  en el marc de l'estratègia de resposta a l'epidèmia del SARS-CoV-2.",Serveis,0,2020-05-20T00:00:00Z,"EYE STAR, S.L.",54040.2,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62074006&lawType=3,98341000,2020-05-20T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Departament de Salut,SA-2020-438,0309,Servei de neteja prèvis Residència de gent gran C/Nou de la Rambla,Servei de neteja prèvis Residència de gent gran C/Nou de la Rambla,Serveis,14000,2020-05-08T00:00:00Z,"Serveis de Personal i Neteja, S.L. (SERVINET)",14000,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62149411&lawType=3,90910000,2020-04-13T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Fundació de Gestió Sanitària de l'Hospital de la Santa Creu i Sant Pau,COVID-19/FARMÀCIA,0310,CISATRACURIO BESILATO 5 MG/ML 30 ML VIAL,"Subministrament de productes de farmàcia, necessari per fer front a la pandèmia del COVID-19",Subministraments,0,2020-06-12T00:00:00Z,"LABORATORIOS NORMON, S.A.",15082.73,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64033607&lawType=3,33600000,2020-03-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Sanitari de l'Anoia,CE_CSA_2020 recollida residus,0311,Servei de recollida de residus biològics,Servei de recollida de residus biològics,Serveis,60000,2020-05-27T00:00:00Z,SRCL Consenur,60000,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63103665&lawType=3,90524100,2020-03-15T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Mar Parc de Salut de Barcelona,114/2020,0312,15 Trilogy EVO O2 (Ventilació no invasiva e invasiva),"Publicació massiva de la contractació mitjançant procediment d'emergència d'obres, subministraments i serveis relacionats amb les mesures adoptades per fer front a la situació de crisi sanitària ocasionada per la COVID-19 del Consorci Mar Parc de Salut de Barcelona (correspon als mesos de març i abril).",Subministraments,2237949.59,2020-06-03T00:00:00Z,DEXTRO MEDICA SL,135000,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63458702&lawType=3,33100000,2020-05-29T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català d'Oncologia (ICO),EM-2020-09,0313,Servei de neteja de reforç per afrontar les actuacions extres per prevenir el Coronavirus a l'Institut Català d'Oncologia de Girona,Servei de neteja de reforç per afrontar les actuacions extres per prevenir el Coronavirus a l'Institut Català d'Oncologia de Girona,Serveis,1660.88,2020-05-27T00:00:00Z,"OHL SERVICIOS - INGESAN, S.A.",1660.88,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63136709&lawType=3,90911200,2020-05-21T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1046,0314,Material Fungible Sanitari,Subministrament de material fungible sanitari - Publicació MASSIVA contractes tramitats d'EMERGÈNCIA,Subministraments,0,2020-06-09T00:00:00Z,"GENERAL ELECTRIC HEALTHCARE ESPAÑA, S.A.",3435.12,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64000852&lawType=3,33140000,2020-03-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Servei Català de la Salut (CatSalut),"Servei de residència per a persones usuàries donades d'alta i en situació de quarantena, provinents d'altres centres residencials al Centre Residencial Dovela (C. Eduard Todà, 45, de Barcelona), mentre duri la intervenció enfront la pandèmia de la Covid-19",0315,"9.2-Publicació massiva de contractes tramitats per emergència, de subministraments i serveis diversos d'àmbit social en el marc de l'estratègia de resposta a l'epidèmia del SARS-CoV-2.","Publicació massiva de contractes tramitats per emergència, de subministraments i serveis diversos d'àmbit social en el marc de l'estratègia de resposta a l'epidèmia del SARS-CoV-2.",Serveis,0,2020-06-18T00:00:00Z,SUARA SERVEIS SOCIETAT COOPERATIVA CATRALANA LIMITADA,43882.44,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64600124&lawType=3,71241000,2020-06-18T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Departament de Justícia,JU-2020-432,0316,COVID-19-Material protecció CLOSA,Publicació massiva contractes tramitats d'emergencia a 18.06.2020,Subministraments,0,2020-06-19T00:00:00Z,CLOSA SEBASTIA SL,13278.7,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64393688&lawType=3,18143000-3,2020-04-30T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Mar Parc de Salut de Barcelona,125/2020,0317,"Servei de fusteria realitzat a l'Hospital del Mar, necessari per adequar correctament les zones destinades a pacients ingressats per COVID-19","Publicació massiva de la contractació mitjançant procediment d'emergència d'obres, subministraments i serveis relacionats amb les mesures adoptades per fer front a la situació de crisi sanitària ocasionada per la COVID-19 del Consorci Mar Parc de Salut de Barcelona (correspon als mesos de març i abril).",Serveis,2237949.59,2020-06-03T00:00:00Z,CARLES PERERA EGIDO,5083.67,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63458702&lawType=3,33100000,2020-05-29T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/AH02/1101194422/20/CMUI,0318,"AH02 SUBMINISTRAMENT MATERIAL LABORATORI EQUIPS EXTRACCIO I PURIFICACIO DNA, RNA, CNA+RNA PER A L'HOSPITAL UNIVERSITARI DE BELLVITGE","Subministrament Material Laboratori Equips Extracció i Purificació DNA, RNA, CNA+RNA per a l'Hospital Universitari de Bellvitge",Subministraments,40440,2020-06-22T00:00:00Z,"PROMEGA BIOTECH IBERICA,S.L.",40440,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64520128&lawType=3,38000000,2020-03-21T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Centre de Telecomunicacions i Tecnologies de la Informació de la Generalitat de Catalunya,CTTI-2020-98,0319,Subministrament de Sistemes de Comunicació i càmeres per Policia de la Generalitat-Mossos d'Esquadra (PG-ME) i Bombers de la Generalitat.,"Vista la necessitat d'executar el subministrament de 110 sistemes de comunicació per motos i 8 càmeres Axis per Policia de la Generalitat-Mossos d'Esquadra (PG-ME), així com el subministrament i instal·lació de 26 càmeres RESCAT pels Bombers de la Generalitat. Aquest subministrament possibilita unes millors condicions d'higiene en l'ús de les comunicacions de la xarxa RESCAT per la Divisió de Trànsit de PG-ME, garantint l'ús individual d'aquests sistemes de comunicació en les motos de PG-ME, per tal d'afavorir la prevenció en la propagació del COVID19, en la gestió i mitigació de la crisi sanitària del COVID19.",Subministraments,216861.88,2020-06-04T00:00:00Z,"ADTEL, Sistemas de Telecomunicación, SL",216861.88,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63528040&lawType=3,32500000,2020-06-03T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/AH01/1101194967/20/CMUI,0320,Subministrament de tubs endotraqueals i sondes d'aspiracio per a les UCI de I'Hospital Universitari Vall d'Hebron.,Subministrament de tubs endotraqueals i sondes d'aspiracio per a les UCI de I'Hospital Universitari Vall d'Hebron.,Subministraments,14952,2020-05-06T00:00:00Z,IZASA HOSPITAL S.L.U.,14952,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=61958513&lawType=3,33140000,2020-04-17T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1097,0321,SERVEI DE VIGILANCIA COVID 19,Serveis transversals Covid 19 - Publicació MASSIVA de contractes tramitats d'EMERGÈNCIA,Serveis,0,2020-07-23T00:00:00Z,UTE TRANSPORTES BLINDADOS Y AT,39938.51,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=66246380&lawType=3,79714000,2020-05-20T00:00:00Z
